Time;CPU Usage
17/12/2025 15:08;1,56%
17/12/2025 15:09;2,00%
17/12/2025 15:09;3,62%
17/12/2025 15:10;5,08%
17/12/2025 15:10;5,11%
17/12/2025 15:11;5,16%
17/12/2025 15:11;5,44%
17/12/2025 15:12;5,24%
17/12/2025 15:12;5,22%
17/12/2025 15:13;5,11%
17/12/2025 15:13;5,08%
17/12/2025 15:14;5,39%
17/12/2025 15:14;5,10%
17/12/2025 15:15;5,19%
17/12/2025 15:15;5,21%
17/12/2025 15:16;5,34%
17/12/2025 15:16;5,11%
17/12/2025 15:17;5,42%
17/12/2025 15:17;5,37%
17/12/2025 15:18;5,05%
17/12/2025 15:18;5,07%
17/12/2025 15:19;5,44%
17/12/2025 15:19;5,16%
17/12/2025 15:20;5,11%
17/12/2025 15:20;5,06%
17/12/2025 15:21;5,34%
17/12/2025 15:21;5,11%
17/12/2025 15:22;5,14%
17/12/2025 15:22;5,16%
17/12/2025 15:23;5,22%
17/12/2025 15:23;5,03%
17/12/2025 15:24;5,36%
17/12/2025 15:24;5,13%
17/12/2025 15:25;5,12%
17/12/2025 15:25;5,16%
17/12/2025 15:26;5,25%
17/12/2025 15:26;5,19%
17/12/2025 15:27;5,31%
17/12/2025 15:27;5,20%
17/12/2025 15:28;5,26%
17/12/2025 15:28;4,94%
17/12/2025 15:29;5,61%
17/12/2025 15:29;5,15%
17/12/2025 15:30;5,19%
17/12/2025 15:30;5,08%
17/12/2025 15:31;5,21%
17/12/2025 15:31;5,43%
17/12/2025 15:32;5,31%
17/12/2025 15:32;4,99%
17/12/2025 15:33;5,14%
17/12/2025 15:33;5,35%
17/12/2025 15:34;5,10%
17/12/2025 15:34;4,94%
17/12/2025 15:35;5,12%
17/12/2025 15:35;4,92%
17/12/2025 15:36;4,74%
17/12/2025 15:36;4,80%
17/12/2025 15:37;5,18%
17/12/2025 15:37;4,71%
17/12/2025 15:38;4,72%
17/12/2025 15:38;4,62%
17/12/2025 15:39;4,79%
17/12/2025 15:39;4,90%
17/12/2025 15:40;4,76%
17/12/2025 15:40;4,54%
17/12/2025 15:41;4,65%
17/12/2025 15:41;4,72%
17/12/2025 15:42;4,84%
17/12/2025 15:42;4,64%
17/12/2025 15:43;4,76%
17/12/2025 15:43;4,85%
17/12/2025 15:44;4,69%
17/12/2025 15:44;4,66%
17/12/2025 15:45;4,74%
17/12/2025 15:45;4,89%
17/12/2025 15:46;4,68%
17/12/2025 15:46;4,62%
17/12/2025 15:47;4,77%
17/12/2025 15:47;4,88%
17/12/2025 15:48;4,64%
17/12/2025 15:48;4,54%
17/12/2025 15:49;4,76%
17/12/2025 15:49;4,74%
17/12/2025 15:50;4,69%
17/12/2025 15:50;4,75%
17/12/2025 15:51;4,76%
17/12/2025 15:51;5,20%
17/12/2025 15:52;5,13%
17/12/2025 15:52;4,94%
17/12/2025 15:53;5,60%
17/12/2025 15:53;4,99%
17/12/2025 15:54;5,13%
17/12/2025 15:54;4,48%
17/12/2025 15:55;3,88%
17/12/2025 15:55;3,60%
17/12/2025 15:56;3,41%
17/12/2025 15:56;2,83%
17/12/2025 15:57;2,90%
17/12/2025 15:57;2,70%
17/12/2025 15:58;2,63%
17/12/2025 15:58;2,72%
17/12/2025 15:59;2,75%
17/12/2025 15:59;2,85%
17/12/2025 16:00;2,51%
;4,73%
