Time;Memory Usage
17/12/2025 15:08;8,08%
17/12/2025 15:09;8,10%
17/12/2025 15:09;9,00%
17/12/2025 15:10;9,01%
17/12/2025 15:10;9,08%
17/12/2025 15:11;9,13%
17/12/2025 15:11;9,15%
17/12/2025 15:12;9,19%
17/12/2025 15:12;9,20%
17/12/2025 15:13;9,21%
17/12/2025 15:13;9,23%
17/12/2025 15:14;9,26%
17/12/2025 15:14;9,28%
17/12/2025 15:15;9,28%
17/12/2025 15:15;9,28%
17/12/2025 15:16;9,31%
17/12/2025 15:16;9,31%
17/12/2025 15:17;9,32%
17/12/2025 15:17;9,35%
17/12/2025 15:18;9,34%
17/12/2025 15:18;9,36%
17/12/2025 15:19;9,40%
17/12/2025 15:19;9,38%
17/12/2025 15:20;9,39%
17/12/2025 15:20;9,35%
17/12/2025 15:21;9,38%
17/12/2025 15:21;9,36%
17/12/2025 15:22;9,39%
17/12/2025 15:22;9,39%
17/12/2025 15:23;9,44%
17/12/2025 15:23;9,44%
17/12/2025 15:24;9,43%
17/12/2025 15:24;9,40%
17/12/2025 15:25;9,42%
17/12/2025 15:25;9,40%
17/12/2025 15:26;9,42%
17/12/2025 15:26;9,40%
17/12/2025 15:27;9,43%
17/12/2025 15:27;9,41%
17/12/2025 15:28;9,42%
17/12/2025 15:28;9,43%
17/12/2025 15:29;9,45%
17/12/2025 15:29;9,46%
17/12/2025 15:30;9,40%
17/12/2025 15:30;9,38%
17/12/2025 15:31;9,43%
17/12/2025 15:31;9,48%
17/12/2025 15:32;9,48%
17/12/2025 15:32;9,42%
17/12/2025 15:33;9,43%
17/12/2025 15:33;9,46%
17/12/2025 15:34;9,44%
17/12/2025 15:34;9,45%
17/12/2025 15:35;9,46%
17/12/2025 15:35;9,43%
17/12/2025 15:36;9,42%
17/12/2025 15:36;9,42%
17/12/2025 15:37;9,49%
17/12/2025 15:37;9,52%
17/12/2025 15:38;9,48%
17/12/2025 15:38;9,48%
17/12/2025 15:39;9,46%
17/12/2025 15:39;9,49%
17/12/2025 15:40;9,46%
17/12/2025 15:40;9,49%
17/12/2025 15:41;9,49%
17/12/2025 15:41;9,50%
17/12/2025 15:42;9,45%
17/12/2025 15:42;9,47%
17/12/2025 15:43;9,46%
17/12/2025 15:43;9,47%
17/12/2025 15:44;9,45%
17/12/2025 15:44;9,46%
17/12/2025 15:45;9,48%
17/12/2025 15:45;9,49%
17/12/2025 15:46;9,46%
17/12/2025 15:46;9,47%
17/12/2025 15:47;9,45%
17/12/2025 15:47;9,50%
17/12/2025 15:48;9,49%
17/12/2025 15:48;9,49%
17/12/2025 15:49;9,49%
17/12/2025 15:49;9,50%
17/12/2025 15:50;9,49%
17/12/2025 15:50;9,50%
17/12/2025 15:51;9,49%
17/12/2025 15:51;9,51%
17/12/2025 15:52;9,49%
17/12/2025 15:52;9,48%
17/12/2025 15:53;9,52%
17/12/2025 15:53;9,51%
17/12/2025 15:54;9,53%
17/12/2025 15:54;9,55%
17/12/2025 15:55;9,50%
17/12/2025 15:55;9,48%
17/12/2025 15:56;9,49%
17/12/2025 15:56;9,50%
17/12/2025 15:57;9,45%
17/12/2025 15:57;9,45%
17/12/2025 15:58;9,47%
17/12/2025 15:58;9,45%
17/12/2025 15:59;9,48%
17/12/2025 15:59;9,51%
17/12/2025 16:00;9,48%
;9,39%
