timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/17 13:30:30.708, 0, 0 %, 0 %, 447 MiB, 14.61 W, 30
2025/12/17 13:30:30.709, 1, 0 %, 0 %, 4 MiB, 13.05 W, 26
2025/12/17 13:30:31.710, 0, 4 %, 0 %, 447 MiB, 38.76 W, 31
2025/12/17 13:30:31.712, 1, 4 %, 0 %, 19 MiB, 35.88 W, 28
2025/12/17 13:30:32.713, 0, 9 %, 0 %, 1966 MiB, 57.23 W, 32
2025/12/17 13:30:32.713, 1, 46 %, 1 %, 1883 MiB, 55.73 W, 28
2025/12/17 13:30:33.714, 0, 37 %, 24 %, 2010 MiB, 95.90 W, 34
2025/12/17 13:30:33.714, 1, 43 %, 34 %, 1927 MiB, 142.25 W, 33
2025/12/17 13:30:34.715, 0, 37 %, 24 %, 2010 MiB, 119.21 W, 35
2025/12/17 13:30:34.716, 1, 44 %, 33 %, 1927 MiB, 180.59 W, 34
2025/12/17 13:30:35.716, 0, 36 %, 24 %, 2010 MiB, 119.81 W, 35
2025/12/17 13:30:35.717, 1, 44 %, 35 %, 1927 MiB, 181.21 W, 35
2025/12/17 13:30:36.718, 0, 37 %, 24 %, 2010 MiB, 119.88 W, 36
2025/12/17 13:30:36.718, 1, 44 %, 34 %, 1927 MiB, 181.82 W, 36
2025/12/17 13:30:37.719, 0, 36 %, 24 %, 2010 MiB, 119.72 W, 36
2025/12/17 13:30:37.720, 1, 43 %, 34 %, 1927 MiB, 181.32 W, 36
2025/12/17 13:30:38.720, 0, 37 %, 24 %, 2010 MiB, 120.26 W, 37
2025/12/17 13:30:38.721, 1, 43 %, 33 %, 1927 MiB, 181.90 W, 37
2025/12/17 13:30:39.722, 0, 37 %, 23 %, 2010 MiB, 121.54 W, 37
2025/12/17 13:30:39.723, 1, 44 %, 32 %, 1927 MiB, 181.92 W, 38
2025/12/17 13:30:40.724, 0, 37 %, 24 %, 2010 MiB, 121.44 W, 37
2025/12/17 13:30:40.725, 1, 44 %, 34 %, 1927 MiB, 182.21 W, 38
2025/12/17 13:30:41.725, 0, 37 %, 24 %, 2010 MiB, 122.25 W, 38
2025/12/17 13:30:41.726, 1, 44 %, 33 %, 1927 MiB, 182.83 W, 39
