MiB Mem : 128530.7 total,   4416.7 free,  13983.7 used, 110130.3 buff/cache
MiB Mem : 128530.7 total,   4416.7 free,  13983.7 used, 110130.3 buff/cache
MiB Mem : 128530.7 total,   4416.7 free,  13983.7 used, 110130.3 buff/cache
MiB Mem : 128530.7 total,   3756.3 free,  14566.3 used, 110208.1 buff/cache
MiB Mem : 128530.7 total,   3756.3 free,  14566.3 used, 110208.1 buff/cache
MiB Mem : 128530.7 total,   3756.3 free,  14566.3 used, 110208.1 buff/cache
MiB Mem : 128530.7 total,   3750.1 free,  14572.4 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3750.1 free,  14572.4 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3750.1 free,  14572.4 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3758.1 free,  14564.5 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3758.1 free,  14564.5 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3754.8 free,  14567.8 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3754.8 free,  14567.8 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3754.8 free,  14567.8 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.4 free,  14608.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.4 free,  14608.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.4 free,  14608.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3705.4 free,  14617.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3705.4 free,  14617.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3705.4 free,  14617.1 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3697.2 free,  14625.3 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3697.2 free,  14625.3 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3697.2 free,  14625.3 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.3 free,  14608.2 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.3 free,  14608.2 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3714.3 free,  14608.2 used, 110208.2 buff/cache
MiB Mem : 128530.7 total,   3677.2 free,  14645.2 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3677.2 free,  14645.2 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3677.2 free,  14645.2 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.5 free,  14642.0 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.5 free,  14642.0 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.5 free,  14642.0 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14632.5 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14632.5 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14632.5 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3674.8 free,  14647.7 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3674.8 free,  14647.7 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3674.8 free,  14647.7 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.3 free,  14642.1 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.3 free,  14642.1 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3680.3 free,  14642.1 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3694.2 free,  14628.3 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3694.2 free,  14628.3 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3694.2 free,  14628.3 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3673.7 free,  14648.6 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3673.7 free,  14648.6 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3673.7 free,  14648.6 used, 110208.3 buff/cache
MiB Mem : 128530.7 total,   3668.4 free,  14654.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3668.4 free,  14654.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3668.4 free,  14654.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3677.3 free,  14645.1 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3677.3 free,  14645.1 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3677.3 free,  14645.1 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3680.9 free,  14641.5 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3680.9 free,  14641.5 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3680.9 free,  14641.5 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.9 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.9 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.9 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3671.3 free,  14651.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3671.3 free,  14651.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3671.3 free,  14651.0 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3683.6 free,  14638.7 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3683.6 free,  14638.7 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3683.6 free,  14638.7 used, 110208.4 buff/cache
MiB Mem : 128530.7 total,   3650.1 free,  14672.2 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.1 free,  14672.2 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.1 free,  14672.2 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.2 free,  14655.1 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.2 free,  14655.1 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.2 free,  14655.1 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.9 free,  14654.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.9 free,  14654.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3667.9 free,  14654.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.5 free,  14671.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.5 free,  14671.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.5 free,  14671.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.3 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.3 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.3 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.9 free,  14671.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.9 free,  14671.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3650.9 free,  14671.3 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3648.5 free,  14673.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3648.5 free,  14673.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3648.5 free,  14673.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.2 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.2 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3653.2 free,  14668.9 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3659.4 free,  14662.8 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3665.8 free,  14656.4 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3665.8 free,  14656.4 used, 110208.5 buff/cache
MiB Mem : 128530.7 total,   3665.8 free,  14656.4 used, 110208.5 buff/cache
