Time;GPU Memory Used (%)
29/12/2025 14:55;0%
29/12/2025 14:55;0%
29/12/2025 14:56;6,23%
29/12/2025 14:56;12,20%
29/12/2025 14:57;12,20%
29/12/2025 14:57;12,20%
29/12/2025 14:58;12,20%
29/12/2025 14:58;12,20%
29/12/2025 14:59;12,20%
29/12/2025 14:59;12,20%
29/12/2025 15:00;12,20%
29/12/2025 15:00;12,20%
29/12/2025 15:01;12,20%
29/12/2025 15:01;12,20%
29/12/2025 15:02;12,20%
29/12/2025 15:02;12,20%
29/12/2025 15:03;12,20%
29/12/2025 15:03;12,20%
29/12/2025 15:04;12,20%
29/12/2025 15:04;12,20%
29/12/2025 15:05;12,20%
29/12/2025 15:05;12,20%
29/12/2025 15:06;12,20%
29/12/2025 15:06;12,20%
29/12/2025 15:07;12,20%
29/12/2025 15:07;12,20%
29/12/2025 15:08;12,20%
29/12/2025 15:08;12,20%
29/12/2025 15:09;12,20%
29/12/2025 15:09;12,20%
29/12/2025 15:10;12,20%
29/12/2025 15:10;12,20%
29/12/2025 15:11;12,20%
29/12/2025 15:11;12,20%
29/12/2025 15:12;12,20%
29/12/2025 15:12;12,20%
29/12/2025 15:13;12,20%
29/12/2025 15:13;12,20%
29/12/2025 15:14;12,20%
29/12/2025 15:14;12,20%
29/12/2025 15:15;12,20%
29/12/2025 15:15;12,20%
29/12/2025 15:16;12,20%
29/12/2025 15:16;12,20%
29/12/2025 15:17;12,20%
29/12/2025 15:17;12,20%
29/12/2025 15:18;12,20%
29/12/2025 15:18;12,20%
29/12/2025 15:19;12,20%
29/12/2025 15:19;12,20%
29/12/2025 15:20;12,20%
29/12/2025 15:20;12,20%
29/12/2025 15:21;12,20%
29/12/2025 15:21;12,20%
29/12/2025 15:22;12,20%
29/12/2025 15:22;12,20%
29/12/2025 15:23;12,20%
29/12/2025 15:23;12,20%
29/12/2025 15:24;12,20%
29/12/2025 15:24;12,20%
29/12/2025 15:25;12,20%
29/12/2025 15:25;12,20%
29/12/2025 15:26;12,20%
29/12/2025 15:26;12,20%
29/12/2025 15:27;12,20%
29/12/2025 15:27;12,20%
29/12/2025 15:28;12,20%
29/12/2025 15:28;12,20%
29/12/2025 15:29;12,20%
29/12/2025 15:29;12,20%
29/12/2025 15:30;12,20%
29/12/2025 15:30;12,20%
29/12/2025 15:31;12,20%
29/12/2025 15:31;12,20%
29/12/2025 15:32;12,20%
29/12/2025 15:32;12,20%
29/12/2025 15:33;12,20%
29/12/2025 15:33;12,20%
29/12/2025 15:34;12,20%
29/12/2025 15:34;12,20%
29/12/2025 15:35;12,20%
29/12/2025 15:35;12,20%
29/12/2025 15:36;12,20%
29/12/2025 15:36;12,20%
29/12/2025 15:37;12,20%
29/12/2025 15:37;12,20%
29/12/2025 15:38;12,20%
29/12/2025 15:38;12,20%
29/12/2025 15:39;12,20%
29/12/2025 15:39;12,20%
29/12/2025 15:40;12,20%
29/12/2025 15:40;12,20%
29/12/2025 15:41;12,20%
29/12/2025 15:41;12,20%
29/12/2025 15:42;12,20%
29/12/2025 15:42;12,20%
29/12/2025 15:43;12,20%
29/12/2025 15:43;12,20%
29/12/2025 15:44;12,20%
29/12/2025 15:44;12,20%
29/12/2025 15:45;12,20%
29/12/2025 15:45;12,20%
29/12/2025 15:46;12,20%
29/12/2025 15:46;12,20%
29/12/2025 15:47;12,20%
29/12/2025 15:47;12,20%
29/12/2025 15:48;12,20%
29/12/2025 15:48;12,20%
29/12/2025 15:49;12,20%
29/12/2025 15:49;12,20%
29/12/2025 15:50;12,20%
29/12/2025 15:50;12,20%
29/12/2025 15:51;12,20%
29/12/2025 15:51;12,20%
29/12/2025 15:52;12,20%
29/12/2025 15:52;12,20%
29/12/2025 15:53;12,20%
29/12/2025 15:53;12,20%
;12%
