Time;CPU Usage
29/12/2025 14:55;1,54%
29/12/2025 14:55;1,50%
29/12/2025 14:56;2,53%
29/12/2025 14:56;4,07%
29/12/2025 14:57;4,11%
29/12/2025 14:57;4,11%
29/12/2025 14:58;4,27%
29/12/2025 14:58;3,99%
29/12/2025 14:59;4,02%
29/12/2025 14:59;4,07%
29/12/2025 15:00;3,96%
29/12/2025 15:00;4,09%
29/12/2025 15:01;4,28%
29/12/2025 15:01;3,99%
29/12/2025 15:02;4,14%
29/12/2025 15:02;3,98%
29/12/2025 15:03;3,89%
29/12/2025 15:03;4,00%
29/12/2025 15:04;4,28%
29/12/2025 15:04;4,05%
29/12/2025 15:05;4,10%
29/12/2025 15:05;4,01%
29/12/2025 15:06;4,10%
29/12/2025 15:06;3,95%
29/12/2025 15:07;3,98%
29/12/2025 15:07;3,87%
29/12/2025 15:08;3,97%
29/12/2025 15:08;3,92%
29/12/2025 15:09;4,20%
29/12/2025 15:09;4,01%
29/12/2025 15:10;4,11%
29/12/2025 15:10;3,79%
29/12/2025 15:11;4,14%
29/12/2025 15:11;4,06%
29/12/2025 15:12;4,14%
29/12/2025 15:12;4,14%
29/12/2025 15:13;4,15%
29/12/2025 15:13;4,05%
29/12/2025 15:14;4,14%
29/12/2025 15:14;4,16%
29/12/2025 15:15;4,11%
29/12/2025 15:15;4,13%
29/12/2025 15:16;4,06%
29/12/2025 15:16;4,27%
29/12/2025 15:17;4,15%
29/12/2025 15:17;4,11%
29/12/2025 15:18;4,21%
29/12/2025 15:18;4,17%
29/12/2025 15:19;4,82%
29/12/2025 15:19;4,34%
29/12/2025 15:20;4,16%
29/12/2025 15:20;4,12%
29/12/2025 15:21;4,23%
29/12/2025 15:21;4,04%
29/12/2025 15:22;4,36%
29/12/2025 15:22;4,33%
29/12/2025 15:23;4,07%
29/12/2025 15:23;4,05%
29/12/2025 15:24;4,23%
29/12/2025 15:24;4,29%
29/12/2025 15:25;4,32%
29/12/2025 15:25;4,18%
29/12/2025 15:26;4,45%
29/12/2025 15:26;3,85%
29/12/2025 15:27;4,78%
29/12/2025 15:27;4,29%
29/12/2025 15:28;4,23%
29/12/2025 15:28;4,19%
29/12/2025 15:29;4,24%
29/12/2025 15:29;4,39%
29/12/2025 15:30;4,27%
29/12/2025 15:30;4,58%
29/12/2025 15:31;4,59%
29/12/2025 15:31;4,19%
29/12/2025 15:32;4,48%
29/12/2025 15:32;4,28%
29/12/2025 15:33;4,16%
29/12/2025 15:33;4,58%
29/12/2025 15:34;4,19%
29/12/2025 15:34;4,53%
29/12/2025 15:35;4,01%
29/12/2025 15:35;4,24%
29/12/2025 15:36;4,23%
29/12/2025 15:36;4,23%
29/12/2025 15:37;3,98%
29/12/2025 15:37;4,51%
29/12/2025 15:38;4,27%
29/12/2025 15:38;4,39%
29/12/2025 15:39;4,15%
29/12/2025 15:39;4,38%
29/12/2025 15:40;4,24%
29/12/2025 15:40;4,62%
29/12/2025 15:41;4,66%
29/12/2025 15:41;4,31%
29/12/2025 15:42;4,18%
29/12/2025 15:42;4,41%
29/12/2025 15:43;4,43%
29/12/2025 15:43;4,99%
29/12/2025 15:44;4,02%
29/12/2025 15:44;3,81%
29/12/2025 15:45;3,83%
29/12/2025 15:45;3,90%
29/12/2025 15:46;3,69%
29/12/2025 15:46;3,84%
29/12/2025 15:47;3,70%
29/12/2025 15:47;3,84%
29/12/2025 15:48;3,82%
29/12/2025 15:48;3,97%
29/12/2025 15:49;3,74%
29/12/2025 15:49;3,82%
29/12/2025 15:50;3,76%
29/12/2025 15:50;3,92%
29/12/2025 15:51;3,67%
29/12/2025 15:51;3,97%
29/12/2025 15:52;3,81%
29/12/2025 15:52;3,77%
29/12/2025 15:53;3,78%
29/12/2025 15:53;3,72%
;4,08%
