Time;Memory Usage
29/12/2025 14:55;6,38%
29/12/2025 14:55;6,35%
29/12/2025 14:56;6,92%
29/12/2025 14:56;6,92%
29/12/2025 14:57;6,99%
29/12/2025 14:57;6,99%
29/12/2025 14:58;7,02%
29/12/2025 14:58;7,04%
29/12/2025 14:59;7,05%
29/12/2025 14:59;7,08%
29/12/2025 15:00;7,08%
29/12/2025 15:00;7,10%
29/12/2025 15:01;7,13%
29/12/2025 15:01;7,07%
29/12/2025 15:02;7,09%
29/12/2025 15:02;7,09%
29/12/2025 15:03;7,08%
29/12/2025 15:03;7,11%
29/12/2025 15:04;7,10%
29/12/2025 15:04;7,12%
29/12/2025 15:05;7,10%
29/12/2025 15:05;7,12%
29/12/2025 15:06;7,12%
29/12/2025 15:06;7,14%
29/12/2025 15:07;7,13%
29/12/2025 15:07;7,13%
29/12/2025 15:08;7,13%
29/12/2025 15:08;7,15%
29/12/2025 15:09;7,14%
29/12/2025 15:09;7,21%
29/12/2025 15:10;7,19%
29/12/2025 15:10;7,18%
29/12/2025 15:11;7,16%
29/12/2025 15:11;7,18%
29/12/2025 15:12;7,16%
29/12/2025 15:12;7,16%
29/12/2025 15:13;7,15%
29/12/2025 15:13;7,18%
29/12/2025 15:14;7,18%
29/12/2025 15:14;7,20%
29/12/2025 15:15;7,22%
29/12/2025 15:15;7,16%
29/12/2025 15:16;7,23%
29/12/2025 15:16;7,19%
29/12/2025 15:17;7,22%
29/12/2025 15:17;7,22%
29/12/2025 15:18;7,20%
29/12/2025 15:18;7,24%
29/12/2025 15:19;7,22%
29/12/2025 15:19;7,25%
29/12/2025 15:20;7,25%
29/12/2025 15:20;7,21%
29/12/2025 15:21;7,22%
29/12/2025 15:21;7,19%
29/12/2025 15:22;7,19%
29/12/2025 15:22;7,22%
29/12/2025 15:23;7,19%
29/12/2025 15:23;7,20%
29/12/2025 15:24;7,18%
29/12/2025 15:24;7,21%
29/12/2025 15:25;7,22%
29/12/2025 15:25;7,22%
29/12/2025 15:26;7,24%
29/12/2025 15:26;7,22%
29/12/2025 15:27;7,27%
29/12/2025 15:27;7,24%
29/12/2025 15:28;7,26%
29/12/2025 15:28;7,26%
29/12/2025 15:29;7,27%
29/12/2025 15:29;7,28%
29/12/2025 15:30;7,26%
29/12/2025 15:30;7,24%
29/12/2025 15:31;7,24%
29/12/2025 15:31;7,24%
29/12/2025 15:32;7,26%
29/12/2025 15:32;7,25%
29/12/2025 15:33;7,28%
29/12/2025 15:33;7,27%
29/12/2025 15:34;7,26%
29/12/2025 15:34;7,28%
29/12/2025 15:35;7,30%
29/12/2025 15:35;7,28%
29/12/2025 15:36;7,25%
29/12/2025 15:36;7,25%
29/12/2025 15:37;7,27%
29/12/2025 15:37;7,28%
29/12/2025 15:38;7,27%
29/12/2025 15:38;7,30%
29/12/2025 15:39;7,29%
29/12/2025 15:39;7,29%
29/12/2025 15:40;7,30%
29/12/2025 15:40;7,29%
29/12/2025 15:41;7,24%
29/12/2025 15:41;7,26%
29/12/2025 15:42;7,26%
29/12/2025 15:42;7,29%
29/12/2025 15:43;7,28%
29/12/2025 15:43;7,29%
29/12/2025 15:44;7,28%
29/12/2025 15:44;7,29%
29/12/2025 15:45;7,30%
29/12/2025 15:45;7,32%
29/12/2025 15:46;7,31%
29/12/2025 15:46;7,31%
29/12/2025 15:47;7,32%
29/12/2025 15:47;7,33%
29/12/2025 15:48;7,32%
29/12/2025 15:48;7,30%
29/12/2025 15:49;7,28%
29/12/2025 15:49;7,31%
29/12/2025 15:50;7,27%
29/12/2025 15:50;7,28%
29/12/2025 15:51;7,26%
29/12/2025 15:51;7,27%
29/12/2025 15:52;7,26%
29/12/2025 15:52;7,27%
29/12/2025 15:53;7,28%
29/12/2025 15:53;7,30%
;7,19%
