Time;Memory Usage
15/12/2025 19:06;9,92%
15/12/2025 19:06;9,94%
15/12/2025 19:07;9,91%
15/12/2025 19:07;9,92%
15/12/2025 19:08;9,92%
15/12/2025 19:08;9,89%
15/12/2025 19:09;9,90%
15/12/2025 19:09;9,91%
15/12/2025 19:10;9,91%
15/12/2025 19:10;9,92%
15/12/2025 19:11;9,93%
15/12/2025 19:11;9,93%
15/12/2025 19:12;9,95%
15/12/2025 19:12;9,92%
15/12/2025 19:13;9,95%
15/12/2025 19:13;9,95%
15/12/2025 19:14;9,95%
15/12/2025 19:14;9,93%
15/12/2025 19:15;9,94%
15/12/2025 19:15;9,90%
15/12/2025 19:16;9,93%
15/12/2025 19:16;9,93%
15/12/2025 19:17;9,94%
15/12/2025 19:17;9,92%
15/12/2025 19:18;9,93%
15/12/2025 19:18;9,93%
15/12/2025 19:19;9,96%
15/12/2025 19:19;9,94%
15/12/2025 19:20;9,94%
15/12/2025 19:20;9,94%
15/12/2025 19:21;9,96%
15/12/2025 19:21;9,93%
15/12/2025 19:22;9,96%
15/12/2025 19:22;9,95%
15/12/2025 19:23;9,99%
15/12/2025 19:23;9,98%
15/12/2025 19:24;9,98%
15/12/2025 19:24;9,99%
15/12/2025 19:25;9,97%
15/12/2025 19:25;9,96%
15/12/2025 19:26;9,97%
15/12/2025 19:26;9,98%
15/12/2025 19:27;9,97%
15/12/2025 19:27;10,00%
15/12/2025 19:28;10,00%
15/12/2025 19:28;10,00%
15/12/2025 19:29;10,00%
15/12/2025 19:29;10,00%
15/12/2025 19:30;10,00%
15/12/2025 19:30;9,99%
15/12/2025 19:31;10,00%
15/12/2025 19:31;9,97%
15/12/2025 19:32;9,98%
15/12/2025 19:32;9,98%
15/12/2025 19:33;10,00%
15/12/2025 19:33;9,98%
15/12/2025 19:34;9,99%
;9,95%
