"Time","GPU Temperature"
2025-12-15 19:06:00,47.3 °C
2025-12-15 19:06:30,46.7 °C
2025-12-15 19:07:00,46.5 °C
2025-12-15 19:07:30,56.2 °C
2025-12-15 19:08:00,59.7 °C
2025-12-15 19:08:30,56.8 °C
2025-12-15 19:09:00,59.5 °C
2025-12-15 19:09:30,56.8 °C
2025-12-15 19:10:00,58.2 °C
2025-12-15 19:10:30,59 °C
2025-12-15 19:11:00,58.5 °C
2025-12-15 19:11:30,59.3 °C
2025-12-15 19:12:00,58.8 °C
2025-12-15 19:12:30,58.5 °C
2025-12-15 19:13:00,62.7 °C
2025-12-15 19:13:30,59.3 °C
2025-12-15 19:14:00,58.2 °C
2025-12-15 19:14:30,58.7 °C
2025-12-15 19:15:00,59.3 °C
2025-12-15 19:15:30,59.2 °C
2025-12-15 19:16:00,65.2 °C
2025-12-15 19:16:30,61.8 °C
2025-12-15 19:17:00,61.8 °C
2025-12-15 19:17:30,60.2 °C
2025-12-15 19:18:00,62.3 °C
2025-12-15 19:18:30,60.2 °C
2025-12-15 19:19:00,62.5 °C
2025-12-15 19:19:30,62.3 °C
2025-12-15 19:20:00,59.5 °C
2025-12-15 19:20:30,62.7 °C
2025-12-15 19:21:00,59 °C
2025-12-15 19:21:30,62 °C
2025-12-15 19:22:00,62.2 °C
2025-12-15 19:22:30,61.8 °C
2025-12-15 19:23:00,59.3 °C
2025-12-15 19:23:30,60.2 °C
2025-12-15 19:24:00,57.5 °C
2025-12-15 19:24:30,59.8 °C
2025-12-15 19:25:00,59.3 °C
2025-12-15 19:25:30,60 °C
2025-12-15 19:26:00,62 °C
2025-12-15 19:26:30,63.2 °C
2025-12-15 19:27:00,59 °C
2025-12-15 19:27:30,61.5 °C
2025-12-15 19:28:00,59.2 °C
2025-12-15 19:28:30,64.7 °C
2025-12-15 19:29:00,59 °C
2025-12-15 19:29:30,61.3 °C
2025-12-15 19:30:00,64.2 °C
2025-12-15 19:30:30,60.2 °C
2025-12-15 19:31:00,59.3 °C
2025-12-15 19:31:30,61.3 °C
2025-12-15 19:32:00,61 °C
2025-12-15 19:32:30,59.7 °C
2025-12-15 19:33:00,59.5 °C
2025-12-15 19:33:30,59 °C
2025-12-15 19:34:00,60.2 °C
