Time;CPU Usage
15/12/2025 19:06;1,88%
15/12/2025 19:06;1,66%
15/12/2025 19:07;2,06%
15/12/2025 19:07;2,20%
15/12/2025 19:08;2,51%
15/12/2025 19:08;2,15%
15/12/2025 19:09;2,30%
15/12/2025 19:09;2,03%
15/12/2025 19:10;2,30%
15/12/2025 19:10;2,24%
15/12/2025 19:11;2,31%
15/12/2025 19:11;2,25%
15/12/2025 19:12;2,25%
15/12/2025 19:12;2,16%
15/12/2025 19:13;2,44%
15/12/2025 19:13;2,18%
15/12/2025 19:14;2,35%
15/12/2025 19:14;2,19%
15/12/2025 19:15;2,35%
15/12/2025 19:15;2,22%
15/12/2025 19:16;2,39%
15/12/2025 19:16;2,21%
15/12/2025 19:17;2,49%
15/12/2025 19:17;2,14%
15/12/2025 19:18;2,64%
15/12/2025 19:18;2,16%
15/12/2025 19:19;2,28%
15/12/2025 19:19;2,25%
15/12/2025 19:20;2,32%
15/12/2025 19:20;2,14%
15/12/2025 19:21;2,49%
15/12/2025 19:21;2,14%
15/12/2025 19:22;2,42%
15/12/2025 19:22;2,16%
15/12/2025 19:23;2,48%
15/12/2025 19:23;2,13%
15/12/2025 19:24;2,44%
15/12/2025 19:24;2,19%
15/12/2025 19:25;2,44%
15/12/2025 19:25;2,22%
15/12/2025 19:26;2,42%
15/12/2025 19:26;2,26%
15/12/2025 19:27;2,43%
15/12/2025 19:27;2,20%
15/12/2025 19:28;2,51%
15/12/2025 19:28;2,39%
15/12/2025 19:29;2,47%
15/12/2025 19:29;2,26%
15/12/2025 19:30;2,49%
15/12/2025 19:30;2,34%
15/12/2025 19:31;2,23%
15/12/2025 19:31;2,28%
15/12/2025 19:32;2,57%
15/12/2025 19:32;2,05%
15/12/2025 19:33;2,45%
15/12/2025 19:33;2,22%
15/12/2025 19:34;2,48%
;2,28%
