timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/16 11:44:26.712;0;0%;0%; 447 MiB; 14.90 W;29
2025/12/16 11:44:26.713;1;0%;0%; 4 MiB; 13.15 W;26
2025/12/16 11:44:27.714;0;2%;0%; 447 MiB; 35.73 W;31
2025/12/16 11:44:27.714;1;0%;0%; 16 MiB; 32.25 W;27
2025/12/16 11:44:28.715;0;8%;0%; 1966 MiB; 57.37 W;31
2025/12/16 11:44:28.716;1;38%;1%; 1883 MiB; 56.10 W;28
2025/12/16 11:44:29.716;0;37%;24%; 2010 MiB; 99.02 W;34
2025/12/16 11:44:29.724;1;44%;34%; 1927 MiB; 125.54 W;33
2025/12/16 11:44:30.724;0;37%;24%; 2010 MiB; 119.57 W;35
2025/12/16 11:44:30.725;1;44%;33%; 1927 MiB; 181.30 W;34
2025/12/16 11:44:31.725;0;36%;24%; 2010 MiB; 120.24 W;35
2025/12/16 11:44:31.726;1;43%;33%; 1927 MiB; 181.51 W;35
2025/12/16 11:44:32.727;0;38%;24%; 2010 MiB; 120.62 W;36
2025/12/16 11:44:32.727;1;44%;33%; 1927 MiB; 182.23 W;36
2025/12/16 11:44:33.728;0;37%;24%; 2010 MiB; 120.51 W;36
2025/12/16 11:44:33.728;1;44%;34%; 1927 MiB; 182.62 W;36
2025/12/16 11:44:34.729;0;37%;24%; 2010 MiB; 121.22 W;36
2025/12/16 11:44:34.729;1;44%;33%; 1927 MiB; 183.05 W;37
2025/12/16 11:44:35.730;0;36%;24%; 2010 MiB; 121.06 W;37
2025/12/16 11:44:35.730;1;44%;34%; 1927 MiB; 182.50 W;37
2025/12/16 11:44:36.731;0;38%;25%; 2010 MiB; 122.07 W;37
2025/12/16 11:44:36.732;1;45%;34%; 1927 MiB; 184.35 W;38
2025/12/16 11:44:37.732;0;38%;24%; 2010 MiB; 123.81 W;38
2025/12/16 11:44:37.733;1;45%;33%; 1927 MiB; 187.26 W;39
2025/12/16 11:44:38.733;0;37%;24%; 2010 MiB; 121.86 W;38
2025/12/16 11:44:38.734;1;44%;34%; 1927 MiB; 184.23 W;39
2025/12/16 11:44:39.735;0;38%;24%; 2010 MiB; 122.43 W;38
2025/12/16 11:44:39.736;1;44%;33%; 1927 MiB; 184.55 W;39
2025/12/16 11:44:40.737;0;36%;24%; 2010 MiB; 121.88 W;38
2025/12/16 11:44:40.737;1;43%;34%; 1927 MiB; 185.15 W;40
2025/12/16 11:44:41.738;0;37%;24%; 2010 MiB; 122.31 W;39
2025/12/16 11:44:41.739;1;43%;33%; 1927 MiB; 185.43 W;41
2025/12/16 11:44:42.739;0;37%;24%; 2010 MiB; 121.95 W;39
2025/12/16 11:44:42.740;1;44%;34%; 1927 MiB; 185.24 W;41
2025/12/16 11:44:43.740;0;36%;23%; 2010 MiB; 122.49 W;39
2025/12/16 11:44:43.741;1;44%;33%; 1927 MiB; 185.88 W;41
2025/12/16 11:44:44.741;0;37%;24%; 2010 MiB; 122.69 W;40
2025/12/16 11:44:44.742;1;44%;34%; 1927 MiB; 186.18 W;42
2025/12/16 11:44:45.743;0;37%;23%; 2010 MiB; 123.34 W;40
2025/12/16 11:44:45.743;1;43%;32%; 1927 MiB; 186.39 W;42
2025/12/16 11:44:46.744;0;37%;24%; 2010 MiB; 123.01 W;40
2025/12/16 11:44:46.744;1;44%;34%; 1927 MiB; 186.68 W;43
2025/12/16 11:44:47.745;0;37%;25%; 2010 MiB; 123.49 W;41
2025/12/16 11:44:47.746;1;44%;33%; 1927 MiB; 187.45 W;43
2025/12/16 11:44:48.746;0;37%;24%; 2010 MiB; 123.18 W;41
2025/12/16 11:44:48.747;1;44%;34%; 1927 MiB; 186.78 W;44
2025/12/16 11:44:49.747;0;34%;22%; 2010 MiB; 122.61 W;41
