timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/12 04:48:09.132;0;0%;0%; 447 MiB; 15.10 W;30
2025/12/12 04:48:09.133;1;0%;0%; 4 MiB; 12.98 W;27
2025/12/12 04:48:10.134;0;0%;0%; 459 MiB; 26.55 W;32
2025/12/12 04:48:10.144;1;0%;0%; 4 MiB; 22.15 W;28
2025/12/12 04:48:11.145;0;17%;1%; 2634 MiB; 57.55 W;32
2025/12/12 04:48:11.145;1;0%;0%; 2633 MiB; 56.29 W;29
2025/12/12 04:48:12.146;0;10%;3%; 3304 MiB; 59.93 W;33
2025/12/12 04:48:12.146;1;0%;0%; 3301 MiB; 64.14 W;30
2025/12/12 04:48:13.147;0;38%;31%; 3310 MiB; 127.25 W;36
2025/12/12 04:48:13.147;1;43%;38%; 3309 MiB; 166.83 W;34
2025/12/12 04:48:14.148;0;38%;31%; 3312 MiB; 136.58 W;36
2025/12/12 04:48:14.149;1;45%;41%; 3311 MiB; 183.35 W;35
2025/12/12 04:48:15.149;0;38%;31%; 3312 MiB; 137.79 W;37
2025/12/12 04:48:15.150;1;44%;39%; 3311 MiB; 185.26 W;36
2025/12/12 04:48:16.150;0;40%;36%; 3312 MiB; 139.72 W;38
2025/12/12 04:48:16.151;1;45%;40%; 3311 MiB; 185.81 W;37
2025/12/12 04:48:17.152;0;40%;36%; 3312 MiB; 149.59 W;39
2025/12/12 04:48:17.153;1;47%;44%; 3311 MiB; 196.05 W;38
2025/12/12 04:48:18.153;0;39%;36%; 3312 MiB; 154.48 W;39
2025/12/12 04:48:18.154;1;48%;45%; 3311 MiB; 196.31 W;39
2025/12/12 04:48:19.155;0;40%;36%; 3312 MiB; 159.92 W;40
2025/12/12 04:48:19.155;1;47%;44%; 3311 MiB; 196.99 W;39
2025/12/12 04:48:20.156;0;35%;32%; 3312 MiB; 159.32 W;41
2025/12/12 04:48:20.157;1;47%;41%; 3311 MiB; 195.41 W;39
2025/12/12 04:48:21.158;0;38%;32%; 3312 MiB; 161.60 W;41
2025/12/12 04:48:21.158;1;44%;39%; 3311 MiB; 187.72 W;40
2025/12/12 04:48:22.159;0;38%;31%; 3312 MiB; 159.65 W;41
2025/12/12 04:48:22.160;1;43%;40%; 3311 MiB; 189.67 W;41
