timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/10 07:47:01.900;0;0%;0%; 2090 MiB; 15.19 W;31
2025/12/10 07:47:01.901;1;0%;0%; 1867 MiB; 13.19 W;27
2025/12/10 07:47:02.902;0;26%;16%; 2090 MiB; 44.93 W;33
2025/12/10 07:47:02.902;1;29%;20%; 1867 MiB; 46.31 W;30
2025/12/10 07:47:03.903;0;10%;4%; 2090 MiB; 74.02 W;34
2025/12/10 07:47:03.904;1;10%;5%; 1867 MiB; 73.89 W;30
2025/12/10 07:47:04.904;0;22%;13%; 2090 MiB; 84.99 W;35
2025/12/10 07:47:04.905;1;25%;17%; 1867 MiB; 87.61 W;31
2025/12/10 07:47:05.905;0;6%;2%; 2090 MiB; 81.50 W;35
2025/12/10 07:47:05.906;1;5%;3%; 1867 MiB; 82.95 W;31
2025/12/10 07:47:06.907;0;35%;22%; 2090 MiB; 97.75 W;35
2025/12/10 07:47:06.907;1;39%;27%; 1867 MiB; 103.57 W;32
2025/12/10 07:47:07.908;0;11%;4%; 2090 MiB; 71.48 W;35
2025/12/10 07:47:07.908;1;10%;5%; 1867 MiB; 73.17 W;31
2025/12/10 07:47:08.909;0;18%;9%; 2090 MiB; 81.50 W;36
2025/12/10 07:47:08.915;1;20%;12%; 1867 MiB; 83.57 W;32
2025/12/10 07:47:09.920;0;6%;3%; 2090 MiB; 84.07 W;35
2025/12/10 07:47:09.921;1;6%;3%; 1867 MiB; 86.72 W;31
2025/12/10 07:47:10.921;0;11%;5%; 2090 MiB; 77.08 W;35
2025/12/10 07:47:10.922;1;11%;6%; 1867 MiB; 77.89 W;32
2025/12/10 07:47:11.922;0;10%;4%; 2090 MiB; 80.87 W;36
2025/12/10 07:47:11.923;1;10%;5%; 1867 MiB; 82.34 W;32
2025/12/10 07:47:12.923;0;32%;20%; 2090 MiB; 84.64 W;37
2025/12/10 07:47:12.924;1;37%;26%; 1867 MiB; 86.48 W;33
2025/12/10 07:47:13.924;0;26%;17%; 2090 MiB; 83.11 W;36
2025/12/10 07:47:13.925;1;29%;22%; 1867 MiB; 84.50 W;33
2025/12/10 07:47:14.925;0;10%;4%; 2090 MiB; 73.29 W;36
2025/12/10 07:47:14.926;1;10%;5%; 1867 MiB; 72.71 W;32
2025/12/10 07:47:15.926;0;23%;14%; 2090 MiB; 94.46 W;37
2025/12/10 07:47:15.927;1;23%;16%; 1867 MiB; 97.67 W;33
2025/12/10 07:47:16.928;0;35%;22%; 2090 MiB; 86.00 W;38
2025/12/10 07:47:16.929;1;40%;28%; 1867 MiB; 87.82 W;34
2025/12/10 07:47:17.929;0;17%;9%; 2090 MiB; 91.25 W;37
2025/12/10 07:47:17.930;1;17%;11%; 1867 MiB; 98.39 W;34
2025/12/10 07:47:18.930;0;10%;4%; 2090 MiB; 79.48 W;37
2025/12/10 07:47:18.931;1;9%;5%; 1867 MiB; 86.57 W;33
2025/12/10 07:47:19.932;0;14%;7%; 2090 MiB; 79.49 W;38
2025/12/10 07:47:19.932;1;14%;8%; 1867 MiB; 81.00 W;34
2025/12/10 07:47:20.933;0;10%;5%; 2090 MiB; 95.93 W;38
2025/12/10 07:47:20.934;1;10%;6%; 1867 MiB; 99.95 W;34
2025/12/10 07:47:21.935;0;32%;20%; 2090 MiB; 80.44 W;39
2025/12/10 07:47:21.935;1;36%;25%; 1867 MiB; 81.02 W;35
2025/12/10 07:47:22.936;0;6%;3%; 2090 MiB; 88.33 W;38
2025/12/10 07:47:22.936;1;6%;3%; 1867 MiB; 93.44 W;34
2025/12/10 07:47:23.937;0;10%;4%; 2090 MiB; 81.45 W;38
2025/12/10 07:47:23.938;1;10%;5%; 1867 MiB; 88.60 W;34
2025/12/10 07:47:24.938;0;9%;4%; 2090 MiB; 72.05 W;38
2025/12/10 07:47:24.939;1;9%;4%; 1867 MiB; 76.73 W;35
2025/12/10 07:47:25.939;0;6%;3%; 2090 MiB; 70.98 W;38
2025/12/10 07:47:25.940;1;6%;3%; 1867 MiB; 70.53 W;34
2025/12/10 07:47:26.940;0;9%;4%; 2090 MiB; 81.27 W;38
2025/12/10 07:47:26.941;1;10%;5%; 1867 MiB; 82.06 W;34
2025/12/10 07:47:27.942;0;37%;25%; 2090 MiB; 81.36 W;40
2025/12/10 07:47:27.942;1;43%;31%; 1867 MiB; 82.49 W;36
2025/12/10 07:47:28.943;0;8%;3%; 2090 MiB; 83.05 W;39
2025/12/10 07:47:28.944;1;8%;4%; 1867 MiB; 88.39 W;35
2025/12/10 07:47:29.944;0;35%;22%; 2090 MiB; 86.89 W;40
2025/12/10 07:47:29.945;1;40%;28%; 1867 MiB; 93.25 W;37
2025/12/10 07:47:30.946;0;9%;3%; 2090 MiB; 88.00 W;40
2025/12/10 07:47:30.947;1;9%;4%; 1867 MiB; 93.30 W;36
2025/12/10 07:47:31.947;0;18%;10%; 2090 MiB; 97.93 W;39
2025/12/10 07:47:31.948;1;17%;12%; 1867 MiB; 113.58 W;36
2025/12/10 07:47:32.949;0;12%;7%; 2090 MiB; 75.77 W;39
2025/12/10 07:47:32.949;1;12%;8%; 1867 MiB; 84.77 W;36
2025/12/10 07:47:33.950;0;5%;2%; 2090 MiB; 86.21 W;40
2025/12/10 07:47:33.951;1;5%;2%; 1867 MiB; 88.90 W;36
2025/12/10 07:47:34.951;0;10%;4%; 2090 MiB; 83.87 W;40
2025/12/10 07:47:34.952;1;10%;5%; 1867 MiB; 85.34 W;35
2025/12/10 07:47:35.952;0;6%;3%; 2090 MiB; 81.19 W;40
