Time;CPU Usage
29/12/2025 16:47;1,57%
29/12/2025 16:48;1,30%
29/12/2025 16:48;1,64%
29/12/2025 16:49;2,01%
29/12/2025 16:49;2,19%
29/12/2025 16:50;1,91%
29/12/2025 16:50;2,12%
29/12/2025 16:51;2,02%
29/12/2025 16:51;2,05%
29/12/2025 16:52;2,04%
29/12/2025 16:52;2,24%
29/12/2025 16:53;1,86%
29/12/2025 16:53;2,06%
29/12/2025 16:54;2,22%
29/12/2025 16:54;2,06%
29/12/2025 16:55;1,96%
29/12/2025 16:55;2,08%
29/12/2025 16:56;2,04%
29/12/2025 16:56;2,09%
29/12/2025 16:57;2,07%
29/12/2025 16:57;1,99%
29/12/2025 16:58;2,14%
29/12/2025 16:58;2,13%
29/12/2025 16:59;1,97%
29/12/2025 16:59;2,33%
29/12/2025 17:00;1,95%
29/12/2025 17:00;2,15%
29/12/2025 17:01;1,97%
29/12/2025 17:01;2,12%
29/12/2025 17:02;2,02%
29/12/2025 17:02;2,13%
29/12/2025 17:03;1,99%
29/12/2025 17:03;2,05%
29/12/2025 17:04;2,03%
29/12/2025 17:04;2,27%
29/12/2025 17:05;1,93%
29/12/2025 17:05;2,18%
29/12/2025 17:06;2,06%
29/12/2025 17:06;2,08%
29/12/2025 17:07;2,03%
29/12/2025 17:07;2,11%
29/12/2025 17:08;1,96%
29/12/2025 17:08;2,21%
29/12/2025 17:09;1,94%
29/12/2025 17:09;2,33%
29/12/2025 17:10;1,96%
;2,03%
