Time;CPU Usage
27/12/2025 15:30;1,42%
27/12/2025 15:31;1,60%
27/12/2025 15:31;2,47%
27/12/2025 15:32;4,10%
27/12/2025 15:32;4,01%
27/12/2025 15:33;4,30%
27/12/2025 15:33;4,02%
27/12/2025 15:34;3,96%
27/12/2025 15:34;4,20%
27/12/2025 15:35;4,38%
27/12/2025 15:35;3,98%
27/12/2025 15:36;4,15%
27/12/2025 15:36;3,96%
27/12/2025 15:37;3,94%
27/12/2025 15:37;3,75%
27/12/2025 15:38;4,12%
27/12/2025 15:38;3,85%
27/12/2025 15:39;3,99%
27/12/2025 15:39;3,98%
27/12/2025 15:40;4,16%
27/12/2025 15:40;4,07%
27/12/2025 15:41;4,02%
27/12/2025 15:41;3,96%
27/12/2025 15:42;4,04%
27/12/2025 15:42;4,10%
27/12/2025 15:43;3,95%
27/12/2025 15:43;4,19%
27/12/2025 15:44;4,25%
27/12/2025 15:44;4,46%
27/12/2025 15:45;4,48%
27/12/2025 15:45;4,46%
27/12/2025 15:46;4,33%
27/12/2025 15:46;4,51%
27/12/2025 15:47;4,48%
27/12/2025 15:47;4,24%
27/12/2025 15:48;3,94%
27/12/2025 15:48;4,27%
27/12/2025 15:49;4,07%
27/12/2025 15:49;4,27%
27/12/2025 15:50;3,89%
27/12/2025 15:50;4,07%
27/12/2025 15:51;3,91%
27/12/2025 15:51;4,23%
27/12/2025 15:52;3,79%
27/12/2025 15:52;4,51%
27/12/2025 15:53;4,24%
27/12/2025 15:53;4,32%
27/12/2025 15:54;4,29%
27/12/2025 15:54;4,09%
27/12/2025 15:55;3,99%
27/12/2025 15:55;4,05%
27/12/2025 15:56;4,05%
27/12/2025 15:56;3,96%
27/12/2025 15:57;3,89%
27/12/2025 15:57;4,12%
27/12/2025 15:58;4,08%
27/12/2025 15:58;4,38%
27/12/2025 15:59;4,34%
27/12/2025 15:59;4,37%
27/12/2025 16:00;4,40%
27/12/2025 16:00;4,46%
27/12/2025 16:01;4,26%
27/12/2025 16:01;3,99%
27/12/2025 16:02;4,09%
27/12/2025 16:02;4,29%
27/12/2025 16:03;4,07%
27/12/2025 16:03;4,12%
27/12/2025 16:04;4,19%
27/12/2025 16:04;4,11%
27/12/2025 16:05;4,15%
27/12/2025 16:05;4,17%
27/12/2025 16:06;4,11%
27/12/2025 16:06;4,29%
27/12/2025 16:07;4,18%
27/12/2025 16:07;4,30%
27/12/2025 16:08;4,15%
27/12/2025 16:08;4,49%
27/12/2025 16:09;4,04%
27/12/2025 16:09;4,04%
27/12/2025 16:10;4,30%
27/12/2025 16:10;4,17%
27/12/2025 16:11;4,00%
27/12/2025 16:11;4,17%
27/12/2025 16:12;3,94%
27/12/2025 16:12;4,05%
27/12/2025 16:13;4,13%
27/12/2025 16:13;4,25%
27/12/2025 16:14;4,52%
27/12/2025 16:14;4,27%
27/12/2025 16:15;4,04%
27/12/2025 16:15;4,13%
27/12/2025 16:16;4,18%
27/12/2025 16:16;4,45%
27/12/2025 16:17;4,25%
27/12/2025 16:17;4,37%
27/12/2025 16:18;4,14%
27/12/2025 16:18;4,24%
27/12/2025 16:19;4,00%
27/12/2025 16:19;4,20%
27/12/2025 16:20;4,25%
27/12/2025 16:20;4,31%
27/12/2025 16:21;4,10%
27/12/2025 16:21;4,32%
27/12/2025 16:22;4,12%
27/12/2025 16:22;4,07%
27/12/2025 16:23;4,10%
27/12/2025 16:23;4,52%
27/12/2025 16:24;4,13%
27/12/2025 16:24;4,27%
27/12/2025 16:25;3,99%
27/12/2025 16:25;4,39%
27/12/2025 16:26;4,23%
27/12/2025 16:26;4,39%
27/12/2025 16:27;4,12%
27/12/2025 16:27;4,20%
27/12/2025 16:28;4,14%
27/12/2025 16:28;4,29%
27/12/2025 16:29;4,11%
27/12/2025 16:29;4,44%
27/12/2025 16:30;4,50%
27/12/2025 16:30;4,33%
27/12/2025 16:31;4,48%
27/12/2025 16:31;4,66%
27/12/2025 16:32;4,53%
27/12/2025 16:32;4,33%
27/12/2025 16:33;4,12%
27/12/2025 16:33;4,19%
27/12/2025 16:34;4,22%
27/12/2025 16:34;4,57%
27/12/2025 16:35;4,54%
27/12/2025 16:35;4,65%
27/12/2025 16:36;4,83%
27/12/2025 16:36;4,87%
27/12/2025 16:37;4,57%
27/12/2025 16:37;4,07%
27/12/2025 16:38;4,02%
27/12/2025 16:38;4,09%
27/12/2025 16:39;4,16%
27/12/2025 16:39;4,18%
27/12/2025 16:40;4,21%
27/12/2025 16:40;4,18%
27/12/2025 16:41;4,37%
27/12/2025 16:41;4,37%
27/12/2025 16:42;4,15%
27/12/2025 16:42;4,22%
27/12/2025 16:43;4,00%
27/12/2025 16:43;4,22%
27/12/2025 16:44;4,43%
27/12/2025 16:44;4,82%
27/12/2025 16:45;4,45%
27/12/2025 16:45;4,03%
27/12/2025 16:46;4,11%
27/12/2025 16:46;4,34%
27/12/2025 16:47;4,29%
27/12/2025 16:47;3,99%
27/12/2025 16:48;4,06%
27/12/2025 16:48;4,14%
27/12/2025 16:49;4,59%
