Time;GPU Memory Used (%)
27/12/2025 15:30;0%
27/12/2025 15:31;0%
27/12/2025 15:31;6,23%
27/12/2025 15:32;12,20%
27/12/2025 15:32;12,20%
27/12/2025 15:33;12,20%
27/12/2025 15:33;12,20%
27/12/2025 15:34;12,20%
27/12/2025 15:34;12,20%
27/12/2025 15:35;12,20%
27/12/2025 15:35;12,20%
27/12/2025 15:36;12,20%
27/12/2025 15:36;12,20%
27/12/2025 15:37;12,20%
27/12/2025 15:37;12,20%
27/12/2025 15:38;12,20%
27/12/2025 15:38;12,20%
27/12/2025 15:39;12,20%
27/12/2025 15:39;12,20%
27/12/2025 15:40;12,20%
27/12/2025 15:40;12,20%
27/12/2025 15:41;12,20%
27/12/2025 15:41;12,20%
27/12/2025 15:42;12,20%
27/12/2025 15:42;12,20%
27/12/2025 15:43;12,20%
27/12/2025 15:43;12,20%
27/12/2025 15:44;12,20%
27/12/2025 15:44;12,20%
27/12/2025 15:45;12,20%
27/12/2025 15:45;12,20%
27/12/2025 15:46;12,20%
27/12/2025 15:46;12,20%
27/12/2025 15:47;12,20%
27/12/2025 15:47;12,20%
27/12/2025 15:48;12,20%
27/12/2025 15:48;12,20%
27/12/2025 15:49;12,20%
27/12/2025 15:49;12,20%
27/12/2025 15:50;12,20%
27/12/2025 15:50;12,20%
27/12/2025 15:51;12,20%
27/12/2025 15:51;12,20%
27/12/2025 15:52;12,20%
27/12/2025 15:52;12,20%
27/12/2025 15:53;12,20%
27/12/2025 15:53;12,20%
27/12/2025 15:54;12,20%
27/12/2025 15:54;12,20%
27/12/2025 15:55;12,20%
27/12/2025 15:55;12,20%
27/12/2025 15:56;12,20%
27/12/2025 15:56;12,20%
27/12/2025 15:57;12,20%
27/12/2025 15:57;12,20%
27/12/2025 15:58;12,20%
27/12/2025 15:58;12,20%
27/12/2025 15:59;12,20%
27/12/2025 15:59;12,20%
27/12/2025 16:00;12,20%
27/12/2025 16:00;12,20%
27/12/2025 16:01;12,20%
