"Time","GPU Temperature"
2025-12-27 15:30:30,45.8 °C
2025-12-27 15:31:00,45.8 °C
2025-12-27 15:31:30,56 °C
2025-12-27 15:32:00,65.5 °C
2025-12-27 15:32:30,76.8 °C
2025-12-27 15:33:00,82 °C
2025-12-27 15:33:30,84 °C
2025-12-27 15:34:00,84.8 °C
2025-12-27 15:34:30,85 °C
2025-12-27 15:35:00,85.5 °C
2025-12-27 15:35:30,85.5 °C
2025-12-27 15:36:00,85.5 °C
2025-12-27 15:36:30,85.5 °C
2025-12-27 15:37:00,85.5 °C
2025-12-27 15:37:30,85.8 °C
2025-12-27 15:38:00,85.8 °C
2025-12-27 15:38:30,85.5 °C
2025-12-27 15:39:00,85.8 °C
2025-12-27 15:39:30,85.5 °C
2025-12-27 15:40:00,85.8 °C
2025-12-27 15:40:30,85.8 °C
2025-12-27 15:41:00,85.8 °C
2025-12-27 15:41:30,85.5 °C
2025-12-27 15:42:00,85.8 °C
2025-12-27 15:42:30,85.5 °C
2025-12-27 15:43:00,85.8 °C
2025-12-27 15:43:30,85.8 °C
2025-12-27 15:44:00,85.5 °C
2025-12-27 15:44:30,85.5 °C
2025-12-27 15:45:00,85.5 °C
2025-12-27 15:45:30,85.3 °C
2025-12-27 15:46:00,84.5 °C
2025-12-27 15:46:30,85 °C
2025-12-27 15:47:00,85.3 °C
2025-12-27 15:47:30,85.3 °C
2025-12-27 15:48:00,85.3 °C
2025-12-27 15:48:30,85.5 °C
2025-12-27 15:49:00,85.3 °C
2025-12-27 15:49:30,85 °C
2025-12-27 15:50:00,85.5 °C
2025-12-27 15:50:30,85.5 °C
2025-12-27 15:51:00,85.5 °C
2025-12-27 15:51:30,85.3 °C
2025-12-27 15:52:00,83.8 °C
2025-12-27 15:52:30,85.3 °C
2025-12-27 15:53:00,84.8 °C
2025-12-27 15:53:30,85 °C
2025-12-27 15:54:00,85.5 °C
2025-12-27 15:54:30,85.3 °C
2025-12-27 15:55:00,84.3 °C
2025-12-27 15:55:30,84.8 °C
2025-12-27 15:56:00,85.3 °C
2025-12-27 15:56:30,85.5 °C
2025-12-27 15:57:00,85.5 °C
2025-12-27 15:57:30,85.3 °C
2025-12-27 15:58:00,85.3 °C
2025-12-27 15:58:30,85.3 °C
2025-12-27 15:59:00,85 °C
2025-12-27 15:59:30,85.3 °C
2025-12-27 16:00:00,85 °C
2025-12-27 16:00:30,82 °C
2025-12-27 16:01:00,84 °C
2025-12-27 16:01:30,85.3 °C
2025-12-27 16:02:00,85.3 °C
2025-12-27 16:02:30,85.3 °C
2025-12-27 16:03:00,85.5 °C
2025-12-27 16:03:30,85.8 °C
2025-12-27 16:04:00,85.3 °C
2025-12-27 16:04:30,84 °C
2025-12-27 16:05:00,84.8 °C
2025-12-27 16:05:30,85.3 °C
2025-12-27 16:06:00,85.5 °C
2025-12-27 16:06:30,85.3 °C
2025-12-27 16:07:00,84.8 °C
2025-12-27 16:07:30,85.3 °C
2025-12-27 16:08:00,83.8 °C
2025-12-27 16:08:30,85.3 °C
2025-12-27 16:09:00,85.5 °C
2025-12-27 16:09:30,85.5 °C
2025-12-27 16:10:00,85 °C
2025-12-27 16:10:30,85 °C
2025-12-27 16:11:00,85 °C
2025-12-27 16:11:30,85.5 °C
2025-12-27 16:12:00,85.8 °C
2025-12-27 16:12:30,84.5 °C
2025-12-27 16:13:00,85.5 °C
2025-12-27 16:13:30,84.8 °C
2025-12-27 16:14:00,84.5 °C
2025-12-27 16:14:30,85.3 °C
2025-12-27 16:15:00,85.3 °C
2025-12-27 16:15:30,85.3 °C
2025-12-27 16:16:00,85.5 °C
2025-12-27 16:16:30,85.3 °C
2025-12-27 16:17:00,85.3 °C
2025-12-27 16:17:30,85.3 °C
2025-12-27 16:18:00,84.8 °C
2025-12-27 16:18:30,85.5 °C
2025-12-27 16:19:00,85.3 °C
2025-12-27 16:19:30,85.5 °C
2025-12-27 16:20:00,83.5 °C
2025-12-27 16:20:30,85 °C
2025-12-27 16:21:00,85.3 °C
2025-12-27 16:21:30,84 °C
2025-12-27 16:22:00,85.5 °C
2025-12-27 16:22:30,85.8 °C
2025-12-27 16:23:00,85.5 °C
2025-12-27 16:23:30,85.3 °C
2025-12-27 16:24:00,85 °C
2025-12-27 16:24:30,85 °C
2025-12-27 16:25:00,85.5 °C
2025-12-27 16:25:30,85.3 °C
2025-12-27 16:26:00,85.5 °C
2025-12-27 16:26:30,84.8 °C
2025-12-27 16:27:00,85.3 °C
2025-12-27 16:27:30,85 °C
2025-12-27 16:28:00,85.3 °C
2025-12-27 16:28:30,85 °C
2025-12-27 16:29:00,85 °C
2025-12-27 16:29:30,84.8 °C
2025-12-27 16:30:00,85 °C
2025-12-27 16:30:30,84.8 °C
2025-12-27 16:31:00,84.3 °C
2025-12-27 16:31:30,85.3 °C
2025-12-27 16:32:00,85 °C
2025-12-27 16:32:30,85.3 °C
