Time;Memory Usage
27/12/2025 15:30;5,98%
27/12/2025 15:31;5,96%
27/12/2025 15:31;6,47%
27/12/2025 15:32;6,58%
27/12/2025 15:32;6,60%
27/12/2025 15:33;6,63%
27/12/2025 15:33;6,61%
27/12/2025 15:34;6,64%
27/12/2025 15:34;6,66%
27/12/2025 15:35;6,71%
27/12/2025 15:35;6,66%
27/12/2025 15:36;6,70%
27/12/2025 15:36;6,74%
27/12/2025 15:37;6,71%
27/12/2025 15:37;6,73%
27/12/2025 15:38;6,72%
27/12/2025 15:38;6,75%
27/12/2025 15:39;6,76%
27/12/2025 15:39;6,75%
27/12/2025 15:40;6,74%
27/12/2025 15:40;6,75%
27/12/2025 15:41;6,75%
27/12/2025 15:41;6,79%
27/12/2025 15:42;6,78%
27/12/2025 15:42;6,78%
27/12/2025 15:43;6,77%
27/12/2025 15:43;6,76%
27/12/2025 15:44;6,76%
27/12/2025 15:44;6,79%
27/12/2025 15:45;6,82%
27/12/2025 15:45;6,80%
27/12/2025 15:46;6,80%
27/12/2025 15:46;6,82%
27/12/2025 15:47;6,84%
27/12/2025 15:47;6,86%
27/12/2025 15:48;6,85%
27/12/2025 15:48;6,86%
27/12/2025 15:49;6,86%
27/12/2025 15:49;6,86%
27/12/2025 15:50;6,87%
27/12/2025 15:50;6,89%
27/12/2025 15:51;6,88%
27/12/2025 15:51;6,89%
27/12/2025 15:52;6,90%
27/12/2025 15:52;6,92%
27/12/2025 15:53;6,91%
27/12/2025 15:53;6,93%
27/12/2025 15:54;6,90%
27/12/2025 15:54;6,85%
27/12/2025 15:55;6,84%
27/12/2025 15:55;6,84%
27/12/2025 15:56;6,81%
27/12/2025 15:56;6,82%
27/12/2025 15:57;6,80%
27/12/2025 15:57;6,82%
27/12/2025 15:58;6,82%
27/12/2025 15:58;6,86%
27/12/2025 15:59;6,87%
27/12/2025 15:59;6,88%
27/12/2025 16:00;6,88%
27/12/2025 16:00;6,89%
27/12/2025 16:01;6,87%
27/12/2025 16:01;6,85%
27/12/2025 16:02;6,85%
27/12/2025 16:02;6,86%
27/12/2025 16:03;6,84%
27/12/2025 16:03;6,86%
27/12/2025 16:04;6,87%
27/12/2025 16:04;6,86%
27/12/2025 16:05;6,84%
27/12/2025 16:05;6,86%
27/12/2025 16:06;6,85%
27/12/2025 16:06;6,91%
27/12/2025 16:07;6,88%
27/12/2025 16:07;6,87%
27/12/2025 16:08;6,87%
27/12/2025 16:08;6,86%
27/12/2025 16:09;6,88%
27/12/2025 16:09;6,88%
27/12/2025 16:10;6,89%
27/12/2025 16:10;6,92%
27/12/2025 16:11;6,87%
27/12/2025 16:11;6,89%
27/12/2025 16:12;6,90%
27/12/2025 16:12;6,88%
27/12/2025 16:13;6,88%
27/12/2025 16:13;6,88%
27/12/2025 16:14;6,88%
27/12/2025 16:14;6,86%
27/12/2025 16:15;6,85%
27/12/2025 16:15;6,88%
27/12/2025 16:16;6,88%
27/12/2025 16:16;6,87%
27/12/2025 16:17;6,85%
27/12/2025 16:17;6,85%
27/12/2025 16:18;6,86%
27/12/2025 16:18;6,87%
27/12/2025 16:19;6,86%
27/12/2025 16:19;6,87%
27/12/2025 16:20;6,85%
27/12/2025 16:20;6,87%
27/12/2025 16:21;6,89%
27/12/2025 16:21;6,89%
27/12/2025 16:22;6,88%
27/12/2025 16:22;6,88%
27/12/2025 16:23;6,86%
27/12/2025 16:23;6,87%
27/12/2025 16:24;6,91%
27/12/2025 16:24;6,89%
27/12/2025 16:25;6,88%
27/12/2025 16:25;6,87%
27/12/2025 16:26;6,92%
27/12/2025 16:26;6,90%
27/12/2025 16:27;6,87%
27/12/2025 16:27;6,86%
27/12/2025 16:28;6,87%
27/12/2025 16:28;6,87%
27/12/2025 16:29;6,89%
27/12/2025 16:29;6,94%
27/12/2025 16:30;6,92%
27/12/2025 16:30;6,88%
27/12/2025 16:31;6,91%
27/12/2025 16:31;6,90%
27/12/2025 16:32;6,88%
27/12/2025 16:32;6,89%
27/12/2025 16:33;6,90%
27/12/2025 16:33;6,92%
27/12/2025 16:34;6,91%
27/12/2025 16:34;6,91%
27/12/2025 16:35;6,93%
27/12/2025 16:35;6,97%
27/12/2025 16:36;6,97%
27/12/2025 16:36;6,94%
27/12/2025 16:37;6,97%
27/12/2025 16:37;6,95%
27/12/2025 16:38;6,91%
27/12/2025 16:38;6,93%
27/12/2025 16:39;6,94%
27/12/2025 16:39;6,95%
27/12/2025 16:40;6,96%
