timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/25 08:32:40.212;0;0%;0%; 447 MiB; 14.93 W;30
2025/12/25 08:32:40.213;1;0%;0%; 4 MiB; 13.46 W;26
2025/12/25 08:32:41.213;0;4%;0%; 447 MiB; 31.87 W;31
2025/12/25 08:32:41.214;1;2%;0%; 25 MiB; 27.82 W;28
2025/12/25 08:32:42.215;0;0%;0%; 1966 MiB; 57.52 W;32
2025/12/25 08:32:42.215;1;38%;1%; 1883 MiB; 55.82 W;28
2025/12/25 08:32:43.216;0;36%;24%; 2010 MiB; 98.67 W;34
2025/12/25 08:32:43.217;1;43%;34%; 1927 MiB; 122.24 W;33
2025/12/25 08:32:44.217;0;38%;25%; 2010 MiB; 121.20 W;35
2025/12/25 08:32:44.218;1;45%;34%; 1927 MiB; 182.87 W;35
2025/12/25 08:32:45.218;0;37%;24%; 2010 MiB; 120.61 W;36
2025/12/25 08:32:45.219;1;44%;34%; 1927 MiB; 182.17 W;35
2025/12/25 08:32:46.219;0;36%;24%; 2012 MiB; 120.38 W;36
2025/12/25 08:32:46.220;1;44%;34%; 1929 MiB; 181.43 W;36
2025/12/25 08:32:47.221;0;37%;24%; 2012 MiB; 120.95 W;36
2025/12/25 08:32:47.221;1;44%;33%; 1929 MiB; 181.11 W;37
2025/12/25 08:32:48.222;0;36%;24%; 2012 MiB; 120.93 W;37
2025/12/25 08:32:48.222;1;43%;34%; 1929 MiB; 181.32 W;37
2025/12/25 08:32:49.223;0;38%;24%; 2012 MiB; 122.01 W;37
2025/12/25 08:32:49.224;1;45%;34%; 1929 MiB; 183.14 W;38
2025/12/25 08:32:50.224;0;36%;24%; 2012 MiB; 122.16 W;37
2025/12/25 08:32:50.225;1;43%;34%; 1929 MiB; 184.00 W;38
2025/12/25 08:32:51.225;0;37%;23%; 2012 MiB; 121.76 W;38
2025/12/25 08:32:51.226;1;43%;33%; 1929 MiB; 182.58 W;39
2025/12/25 08:32:52.227;0;37%;25%; 2012 MiB; 121.73 W;38
2025/12/25 08:32:52.228;1;43%;34%; 1929 MiB; 182.82 W;40
2025/12/25 08:32:53.228;0;36%;24%; 2012 MiB; 122.07 W;38
2025/12/25 08:32:53.229;1;43%;33%; 1929 MiB; 183.46 W;40
2025/12/25 08:32:54.230;0;36%;24%; 2012 MiB; 121.88 W;39
2025/12/25 08:32:54.230;1;43%;33%; 1929 MiB; 183.26 W;40
2025/12/25 08:32:55.231;0;37%;24%; 2012 MiB; 122.04 W;39
2025/12/25 08:32:55.232;1;44%;33%; 1929 MiB; 183.91 W;41
2025/12/25 08:32:56.232;0;35%;24%; 2012 MiB; 122.42 W;39
2025/12/25 08:32:56.233;1;43%;33%; 1929 MiB; 184.02 W;41
2025/12/25 08:32:57.234;0;36%;24%; 2012 MiB; 122.43 W;40
2025/12/25 08:32:57.234;1;43%;33%; 1929 MiB; 184.64 W;42
2025/12/25 08:32:58.235;0;36%;24%; 2012 MiB; 122.17 W;40
2025/12/25 08:32:58.235;1;44%;34%; 1929 MiB; 184.32 W;42
2025/12/25 08:32:59.236;0;36%;24%; 2012 MiB; 122.26 W;40
2025/12/25 08:32:59.237;1;44%;33%; 1929 MiB; 184.86 W;43
2025/12/25 08:33:00.237;0;37%;23%; 2012 MiB; 122.97 W;41
2025/12/25 08:33:00.238;1;44%;32%; 1929 MiB; 185.16 W;43
2025/12/25 08:33:01.238;0;36%;24%; 2012 MiB; 122.96 W;41
2025/12/25 08:33:01.239;1;44%;34%; 1929 MiB; 185.26 W;44
2025/12/25 08:33:02.239;0;37%;24%; 2012 MiB; 123.72 W;41
2025/12/25 08:33:02.240;1;44%;33%; 1929 MiB; 186.10 W;45
2025/12/25 08:33:03.240;0;34%;20%; 2012 MiB; 122.88 W;42
2025/12/25 08:33:03.241;1;44%;32%; 1929 MiB; 184.67 W;45
2025/12/25 08:33:04.242;0;36%;24%; 2012 MiB; 123.25 W;42
2025/12/25 08:33:04.243;1;43%;33%; 1929 MiB; 184.61 W;45
2025/12/25 08:33:05.243;0;36%;24%; 2012 MiB; 124.86 W;42
2025/12/25 08:33:05.244;1;44%;34%; 1929 MiB; 189.05 W;46
2025/12/25 08:33:06.245;0;36%;24%; 2012 MiB; 123.33 W;43
2025/12/25 08:33:06.245;1;44%;35%; 1929 MiB; 187.25 W;46
2025/12/25 08:33:07.246;0;37%;25%; 2012 MiB; 125.58 W;43
2025/12/25 08:33:07.247;1;44%;34%; 1929 MiB; 190.01 W;47
2025/12/25 08:33:08.248;0;36%;24%; 2012 MiB; 125.47 W;43
2025/12/25 08:33:08.248;1;43%;33%; 1929 MiB; 188.13 W;47
2025/12/25 08:33:09.249;0;37%;24%; 2012 MiB; 125.94 W;43
2025/12/25 08:33:09.249;1;44%;33%; 1929 MiB; 189.27 W;48
2025/12/25 08:33:10.250;0;38%;25%; 2012 MiB; 126.40 W;44
2025/12/25 08:33:10.250;1;45%;35%; 1929 MiB; 189.85 W;48
2025/12/25 08:33:11.251;0;38%;25%; 2012 MiB; 128.09 W;44
2025/12/25 08:33:11.252;1;46%;34%; 1929 MiB; 192.53 W;48
2025/12/25 08:33:12.252;0;37%;24%; 2012 MiB; 126.48 W;44
2025/12/25 08:33:12.253;1;46%;35%; 1929 MiB; 190.22 W;49
2025/12/25 08:33:13.253;0;36%;24%; 2012 MiB; 126.30 W;45
2025/12/25 08:33:13.254;1;44%;34%; 1929 MiB; 190.49 W;49
2025/12/25 08:33:14.255;0;36%;24%; 2012 MiB; 127.32 W;45
2025/12/25 08:33:14.255;1;44%;33%; 1929 MiB; 191.40 W;49
2025/12/25 08:33:15.256;0;37%;24%; 2012 MiB; 127.11 W;45
2025/12/25 08:33:15.257;1;46%;35%; 1929 MiB; 191.35 W;50
2025/12/25 08:33:16.257;0;36%;24%; 2012 MiB; 125.67 W;45
2025/12/25 08:33:16.258;1;43%;33%; 1929 MiB; 190.18 W;50
2025/12/25 08:33:17.259;0;37%;24%; 2012 MiB; 125.86 W;46
2025/12/25 08:33:17.260;1;44%;34%; 1929 MiB; 189.62 W;51
2025/12/25 08:33:18.260;0;37%;23%; 2012 MiB; 127.34 W;46
2025/12/25 08:33:18.261;1;43%;32%; 1929 MiB; 190.17 W;51
2025/12/25 08:33:19.265;0;36%;24%; 2012 MiB; 127.27 W;46
2025/12/25 08:33:19.265;1;44%;34%; 1929 MiB; 190.34 W;51
2025/12/25 08:33:20.266;0;37%;24%; 2012 MiB; 127.25 W;47
2025/12/25 08:33:20.267;1;43%;32%; 1929 MiB; 190.29 W;51
2025/12/25 08:33:21.267;0;37%;24%; 2012 MiB; 127.30 W;47
2025/12/25 08:33:21.268;1;43%;33%; 1929 MiB; 190.73 W;52
2025/12/25 08:33:22.268;0;37%;24%; 2012 MiB; 127.94 W;47
2025/12/25 08:33:22.269;1;43%;32%; 1929 MiB; 190.62 W;52
2025/12/25 08:33:23.269;0;37%;24%; 2012 MiB; 127.96 W;47
2025/12/25 08:33:23.270;1;43%;33%; 1929 MiB; 191.25 W;52
2025/12/25 08:33:24.270;0;37%;24%; 2012 MiB; 128.17 W;48
2025/12/25 08:33:24.271;1;43%;32%; 1929 MiB; 191.22 W;53
2025/12/25 08:33:25.271;0;36%;24%; 2012 MiB; 127.96 W;48
2025/12/25 08:33:25.272;1;44%;34%; 1929 MiB; 191.52 W;53
2025/12/25 08:33:26.272;0;36%;25%; 2012 MiB; 128.06 W;48
2025/12/25 08:33:26.273;1;44%;34%; 1929 MiB; 191.32 W;53
2025/12/25 08:33:27.273;0;36%;24%; 2012 MiB; 128.23 W;48
2025/12/25 08:33:27.274;1;44%;33%; 1929 MiB; 191.13 W;53
2025/12/25 08:33:28.275;0;36%;24%; 2012 MiB; 129.04 W;48
2025/12/25 08:33:28.276;1;44%;34%; 1929 MiB; 192.85 W;54
2025/12/25 08:33:29.276;0;36%;24%; 2012 MiB; 128.43 W;49
2025/12/25 08:33:29.277;1;44%;33%; 1929 MiB; 192.23 W;54
2025/12/25 08:33:30.278;0;36%;24%; 2012 MiB; 128.20 W;49
2025/12/25 08:33:30.278;1;44%;34%; 1929 MiB; 192.08 W;54
2025/12/25 08:33:31.279;0;37%;24%; 2012 MiB; 128.77 W;49
2025/12/25 08:33:31.280;1;43%;32%; 1929 MiB; 192.45 W;55
2025/12/25 08:33:32.281;0;36%;24%; 2012 MiB; 128.84 W;49
2025/12/25 08:33:32.281;1;44%;34%; 1929 MiB; 192.81 W;55
2025/12/25 08:33:33.282;0;36%;23%; 2012 MiB; 129.08 W;49
2025/12/25 08:33:33.282;1;44%;33%; 1929 MiB; 192.66 W;55
2025/12/25 08:33:34.283;0;36%;24%; 2012 MiB; 128.74 W;49
2025/12/25 08:33:34.283;1;43%;33%; 1929 MiB; 192.24 W;55
2025/12/25 08:33:35.284;0;36%;23%; 2014 MiB; 128.85 W;50
2025/12/25 08:33:35.285;1;43%;33%; 1931 MiB; 192.78 W;55
2025/12/25 08:33:36.285;0;36%;24%; 2014 MiB; 129.69 W;50
2025/12/25 08:33:36.286;1;44%;33%; 1931 MiB; 194.09 W;56
2025/12/25 08:33:37.286;0;37%;25%; 2014 MiB; 130.02 W;50
2025/12/25 08:33:37.287;1;44%;33%; 1931 MiB; 193.92 W;56
2025/12/25 08:33:38.288;0;36%;23%; 2014 MiB; 129.42 W;50
2025/12/25 08:33:38.288;1;43%;33%; 1931 MiB; 192.64 W;56
2025/12/25 08:33:39.289;0;36%;24%; 2014 MiB; 129.87 W;51
2025/12/25 08:33:39.290;1;44%;34%; 1931 MiB; 193.02 W;56
2025/12/25 08:33:40.290;0;36%;24%; 2014 MiB; 130.18 W;51
2025/12/25 08:33:40.293;1;44%;33%; 1931 MiB; 193.06 W;57
2025/12/25 08:33:41.294;0;36%;24%; 2014 MiB; 130.05 W;51
2025/12/25 08:33:41.294;1;44%;34%; 1931 MiB; 193.10 W;57
2025/12/25 08:33:42.295;0;36%;24%; 2014 MiB; 129.85 W;51
2025/12/25 08:33:42.296;1;44%;34%; 1931 MiB; 192.84 W;57
2025/12/25 08:33:43.297;0;37%;24%; 2014 MiB; 130.32 W;51
2025/12/25 08:33:43.297;1;45%;34%; 1931 MiB; 193.84 W;57
2025/12/25 08:33:44.298;0;36%;24%; 2014 MiB; 126.73 W;51
2025/12/25 08:33:44.298;1;44%;34%; 1931 MiB; 188.46 W;57
2025/12/25 08:33:45.299;0;36%;23%; 2014 MiB; 130.35 W;52
2025/12/25 08:33:45.299;1;43%;32%; 1931 MiB; 193.73 W;57
2025/12/25 08:33:46.300;0;36%;24%; 2014 MiB; 130.20 W;52
2025/12/25 08:33:46.301;1;44%;34%; 1931 MiB; 193.82 W;58
2025/12/25 08:33:47.301;0;37%;24%; 2014 MiB; 130.79 W;52
2025/12/25 08:33:47.302;1;44%;33%; 1931 MiB; 194.10 W;58
2025/12/25 08:33:48.302;0;36%;24%; 2014 MiB; 131.32 W;52
2025/12/25 08:33:48.303;1;44%;34%; 1931 MiB; 194.75 W;58
2025/12/25 08:33:49.303;0;37%;25%; 2014 MiB; 130.99 W;52
