MiB Mem : 128530.7 total,   2754.2 free,  15574.7 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2754.2 free,  15574.7 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2754.2 free,  15574.7 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2683.9 free,  15645.0 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2683.9 free,  15645.0 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2683.9 free,  15645.0 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2667.9 free,  15660.9 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2667.9 free,  15660.9 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2667.9 free,  15660.9 used, 110201.9 buff/cache
MiB Mem : 128530.7 total,   2731.4 free,  15597.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2731.4 free,  15597.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2731.4 free,  15597.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2739.3 free,  15589.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2739.3 free,  15589.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2739.3 free,  15589.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2722.3 free,  15606.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2722.3 free,  15606.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2722.3 free,  15606.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2734.2 free,  15594.5 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2734.2 free,  15594.5 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2734.2 free,  15594.5 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2716.4 free,  15612.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2716.4 free,  15612.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2716.4 free,  15612.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2683.3 free,  15645.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2683.3 free,  15645.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2683.3 free,  15645.4 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2697.7 free,  15631.0 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2697.7 free,  15631.0 used, 110202.0 buff/cache
MiB Mem : 128530.7 total,   2697.7 free,  15631.0 used, 110202.0 buff/cache
