worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns
2;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.664;llama3.1:8b;2025-12-26 07:30:30;A;81;2;24527517;2660666167
4;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.684;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20081324;2681650521
0;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.706;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20061940;2702951833
1;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.728;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20600000;2724912781
5;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.749;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20187022;2746042941
7;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.77;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20203529;2767367596
6;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.792;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20123306;2789415348
3;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.813;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20132144;2810813253
8;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.834;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20149945;2831778794
9;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.855;llama3.1:8b;2025-12-26 07:30:30;A;81;2;20122209;2853195443
2;2;What do people aim to do at work?;B;A;0;0.231;llama3.1:8b;2025-12-26 07:30:30;B;75;2;22364128;230012630
4;2;What do people aim to do at work?;B;A;0;0.231;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20064811;230353571
0;2;What do people aim to do at work?;B;A;0;0.231;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20100983;230516120
1;2;What do people aim to do at work?;B;A;0;0.231;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20650987;230224379
5;2;What do people aim to do at work?;B;A;0;0.23;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20060133;229718345
7;2;What do people aim to do at work?;B;A;0;0.23;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20575626;229475893
6;2;What do people aim to do at work?;B;A;0;0.23;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20092085;229584140
3;2;What do people aim to do at work?;B;A;0;0.231;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20790599;230182221
9;2;What do people aim to do at work?;B;A;0;0.21;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20078644;208879386
8;2;What do people aim to do at work?;B;A;0;0.253;llama3.1:8b;2025-12-26 07:30:30;B;75;2;20734577;252153036
2;3;Where would you find magazines along side many other printed works?;B;B;1;0.231;llama3.1:8b;2025-12-26 07:30:30;B;71;2;31995824;230235878
4;3;Where would you find magazines along side many other printed works?;B;B;1;0.232;llama3.1:8b;2025-12-26 07:30:31;B;71;2;20171773;230818175
0;3;Where would you find magazines along side many other printed works?;B;B;1;0.232;llama3.1:8b;2025-12-26 07:30:31;B;71;2;20249283;230925272
1;3;Where would you find magazines along side many other printed works?;B;B;1;0.231;llama3.1:8b;2025-12-26 07:30:31;B;71;2;20386922;230547335
5;3;Where would you find magazines along side many other printed works?;B;B;1;0.232;llama3.1:8b;2025-12-26 07:30:31;B;71;2;20124777;231295421
7;3;Where would you find magazines along side many other printed works?;B;B;1;0.231;llama3.1:8b;2025-12-26 07:30:31;B;71;2;20195835;230772822
