timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/26 07:30:27.504;0;0%;0%; 447 MiB; 14.88 W;30
2025/12/26 07:30:27.505;1;0%;0%; 4 MiB; 12.88 W;27
2025/12/26 07:30:28.506;0;0%;0%; 459 MiB; 26.35 W;31
2025/12/26 07:30:28.506;1;2%;0%; 4 MiB; 22.03 W;28
2025/12/26 07:30:29.507;0;6%;0%; 2634 MiB; 57.39 W;32
2025/12/26 07:30:29.508;1;0%;0%; 2633 MiB; 55.67 W;28
2025/12/26 07:30:30.508;0;7%;2%; 3304 MiB; 58.55 W;32
2025/12/26 07:30:30.509;1;0%;0%; 3303 MiB; 64.03 W;30
2025/12/26 07:30:31.509;0;39%;33%; 3310 MiB; 126.49 W;36
2025/12/26 07:30:31.510;1;43%;38%; 3309 MiB; 168.96 W;34
2025/12/26 07:30:32.511;0;39%;32%; 3312 MiB; 137.56 W;36
2025/12/26 07:30:32.512;1;44%;42%; 3311 MiB; 184.28 W;35
2025/12/26 07:30:33.512;0;39%;32%; 3312 MiB; 137.90 W;37
2025/12/26 07:30:33.513;1;44%;39%; 3311 MiB; 185.60 W;36
2025/12/26 07:30:34.514;0;41%;37%; 3312 MiB; 140.27 W;38
2025/12/26 07:30:34.515;1;47%;42%; 3311 MiB; 188.37 W;37
2025/12/26 07:30:35.515;0;39%;35%; 3312 MiB; 149.64 W;38
2025/12/26 07:30:35.516;1;47%;44%; 3311 MiB; 194.98 W;38
2025/12/26 07:30:36.517;0;40%;35%; 3312 MiB; 152.31 W;39
2025/12/26 07:30:36.517;1;47%;43%; 3311 MiB; 195.94 W;38
2025/12/26 07:30:37.518;0;40%;36%; 3312 MiB; 153.00 W;39
2025/12/26 07:30:37.518;1;48%;44%; 3311 MiB; 196.41 W;39
2025/12/26 07:30:38.519;0;40%;36%; 3312 MiB; 153.29 W;40
2025/12/26 07:30:38.520;1;47%;44%; 3311 MiB; 196.57 W;39
2025/12/26 07:30:39.520;0;38%;32%; 3312 MiB; 149.64 W;40
2025/12/26 07:30:39.521;1;45%;40%; 3311 MiB; 189.65 W;40
2025/12/26 07:30:40.521;0;38%;32%; 3312 MiB; 142.87 W;40
2025/12/26 07:30:40.522;1;44%;38%; 3311 MiB; 185.39 W;40
2025/12/26 07:30:41.522;0;40%;29%; 3312 MiB; 140.06 W;41
2025/12/26 07:30:41.523;1;43%;33%; 3311 MiB; 185.88 W;41
2025/12/26 07:30:42.523;0;43%;24%; 3312 MiB; 147.94 W;42
2025/12/26 07:30:42.524;1;43%;33%; 3311 MiB; 179.72 W;41
2025/12/26 07:30:43.525;0;38%;28%; 3312 MiB; 167.90 W;43
2025/12/26 07:30:43.525;1;43%;28%; 3311 MiB; 182.35 W;41
2025/12/26 07:30:44.526;0;40%;28%; 3312 MiB; 163.93 W;43
2025/12/26 07:30:44.527;1;45%;36%; 3311 MiB; 183.93 W;42
2025/12/26 07:30:45.527;0;39%;24%; 3312 MiB; 159.12 W;43
2025/12/26 07:30:45.528;1;44%;34%; 3311 MiB; 182.02 W;43
2025/12/26 07:30:46.529;0;35%;27%; 3312 MiB; 160.17 W;44
2025/12/26 07:30:46.529;1;46%;30%; 3311 MiB; 181.60 W;43
2025/12/26 07:30:47.530;0;39%;26%; 3312 MiB; 166.38 W;45
2025/12/26 07:30:47.531;1;46%;31%; 3311 MiB; 181.95 W;44
2025/12/26 07:30:48.536;0;38%;26%; 3312 MiB; 165.87 W;46
2025/12/26 07:30:48.537;1;45%;36%; 3311 MiB; 182.84 W;44
2025/12/26 07:30:49.537;0;37%;29%; 3312 MiB; 166.92 W;46
2025/12/26 07:30:49.538;1;42%;30%; 3311 MiB; 181.53 W;44
2025/12/26 07:30:50.539;0;39%;24%; 3312 MiB; 174.60 W;47
2025/12/26 07:30:50.539;1;45%;35%; 3311 MiB; 184.53 W;45
2025/12/26 07:30:51.540;0;37%;28%; 3312 MiB; 169.25 W;47
2025/12/26 07:30:51.540;1;43%;33%; 3311 MiB; 183.68 W;45
2025/12/26 07:30:52.541;0;41%;25%; 3312 MiB; 163.05 W;47
2025/12/26 07:30:52.541;1;46%;34%; 3311 MiB; 185.28 W;46
2025/12/26 07:30:53.542;0;41%;30%; 3312 MiB; 165.15 W;48
2025/12/26 07:30:53.543;1;44%;34%; 3311 MiB; 184.69 W;46
2025/12/26 07:30:54.543;0;38%;26%; 3312 MiB; 166.83 W;48
