timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/18 14:29:53.740, 0, 0 %, 0 %, 447 MiB, 14.47 W, 30
2025/12/18 14:29:53.741, 1, 0 %, 0 %, 4 MiB, 13.30 W, 27
2025/12/18 14:29:54.742, 0, 0 %, 0 %, 459 MiB, 30.58 W, 32
2025/12/18 14:29:54.743, 1, 0 %, 0 %, 4 MiB, 25.97 W, 28
2025/12/18 14:29:55.743, 0, 18 %, 1 %, 1452 MiB, 57.37 W, 32
2025/12/18 14:29:55.744, 1, 0 %, 0 %, 1329 MiB, 56.38 W, 29
2025/12/18 14:29:56.744, 0, 37 %, 21 %, 2014 MiB, 79.72 W, 34
2025/12/18 14:29:56.745, 1, 41 %, 30 %, 1931 MiB, 109.43 W, 32
2025/12/18 14:29:57.746, 0, 38 %, 22 %, 2014 MiB, 107.39 W, 35
2025/12/18 14:29:57.746, 1, 44 %, 31 %, 1931 MiB, 165.66 W, 34
2025/12/18 14:29:58.747, 0, 38 %, 22 %, 2014 MiB, 112.29 W, 35
2025/12/18 14:29:58.747, 1, 43 %, 31 %, 1931 MiB, 176.24 W, 35
2025/12/18 14:29:59.748, 0, 38 %, 22 %, 2016 MiB, 103.81 W, 36
2025/12/18 14:29:59.749, 1, 44 %, 31 %, 1933 MiB, 157.38 W, 36
2025/12/18 14:30:00.749, 0, 38 %, 22 %, 2016 MiB, 112.07 W, 36
2025/12/18 14:30:00.750, 1, 43 %, 31 %, 1933 MiB, 173.43 W, 36
2025/12/18 14:30:01.750, 0, 37 %, 22 %, 2016 MiB, 113.51 W, 36
2025/12/18 14:30:01.751, 1, 43 %, 31 %, 1933 MiB, 176.23 W, 37
2025/12/18 14:30:02.752, 0, 32 %, 18 %, 2016 MiB, 111.22 W, 37
2025/12/18 14:30:02.752, 1, 39 %, 27 %, 1933 MiB, 172.30 W, 37
2025/12/18 14:30:03.753, 0, 23 %, 12 %, 2016 MiB, 96.74 W, 36
2025/12/18 14:30:03.754, 1, 26 %, 18 %, 1933 MiB, 144.24 W, 36
2025/12/18 14:30:04.754, 0, 29 %, 16 %, 2016 MiB, 94.89 W, 37
2025/12/18 14:30:04.755, 1, 31 %, 18 %, 1933 MiB, 125.08 W, 35
2025/12/18 14:30:05.755, 0, 32 %, 17 %, 2016 MiB, 97.32 W, 37
2025/12/18 14:30:05.756, 1, 37 %, 23 %, 1933 MiB, 109.39 W, 36
2025/12/18 14:30:06.756, 0, 32 %, 17 %, 2016 MiB, 109.88 W, 37
2025/12/18 14:30:06.757, 1, 36 %, 24 %, 1933 MiB, 151.99 W, 38
2025/12/18 14:30:07.758, 0, 38 %, 22 %, 2016 MiB, 113.78 W, 38
2025/12/18 14:30:07.758, 1, 44 %, 31 %, 1933 MiB, 174.83 W, 39
2025/12/18 14:30:08.759, 0, 32 %, 17 %, 2016 MiB, 100.46 W, 38
2025/12/18 14:30:08.760, 1, 32 %, 21 %, 1933 MiB, 150.74 W, 39
2025/12/18 14:30:09.760, 0, 37 %, 22 %, 2016 MiB, 115.33 W, 39
2025/12/18 14:30:09.761, 1, 43 %, 31 %, 1933 MiB, 177.84 W, 40
2025/12/18 14:30:10.762, 0, 26 %, 14 %, 2016 MiB, 97.99 W, 38
2025/12/18 14:30:10.762, 1, 23 %, 15 %, 1933 MiB, 146.74 W, 39
2025/12/18 14:30:11.763, 0, 35 %, 20 %, 2016 MiB, 102.13 W, 39
2025/12/18 14:30:11.763, 1, 44 %, 29 %, 1933 MiB, 146.59 W, 39
2025/12/18 14:30:12.764, 0, 37 %, 21 %, 2016 MiB, 109.99 W, 39
2025/12/18 14:30:12.764, 1, 43 %, 30 %, 1933 MiB, 163.03 W, 41
2025/12/18 14:30:13.765, 0, 32 %, 17 %, 2016 MiB, 105.30 W, 39
2025/12/18 14:30:13.766, 1, 29 %, 19 %, 1933 MiB, 157.94 W, 41
2025/12/18 14:30:14.766, 0, 32 %, 18 %, 2016 MiB, 113.78 W, 40
2025/12/18 14:30:14.767, 1, 39 %, 26 %, 1933 MiB, 173.60 W, 41
2025/12/18 14:30:15.768, 0, 30 %, 17 %, 2016 MiB, 100.52 W, 40
2025/12/18 14:30:15.769, 1, 36 %, 24 %, 1933 MiB, 149.92 W, 42
2025/12/18 14:30:16.769, 0, 38 %, 22 %, 2016 MiB, 115.52 W, 41
2025/12/18 14:30:16.770, 1, 44 %, 31 %, 1933 MiB, 177.49 W, 43
2025/12/18 14:30:17.770, 0, 38 %, 22 %, 2016 MiB, 115.35 W, 41
2025/12/18 14:30:17.771, 1, 44 %, 31 %, 1933 MiB, 178.57 W, 44
2025/12/18 14:30:18.771, 0, 38 %, 21 %, 2016 MiB, 109.38 W, 41
2025/12/18 14:30:18.772, 1, 43 %, 29 %, 1933 MiB, 167.15 W, 44
2025/12/18 14:30:19.773, 0, 29 %, 16 %, 2016 MiB, 112.16 W, 41
2025/12/18 14:30:19.773, 1, 39 %, 27 %, 1933 MiB, 173.07 W, 43
2025/12/18 14:30:20.774, 0, 36 %, 20 %, 2016 MiB, 108.46 W, 41
2025/12/18 14:30:20.775, 1, 43 %, 30 %, 1933 MiB, 163.42 W, 43
2025/12/18 14:30:21.775, 0, 23 %, 12 %, 2016 MiB, 101.62 W, 41
2025/12/18 14:30:21.776, 1, 29 %, 20 %, 1933 MiB, 154.46 W, 43
2025/12/18 14:30:22.777, 0, 37 %, 22 %, 2016 MiB, 113.33 W, 42
2025/12/18 14:30:22.777, 1, 43 %, 31 %, 1933 MiB, 172.82 W, 46
2025/12/18 14:30:23.778, 0, 32 %, 18 %, 2016 MiB, 110.78 W, 42
2025/12/18 14:30:23.778, 1, 36 %, 24 %, 1933 MiB, 169.11 W, 46
2025/12/18 14:30:24.779, 0, 38 %, 22 %, 2016 MiB, 119.23 W, 43
