Time;Memory Usage
16/12/2025 16:59;8,50%
16/12/2025 16:59;8,76%
16/12/2025 17:00;9,43%
16/12/2025 17:00;9,46%
16/12/2025 17:01;9,50%
16/12/2025 17:01;9,53%
16/12/2025 17:02;9,55%
16/12/2025 17:02;9,59%
16/12/2025 17:03;9,60%
16/12/2025 17:03;9,65%
16/12/2025 17:04;9,66%
16/12/2025 17:04;9,66%
16/12/2025 17:05;9,64%
16/12/2025 17:05;9,63%
16/12/2025 17:06;9,64%
16/12/2025 17:06;9,65%
16/12/2025 17:07;9,69%
16/12/2025 17:07;9,69%
16/12/2025 17:08;9,67%
16/12/2025 17:08;9,68%
16/12/2025 17:09;9,69%
16/12/2025 17:09;9,67%
16/12/2025 17:10;9,68%
16/12/2025 17:10;9,71%
16/12/2025 17:11;9,70%
16/12/2025 17:11;9,73%
16/12/2025 17:12;9,74%
16/12/2025 17:12;9,68%
16/12/2025 17:13;9,68%
16/12/2025 17:13;9,70%
16/12/2025 17:14;9,72%
16/12/2025 17:14;9,72%
16/12/2025 17:15;9,72%
16/12/2025 17:15;9,74%
16/12/2025 17:16;9,73%
16/12/2025 17:16;9,74%
16/12/2025 17:17;9,80%
16/12/2025 17:17;9,80%
16/12/2025 17:18;9,80%
16/12/2025 17:18;9,83%
16/12/2025 17:19;9,79%
16/12/2025 17:19;9,80%
16/12/2025 17:20;9,81%
16/12/2025 17:20;9,81%
16/12/2025 17:21;9,81%
16/12/2025 17:21;9,84%
16/12/2025 17:22;9,85%
16/12/2025 17:22;9,79%
16/12/2025 17:23;9,76%
16/12/2025 17:23;9,79%
16/12/2025 17:24;9,79%
16/12/2025 17:24;9,80%
16/12/2025 17:25;9,80%
16/12/2025 17:25;9,81%
16/12/2025 17:26;9,77%
16/12/2025 17:26;9,80%
16/12/2025 17:27;9,80%
16/12/2025 17:27;9,79%
16/12/2025 17:28;9,80%
16/12/2025 17:28;9,81%
16/12/2025 17:29;9,83%
16/12/2025 17:29;9,82%
16/12/2025 17:30;9,82%
16/12/2025 17:30;9,83%
16/12/2025 17:31;9,84%
16/12/2025 17:31;9,83%
16/12/2025 17:32;9,84%
16/12/2025 17:32;9,84%
16/12/2025 17:33;9,84%
16/12/2025 17:33;9,83%
16/12/2025 17:34;9,83%
16/12/2025 17:34;9,84%
16/12/2025 17:35;9,84%
16/12/2025 17:35;9,83%
16/12/2025 17:36;9,86%
16/12/2025 17:36;9,83%
16/12/2025 17:37;9,83%
16/12/2025 17:37;9,81%
16/12/2025 17:38;9,83%
16/12/2025 17:38;9,85%
