"Time","GPU Temperature"
2025-12-16 16:59:00,50 °C
2025-12-16 16:59:30,49.8 °C
2025-12-16 17:00:00,70.5 °C
2025-12-16 17:00:30,79 °C
2025-12-16 17:01:00,82.8 °C
2025-12-16 17:01:30,84.7 °C
2025-12-16 17:02:00,85.3 °C
2025-12-16 17:02:30,85.8 °C
2025-12-16 17:03:00,86.2 °C
2025-12-16 17:03:30,86.3 °C
2025-12-16 17:04:00,86.5 °C
2025-12-16 17:04:30,86.5 °C
2025-12-16 17:05:00,86.7 °C
2025-12-16 17:05:30,86.5 °C
2025-12-16 17:06:00,85.8 °C
2025-12-16 17:06:30,86.3 °C
2025-12-16 17:07:00,86.8 °C
2025-12-16 17:07:30,85.8 °C
2025-12-16 17:08:00,86.3 °C
2025-12-16 17:08:30,85.5 °C
2025-12-16 17:09:00,85.8 °C
2025-12-16 17:09:30,85.8 °C
2025-12-16 17:10:00,85.7 °C
2025-12-16 17:10:30,86.2 °C
2025-12-16 17:11:00,86.2 °C
2025-12-16 17:11:30,85.3 °C
2025-12-16 17:12:00,85.2 °C
2025-12-16 17:12:30,85.8 °C
2025-12-16 17:13:00,86 °C
2025-12-16 17:13:30,86.2 °C
2025-12-16 17:14:00,85.8 °C
2025-12-16 17:14:30,86.2 °C
2025-12-16 17:15:00,85.8 °C
2025-12-16 17:15:30,86 °C
2025-12-16 17:16:00,86.2 °C
2025-12-16 17:16:30,86 °C
2025-12-16 17:17:00,86.7 °C
2025-12-16 17:17:30,85.7 °C
2025-12-16 17:18:00,86.2 °C
2025-12-16 17:18:30,86.3 °C
2025-12-16 17:19:00,86.2 °C
2025-12-16 17:19:30,85.8 °C
2025-12-16 17:20:00,86.3 °C
2025-12-16 17:20:30,86 °C
2025-12-16 17:21:00,85.8 °C
2025-12-16 17:21:30,86.2 °C
2025-12-16 17:22:00,86 °C
2025-12-16 17:22:30,86.2 °C
2025-12-16 17:23:00,85.5 °C
2025-12-16 17:23:30,85.5 °C
2025-12-16 17:24:00,86.2 °C
2025-12-16 17:24:30,86.2 °C
2025-12-16 17:25:00,86.3 °C
2025-12-16 17:25:30,86.3 °C
2025-12-16 17:26:00,86.5 °C
2025-12-16 17:26:30,86.2 °C
2025-12-16 17:27:00,86.5 °C
2025-12-16 17:27:30,85.8 °C
2025-12-16 17:28:00,86.2 °C
2025-12-16 17:28:30,86.3 °C
2025-12-16 17:29:00,86.2 °C
2025-12-16 17:29:30,86 °C
2025-12-16 17:30:00,85.7 °C
2025-12-16 17:30:30,86.2 °C
2025-12-16 17:31:00,86.3 °C
2025-12-16 17:31:30,86.7 °C
2025-12-16 17:32:00,86.3 °C
2025-12-16 17:32:30,86.3 °C
2025-12-16 17:33:00,86.2 °C
2025-12-16 17:33:30,86.3 °C
2025-12-16 17:34:00,86 °C
2025-12-16 17:34:30,86.2 °C
2025-12-16 17:35:00,86.2 °C
2025-12-16 17:35:30,86.5 °C
2025-12-16 17:36:00,86.2 °C
2025-12-16 17:36:30,86.5 °C
2025-12-16 17:37:00,86.3 °C
2025-12-16 17:37:30,86.2 °C
2025-12-16 17:38:00,86.3 °C
2025-12-16 17:38:30,86.2 °C
2025-12-16 17:39:00,86.2 °C
2025-12-16 17:39:30,86 °C
2025-12-16 17:40:00,86 °C
2025-12-16 17:40:30,86.2 °C
2025-12-16 17:41:00,86.5 °C
2025-12-16 17:41:30,86 °C
2025-12-16 17:42:00,86.5 °C
2025-12-16 17:42:30,85.8 °C
2025-12-16 17:43:00,86.2 °C
2025-12-16 17:43:30,86 °C
2025-12-16 17:44:00,86.2 °C
2025-12-16 17:44:30,86.3 °C
2025-12-16 17:45:00,86 °C
2025-12-16 17:45:30,86.5 °C
2025-12-16 17:46:00,86.2 °C
2025-12-16 17:46:30,86.5 °C
2025-12-16 17:47:00,86.3 °C
2025-12-16 17:47:30,86.3 °C
2025-12-16 17:48:00,86.3 °C
2025-12-16 17:48:30,85.7 °C
2025-12-16 17:49:00,85.8 °C
2025-12-16 17:49:30,86.2 °C
2025-12-16 17:50:00,86 °C
2025-12-16 17:50:30,85.7 °C
2025-12-16 17:51:00,85.5 °C
2025-12-16 17:51:30,85.2 °C
2025-12-16 17:52:00,85.2 °C
2025-12-16 17:52:30,85.2 °C
2025-12-16 17:53:00,86 °C
2025-12-16 17:53:30,85.3 °C
2025-12-16 17:54:00,85.8 °C
2025-12-16 17:54:30,84.8 °C
2025-12-16 17:55:00,85.8 °C
2025-12-16 17:55:30,84.3 °C
2025-12-16 17:56:00,85.2 °C
2025-12-16 17:56:30,85.3 °C
2025-12-16 17:57:00,85.2 °C
2025-12-16 17:57:30,84.7 °C
2025-12-16 17:58:00,85 °C
2025-12-16 17:58:30,85 °C
2025-12-16 17:59:00,85.2 °C
2025-12-16 17:59:30,84.3 °C
2025-12-16 18:00:00,85.2 °C
2025-12-16 18:00:30,85.3 °C
2025-12-16 18:01:00,85.5 °C
2025-12-16 18:01:30,86 °C
2025-12-16 18:02:00,84.8 °C
2025-12-16 18:02:30,85.8 °C
2025-12-16 18:03:00,84.2 °C
2025-12-16 18:03:30,84.5 °C
2025-12-16 18:04:00,84.2 °C
2025-12-16 18:04:30,83.3 °C
2025-12-16 18:05:00,84.7 °C
2025-12-16 18:05:30,85.2 °C
2025-12-16 18:06:00,85.2 °C
2025-12-16 18:06:30,85 °C
2025-12-16 18:07:00,85.2 °C
2025-12-16 18:07:30,84.5 °C
2025-12-16 18:08:00,85 °C
2025-12-16 18:08:30,85.3 °C
2025-12-16 18:09:00,85.5 °C
2025-12-16 18:09:30,85.3 °C
2025-12-16 18:10:00,84.7 °C
2025-12-16 18:10:30,85.2 °C
2025-12-16 18:11:00,84.7 °C
2025-12-16 18:11:30,84.3 °C
2025-12-16 18:12:00,84.2 °C
2025-12-16 18:12:30,84.2 °C
2025-12-16 18:13:00,84.5 °C
2025-12-16 18:13:30,85.7 °C
2025-12-16 18:14:00,85.5 °C
2025-12-16 18:14:30,84.7 °C
2025-12-16 18:15:00,85.3 °C
2025-12-16 18:15:30,85.2 °C
2025-12-16 18:16:00,85 °C
2025-12-16 18:16:30,86 °C
2025-12-16 18:17:00,85 °C
2025-12-16 18:17:30,84.8 °C
2025-12-16 18:18:00,85.3 °C
2025-12-16 18:18:30,83.2 °C
2025-12-16 18:19:00,84.5 °C
2025-12-16 18:19:30,83.5 °C
2025-12-16 18:20:00,84.8 °C
2025-12-16 18:20:30,85.3 °C
2025-12-16 18:21:00,83.5 °C
2025-12-16 18:21:30,82.7 °C
2025-12-16 18:22:00,83.8 °C
2025-12-16 18:22:30,85.2 °C
2025-12-16 18:23:00,83.8 °C
2025-12-16 18:23:30,83.8 °C
2025-12-16 18:24:00,85.5 °C
2025-12-16 18:24:30,83.8 °C
2025-12-16 18:25:00,85 °C
2025-12-16 18:25:30,84.8 °C
2025-12-16 18:26:00,83.7 °C
2025-12-16 18:26:30,84.5 °C
2025-12-16 18:27:00,85 °C
2025-12-16 18:27:30,84.8 °C
2025-12-16 18:28:00,85 °C
2025-12-16 18:28:30,84.7 °C
2025-12-16 18:29:00,85.2 °C
2025-12-16 18:29:30,84.5 °C
2025-12-16 18:30:00,85.2 °C
2025-12-16 18:30:30,84.8 °C
2025-12-16 18:31:00,85.5 °C
2025-12-16 18:31:30,84.8 °C
2025-12-16 18:32:00,84.7 °C
2025-12-16 18:32:30,85 °C
2025-12-16 18:33:00,84.3 °C
2025-12-16 18:33:30,85.7 °C
2025-12-16 18:34:00,85 °C
2025-12-16 18:34:30,85 °C
2025-12-16 18:35:00,84.8 °C
2025-12-16 18:35:30,85 °C
2025-12-16 18:36:00,84.8 °C
2025-12-16 18:36:30,85.5 °C
2025-12-16 18:37:00,85.3 °C
2025-12-16 18:37:30,85.2 °C
2025-12-16 18:38:00,84.5 °C
2025-12-16 18:38:30,84.8 °C
2025-12-16 18:39:00,85 °C
2025-12-16 18:39:30,83.8 °C
2025-12-16 18:40:00,84.5 °C
2025-12-16 18:40:30,84.7 °C
2025-12-16 18:41:00,85.5 °C
2025-12-16 18:41:30,85.3 °C
2025-12-16 18:42:00,85.2 °C
2025-12-16 18:42:30,85.2 °C
2025-12-16 18:43:00,85.2 °C
2025-12-16 18:43:30,85.2 °C
2025-12-16 18:44:00,85 °C
