Time;CPU Usage
16/12/2025 15:01;1,85%
16/12/2025 15:02;2,23%
16/12/2025 15:02;5,17%
16/12/2025 15:03;5,45%
16/12/2025 15:03;5,07%
16/12/2025 15:04;5,36%
16/12/2025 15:04;5,48%
16/12/2025 15:05;5,48%
16/12/2025 15:05;4,99%
16/12/2025 15:06;5,91%
16/12/2025 15:06;5,12%
16/12/2025 15:07;5,62%
16/12/2025 15:07;5,24%
16/12/2025 15:08;5,94%
16/12/2025 15:08;5,28%
16/12/2025 15:09;5,42%
16/12/2025 15:09;5,32%
16/12/2025 15:10;5,50%
16/12/2025 15:10;5,00%
16/12/2025 15:11;5,54%
16/12/2025 15:11;5,06%
16/12/2025 15:12;5,57%
16/12/2025 15:12;5,25%
16/12/2025 15:13;5,73%
16/12/2025 15:13;5,27%
16/12/2025 15:14;5,92%
16/12/2025 15:14;5,19%
16/12/2025 15:15;5,47%
16/12/2025 15:15;5,31%
16/12/2025 15:16;6,10%
16/12/2025 15:16;5,18%
16/12/2025 15:17;5,48%
16/12/2025 15:17;5,23%
16/12/2025 15:18;5,26%
16/12/2025 15:18;5,46%
16/12/2025 15:19;5,35%
16/12/2025 15:19;5,05%
16/12/2025 15:20;5,46%
16/12/2025 15:20;5,34%
16/12/2025 15:21;5,31%
16/12/2025 15:21;5,17%
16/12/2025 15:22;5,34%
16/12/2025 15:22;5,22%
16/12/2025 15:23;5,51%
16/12/2025 15:23;5,10%
16/12/2025 15:24;5,50%
16/12/2025 15:24;5,19%
16/12/2025 15:25;5,52%
16/12/2025 15:25;5,13%
16/12/2025 15:26;5,40%
16/12/2025 15:26;5,44%
16/12/2025 15:27;5,20%
16/12/2025 15:27;5,63%
16/12/2025 15:28;5,39%
16/12/2025 15:28;5,18%
16/12/2025 15:29;5,58%
16/12/2025 15:29;5,20%
16/12/2025 15:30;5,58%
16/12/2025 15:30;5,42%
16/12/2025 15:31;5,44%
16/12/2025 15:31;5,42%
16/12/2025 15:32;5,40%
16/12/2025 15:32;5,52%
16/12/2025 15:33;5,41%
16/12/2025 15:33;5,18%
16/12/2025 15:34;5,30%
16/12/2025 15:34;5,51%
16/12/2025 15:35;5,32%
16/12/2025 15:35;5,61%
16/12/2025 15:36;5,24%
16/12/2025 15:36;5,48%
16/12/2025 15:37;5,27%
16/12/2025 15:37;5,47%
16/12/2025 15:38;5,26%
16/12/2025 15:38;5,43%
16/12/2025 15:39;5,60%
16/12/2025 15:39;5,43%
16/12/2025 15:40;5,18%
16/12/2025 15:40;5,27%
16/12/2025 15:41;5,27%
16/12/2025 15:41;5,39%
16/12/2025 15:42;5,53%
16/12/2025 15:42;5,32%
16/12/2025 15:43;5,15%
16/12/2025 15:43;5,25%
16/12/2025 15:44;5,13%
16/12/2025 15:44;5,35%
16/12/2025 15:45;5,39%
16/12/2025 15:45;5,08%
16/12/2025 15:46;5,33%
16/12/2025 15:46;4,70%
16/12/2025 15:47;4,82%
16/12/2025 15:47;5,16%
16/12/2025 15:48;4,70%
16/12/2025 15:48;5,12%
16/12/2025 15:49;4,95%
16/12/2025 15:49;4,80%
16/12/2025 15:50;4,30%
16/12/2025 15:50;4,78%
16/12/2025 15:51;4,77%
16/12/2025 15:51;4,70%
16/12/2025 15:52;4,14%
16/12/2025 15:52;5,14%
16/12/2025 15:53;4,86%
16/12/2025 15:53;4,63%
16/12/2025 15:54;4,87%
16/12/2025 15:54;5,29%
16/12/2025 15:55;4,84%
16/12/2025 15:55;5,02%
16/12/2025 15:56;4,49%
16/12/2025 15:56;5,95%
16/12/2025 15:57;4,28%
16/12/2025 15:57;4,81%
16/12/2025 15:58;4,36%
16/12/2025 15:58;3,86%
16/12/2025 15:59;3,13%
16/12/2025 15:59;4,51%
16/12/2025 16:00;4,39%
16/12/2025 16:00;4,47%
16/12/2025 16:01;4,38%
16/12/2025 16:01;4,96%
16/12/2025 16:02;4,83%
16/12/2025 16:02;5,10%
16/12/2025 16:03;4,82%
16/12/2025 16:03;4,83%
16/12/2025 16:04;4,93%
16/12/2025 16:04;5,26%
16/12/2025 16:05;4,78%
16/12/2025 16:05;4,97%
16/12/2025 16:06;4,82%
16/12/2025 16:06;5,47%
16/12/2025 16:07;4,87%
16/12/2025 16:07;5,05%
16/12/2025 16:08;5,00%
16/12/2025 16:08;5,08%
16/12/2025 16:09;4,85%
16/12/2025 16:09;5,36%
16/12/2025 16:10;5,03%
16/12/2025 16:10;4,98%
16/12/2025 16:11;5,29%
16/12/2025 16:11;5,15%
16/12/2025 16:12;4,84%
16/12/2025 16:12;4,89%
16/12/2025 16:13;4,82%
16/12/2025 16:13;4,87%
16/12/2025 16:14;4,94%
16/12/2025 16:14;5,01%
16/12/2025 16:15;4,85%
