total;free;used;buff/cache;
128530,7;3879,5;14234,4;110416,8;0,110747082
128530,7;3879,5;14234,4;110416,8;0,110747082
128530,7;3879,5;14234,4;110416,8;0,110747082
128530,7;2984,1;15051,6;110495;0,117105096
128530,7;2984,1;15051,6;110495;0,117105096
128530,7;2984,1;15051,6;110495;0,117105096
128530,7;2942,5;15093,2;110495;0,117428754
128530,7;2942,5;15093,2;110495;0,117428754
128530,7;2942,5;15093,2;110495;0,117428754
128530,7;2915;15120,7;110495,1;0,117641933
128530,7;2915;15120,7;110495,1;0,117641933
128530,7;2915;15120,7;110495,1;0,117641933
128530,7;2914,9;15120,8;110495,1;0,117642711
128530,7;2914,9;15120,8;110495,1;0,117642711
128530,7;2914,9;15120,8;110495,1;0,117642711
128530,7;3117,6;14918;110495,1;0,116065656
128530,7;3117,6;14918;110495,1;0,116065656
128530,7;3117,6;14918;110495,1;0,116065656
128530,7;3120,4;14915,3;110495,1;0,116043871
128530,7;3120,4;14915,3;110495,1;0,116043871
128530,7;3120,4;14915,3;110495,1;0,116043871
128530,7;3127;14908,6;110495,1;0,115992522
128530,7;3127;14908,6;110495,1;0,115992522
128530,7;3127;14908,6;110495,1;0,115992522
128530,7;3105,9;14929,8;110495,1;0,116156685
128530,7;3105,9;14929,8;110495,1;0,116156685
128530,7;3105,9;14929,8;110495,1;0,116156685
128530,7;3089,9;14945,7;110495,1;0,116281169
128530,7;3089,9;14945,7;110495,1;0,116281169
128530,7;3089,9;14945,7;110495,1;0,116281169
128530,7;3093,2;14942,4;110495,1;0,116255494
128530,7;3093,2;14942,4;110495,1;0,116255494
128530,7;3093,2;14942,4;110495,1;0,116255494
128530,7;3109,2;14926,3;110495,2;0,116130232
128530,7;3109,2;14926,3;110495,2;0,116130232
128530,7;3109,2;14926,3;110495,2;0,116130232
128530,7;3090,4;14945,1;110495,2;0,1162765
128530,7;3090,4;14945,1;110495,2;0,1162765
128530,7;3090,4;14945,1;110495,2;0,1162765
128530,7;3098,5;14937;110495,2;0,116213481
128530,7;3098,5;14937;110495,2;0,116213481
128530,7;3098,5;14937;110495,2;0,116213481
128530,7;3098,9;14936,6;110495,2;0,116210368
128530,7;3098,9;14936,6;110495,2;0,116210368
128530,7;3098,9;14936,6;110495,2;0,116210368
128530,7;3088,3;14947,2;110495,2;0,116292839
128530,7;3088,3;14947,2;110495,2;0,116292839
128530,7;3088,3;14947,2;110495,2;0,116292839
128530,7;3086,3;14949,2;110495,2;0,116308399
128530,7;3086,3;14949,2;110495,2;0,116308399
128530,7;3086,3;14949,2;110495,2;0,116308399
128530,7;3088,9;14946,6;110495,2;0,116288171
128530,7;3088,9;14946,6;110495,2;0,116288171
128530,7;3088,9;14946,6;110495,2;0,116288171
128530,7;3108,2;14927,3;110495,2;0,116138012
128530,7;3108,2;14927,3;110495,2;0,116138012
128530,7;3108,2;14927,3;110495,2;0,116138012
128530,7;3084,5;14950,9;110495,3;0,116321626
128530,7;3084,5;14950,9;110495,3;0,116321626
128530,7;3084,5;14950,9;110495,3;0,116321626
128530,7;3084,9;14950,5;110495,3;0,116318514
128530,7;3084,9;14950,5;110495,3;0,116318514
128530,7;3090,9;14944,5;110495,3;0,116271832
128530,7;3090,9;14944,5;110495,3;0,116271832
128530,7;3090,9;14944,5;110495,3;0,116271832
128530,7;3074,9;14960,3;110495,6;0,116393982
128530,7;3074,9;14960,3;110495,6;0,116393982
128530,7;3074,9;14960,3;110495,6;0,116393982
128530,7;3085,1;14950;110495,6;0,116314624
128530,7;3085,1;14950;110495,6;0,116314624
128530,7;3085,1;14950;110495,6;0,116314624
128530,7;3082,9;14952,3;110495,6;0,11633174
128530,7;3082,9;14952,3;110495,6;0,11633174
128530,7;3082,9;14952,3;110495,6;0,11633174
128530,7;3064,9;14970,3;110495,6;0,116471785
128530,7;3064,9;14970,3;110495,6;0,116471785
128530,7;3064,9;14970,3;110495,6;0,116471785
128530,7;3070,9;14964,2;110495,6;0,116425103
128530,7;3070,9;14964,2;110495,6;0,116425103
128530,7;3070,9;14964,2;110495,6;0,116425103
128530,7;3068,3;14966,9;110495,6;0,116445332
128530,7;3068,3;14966,9;110495,6;0,116445332
128530,7;3068,3;14966,9;110495,6;0,116445332
128530,7;3073,6;14961,5;110495,6;0,116404096
128530,7;3073,6;14961,5;110495,6;0,116404096
128530,7;3073,6;14961,5;110495,6;0,116404096
128530,7;3056,8;14978,2;110495,6;0,116534805
128530,7;3056,8;14978,2;110495,6;0,116534805
128530,7;3056,8;14978,2;110495,6;0,116534805
128530,7;3073,2;14961,8;110495,6;0,116407209
128530,7;3073,2;14961,8;110495,6;0,116407209
128530,7;3073,2;14961,8;110495,6;0,116407209
128530,7;3088,2;14946,8;110495,6;0,116290505
128530,7;3088,2;14946,8;110495,6;0,116290505
128530,7;3088,2;14946,8;110495,6;0,116290505
128530,7;3079,6;14955,4;110495,7;0,116356637
128530,7;3079,6;14955,4;110495,7;0,116356637
128530,7;3079,6;14955,4;110495,7;0,116356637
128530,7;3087,3;14947,8;110495,7;0,116296729
128530,7;3087,3;14947,8;110495,7;0,116296729
128530,7;3087,3;14947,8;110495,7;0,116296729
128530,7;3085;14950;110495,7;0,116314624
128530,7;3085;14950;110495,7;0,116314624
128530,7;3085;14950;110495,7;0,116314624
128530,7;3069;14966;110495,7;0,116439108
128530,7;3069;14966;110495,7;0,116439108
128530,7;3069;14966;110495,7;0,116439108
128530,7;3058,2;14976,8;110495,7;0,116523134
128530,7;3058,2;14976,8;110495,7;0,116523134
128530,7;3058,2;14976,8;110495,7;0,116523134
128530,7;3063,5;14971,5;110495,7;0,116481899
128530,7;3063,5;14971,5;110495,7;0,116481899
128530,7;3063,5;14971,5;110495,7;0,116481899
128530,7;3073,6;14961,4;110495,8;0,11640254
128530,7;3073,6;14961,4;110495,8;0,11640254
128530,7;3051,9;14983,1;110495,8;0,116571372
128530,7;3051,9;14983,1;110495,8;0,116571372
128530,7;3051,9;14983,1;110495,8;0,116571372
128530,7;3060,2;14974,8;110495,8;0,116506796
128530,7;3060,2;14974,8;110495,8;0,116506796
128530,7;3060,2;14974,8;110495,8;0,116506796
128530,7;3065,3;14969,7;110495,8;0,116467116
128530,7;3065,3;14969,7;110495,8;0,116467116
128530,7;3065,3;14969,7;110495,8;0,116467116
128530,7;3034,5;15000,4;110495,8;0,116706748
128530,7;3034,5;15000,4;110495,8;0,116706748
128530,7;3034,5;15000,4;110495,8;0,116706748
128530,7;3052,8;14982,1;110495,8;0,116564369
128530,7;3052,8;14982,1;110495,8;0,116564369
128530,7;3052,8;14982,1;110495,8;0,116564369
128530,7;3062;14972,9;110495,8;0,116492791
128530,7;3062;14972,9;110495,8;0,116492791
128530,7;3062;14972,9;110495,8;0,116492791
128530,7;3059,7;14974,7;110496,4;0,116506018
128530,7;3059,7;14974,7;110496,4;0,116506018
128530,7;3059,7;14974,7;110496,4;0,116506018
128530,7;3055;14979,4;110496,4;0,116542585
128530,7;3055;14979,4;110496,4;0,116542585
128530,7;3055;14979,4;110496,4;0,116542585
128530,7;3060,9;14973,5;110496,4;0,116496681
128530,7;3060,9;14973,5;110496,4;0,116496681
128530,7;3060,9;14973,5;110496,4;0,116496681
128530,7;3067,1;14967,2;110496,4;0,116448444
128530,7;3067,1;14967,2;110496,4;0,116448444
128530,7;3067,1;14967,2;110496,4;0,116448444
128530,7;3033,5;15000,8;110496,4;0,11670986
128530,7;3033,5;15000,8;110496,4;0,11670986
128530,7;3033,5;15000,8;110496,4;0,11670986
128530,7;3052,4;14981,9;110496,4;0,116562813
128530,7;3052,4;14981,9;110496,4;0,116562813
128530,7;3052,4;14981,9;110496,4;0,116562813
