timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/18 05:10:46.668, 0, 0 %, 0 %, 447 MiB, 15.07 W, 30
2025/12/18 05:10:46.669, 1, 0 %, 0 %, 4 MiB, 13.08 W, 27
2025/12/18 05:10:47.670, 0, 4 %, 0 %, 447 MiB, 32.78 W, 32
2025/12/18 05:10:47.671, 1, 2 %, 0 %, 171 MiB, 28.71 W, 28
2025/12/18 05:10:48.672, 0, 0 %, 0 %, 1966 MiB, 57.55 W, 32
2025/12/18 05:10:48.673, 1, 38 %, 1 %, 1883 MiB, 56.44 W, 29
2025/12/18 05:10:49.673, 0, 37 %, 25 %, 2010 MiB, 99.41 W, 34
2025/12/18 05:10:49.674, 1, 43 %, 34 %, 1927 MiB, 129.68 W, 34
2025/12/18 05:10:50.674, 0, 39 %, 25 %, 2010 MiB, 120.60 W, 35
2025/12/18 05:10:50.675, 1, 45 %, 34 %, 1927 MiB, 183.12 W, 35
2025/12/18 05:10:51.676, 0, 37 %, 24 %, 2010 MiB, 119.80 W, 36
2025/12/18 05:10:51.698, 1, 44 %, 34 %, 1927 MiB, 182.49 W, 36
2025/12/18 05:10:52.698, 0, 37 %, 24 %, 2010 MiB, 120.31 W, 36
2025/12/18 05:10:52.699, 1, 43 %, 32 %, 1927 MiB, 182.10 W, 36
2025/12/18 05:10:53.699, 0, 36 %, 24 %, 2010 MiB, 121.28 W, 37
2025/12/18 05:10:53.700, 1, 44 %, 34 %, 1927 MiB, 182.09 W, 37
2025/12/18 05:10:54.700, 0, 36 %, 24 %, 2010 MiB, 121.56 W, 37
2025/12/18 05:10:54.701, 1, 43 %, 33 %, 1927 MiB, 183.01 W, 38
2025/12/18 05:10:55.702, 0, 36 %, 24 %, 2010 MiB, 121.65 W, 37
2025/12/18 05:10:55.702, 1, 44 %, 34 %, 1927 MiB, 183.10 W, 38
2025/12/18 05:10:56.703, 0, 37 %, 23 %, 2010 MiB, 122.32 W, 38
2025/12/18 05:10:56.703, 1, 43 %, 32 %, 1927 MiB, 183.89 W, 39
2025/12/18 05:10:57.704, 0, 36 %, 24 %, 2010 MiB, 121.97 W, 38
2025/12/18 05:10:57.704, 1, 44 %, 34 %, 1927 MiB, 183.27 W, 39
2025/12/18 05:10:58.705, 0, 37 %, 24 %, 2010 MiB, 122.86 W, 39
2025/12/18 05:10:58.706, 1, 44 %, 33 %, 1927 MiB, 183.96 W, 40
2025/12/18 05:10:59.706, 0, 36 %, 24 %, 2010 MiB, 122.27 W, 39
