timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/11 06:40:49.664;0;0%;0%; 447 MiB; 15.09 W;30
2025/12/11 06:40:49.665;1;0%;0%; 4 MiB; 13.20 W;26
2025/12/11 06:40:50.666;0;4%;0%; 459 MiB; 36.13 W;32
2025/12/11 06:40:50.666;1;6%;0%; 4 MiB; 33.19 W;28
2025/12/11 06:40:51.667;0;0%;0%; 1992 MiB; 57.60 W;32
2025/12/11 06:40:51.668;1;0%;0%; 1883 MiB; 56.72 W;29
2025/12/11 06:40:52.668;0;37%;25%; 2010 MiB; 101.19 W;35
2025/12/11 06:40:52.669;1;44%;34%; 1927 MiB; 144.20 W;34
2025/12/11 06:40:53.670;0;39%;25%; 2010 MiB; 121.61 W;35
2025/12/11 06:40:53.670;1;45%;34%; 1927 MiB; 184.36 W;35
2025/12/11 06:40:54.671;0;37%;25%; 2010 MiB; 115.63 W;36
2025/12/11 06:40:54.671;1;44%;35%; 1927 MiB; 173.91 W;36
2025/12/11 06:40:55.672;0;22%;14%; 2010 MiB; 115.67 W;36
2025/12/11 06:40:55.673;1;44%;35%; 1927 MiB; 174.01 W;36
2025/12/11 06:40:56.673;0;37%;24%; 2010 MiB; 121.57 W;36
2025/12/11 06:40:56.674;1;43%;33%; 1927 MiB; 184.39 W;37
2025/12/11 06:40:57.675;0;21%;13%; 2012 MiB; 116.50 W;37
2025/12/11 06:40:57.676;1;38%;30%; 1929 MiB; 174.71 W;37
2025/12/11 06:40:58.676;0;37%;24%; 2012 MiB; 121.95 W;37
2025/12/11 06:40:58.677;1;43%;33%; 1929 MiB; 184.66 W;38
2025/12/11 06:40:59.678;0;20%;13%; 2012 MiB; 117.40 W;37
2025/12/11 06:40:59.678;1;43%;33%; 1929 MiB; 176.24 W;39
2025/12/11 06:41:00.679;0;37%;24%; 2012 MiB; 121.90 W;38
2025/12/11 06:41:00.679;1;43%;33%; 1929 MiB; 184.96 W;39
2025/12/11 06:41:01.680;0;38%;24%; 2012 MiB; 122.55 W;38
2025/12/11 06:41:01.680;1;44%;32%; 1929 MiB; 185.09 W;40
2025/12/11 06:41:02.681;0;37%;25%; 2012 MiB; 117.22 W;38
2025/12/11 06:41:02.682;1;45%;35%; 1929 MiB; 176.91 W;40
2025/12/11 06:41:03.682;0;37%;24%; 2012 MiB; 122.79 W;39
2025/12/11 06:41:03.683;1;44%;33%; 1929 MiB; 186.11 W;41
2025/12/11 06:41:04.683;0;37%;25%; 2012 MiB; 117.37 W;39
2025/12/11 06:41:04.684;1;44%;34%; 1929 MiB; 176.87 W;41
2025/12/11 06:41:05.684;0;37%;24%; 2012 MiB; 119.93 W;39
2025/12/11 06:41:05.685;1;26%;20%; 1929 MiB; 178.04 W;41
2025/12/11 06:41:06.686;0;36%;24%; 2012 MiB; 117.35 W;40
2025/12/11 06:41:06.686;1;44%;34%; 1929 MiB; 176.73 W;42
2025/12/11 06:41:07.687;0;37%;24%; 2012 MiB; 123.36 W;40
2025/12/11 06:41:07.688;1;44%;32%; 1929 MiB; 185.81 W;43
2025/12/11 06:41:08.689;0;25%;15%; 2012 MiB; 118.02 W;40
2025/12/11 06:41:08.690;1;24%;18%; 1929 MiB; 176.88 W;43
2025/12/11 06:41:09.690;0;36%;24%; 2012 MiB; 117.73 W;41
2025/12/11 06:41:09.694;1;44%;34%; 1929 MiB; 177.16 W;44
2025/12/11 06:41:10.694;0;38%;24%; 2012 MiB; 124.10 W;41
2025/12/11 06:41:10.696;1;45%;34%; 1929 MiB; 186.90 W;44
2025/12/11 06:41:11.697;0;37%;23%; 2012 MiB; 125.67 W;41
2025/12/11 06:41:11.697;1;46%;33%; 1929 MiB; 190.51 W;45
2025/12/11 06:41:12.698;0;35%;23%; 2012 MiB; 113.37 W;41
2025/12/11 06:41:12.698;1;28%;21%; 1929 MiB; 169.90 W;45
2025/12/11 06:41:13.699;0;37%;24%; 2012 MiB; 123.77 W;42
