timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/12 16:05:38.512;0;0%;0%; 447 MiB; 15.01 W;29
2025/12/12 16:05:38.513;1;0%;0%; 4 MiB; 12.85 W;26
2025/12/12 16:05:39.514;0;4%;0%; 470 MiB; 28.28 W;31
2025/12/12 16:05:39.514;1;0%;0%; 4 MiB; 23.92 W;27
2025/12/12 16:05:40.515;0;36%;1%; 2634 MiB; 57.65 W;31
2025/12/12 16:05:40.516;1;0%;0%; 2633 MiB; 55.91 W;28
2025/12/12 16:05:41.516;0;32%;27%; 3304 MiB; 69.25 W;34
2025/12/12 16:05:41.517;1;6%;3%; 3303 MiB; 79.90 W;32
2025/12/12 16:05:42.517;0;40%;36%; 3304 MiB; 148.28 W;36
2025/12/12 16:05:42.518;1;48%;45%; 3303 MiB; 195.10 W;34
2025/12/12 16:05:43.518;0;40%;35%; 3304 MiB; 153.86 W;37
2025/12/12 16:05:43.519;1;48%;44%; 3303 MiB; 195.36 W;35
2025/12/12 16:05:44.520;0;40%;37%; 3304 MiB; 160.02 W;38
2025/12/12 16:05:44.520;1;47%;45%; 3303 MiB; 196.45 W;36
2025/12/12 16:05:45.521;0;40%;36%; 3304 MiB; 164.63 W;38
2025/12/12 16:05:45.522;1;48%;44%; 3303 MiB; 196.67 W;37
2025/12/12 16:05:46.523;0;39%;36%; 3304 MiB; 165.27 W;39
2025/12/12 16:05:46.523;1;48%;44%; 3303 MiB; 196.77 W;37
2025/12/12 16:05:47.524;0;40%;37%; 3304 MiB; 170.02 W;40
2025/12/12 16:05:47.525;1;50%;46%; 3303 MiB; 198.68 W;38
2025/12/12 16:05:48.527;0;41%;36%; 3304 MiB; 175.06 W;41
2025/12/12 16:05:48.528;1;49%;44%; 3303 MiB; 199.99 W;39
2025/12/12 16:05:49.528;0;40%;37%; 3304 MiB; 175.57 W;41
2025/12/12 16:05:49.529;1;48%;46%; 3303 MiB; 197.85 W;39
2025/12/12 16:05:50.530;0;40%;36%; 3304 MiB; 165.92 W;41
