total;free;used;buff/cache;
128530,7;3753,4;14540,1;110237,2;0,113125502
128530,7;3753,4;14540,1;110237,2;0,113125502
128530,7;3753,4;14540,1;110237,2;0,113125502
128530,7;3085,9;15131,5;110313,3;0,117726738
128530,7;3085,9;15131,5;110313,3;0,117726738
128530,7;3085,9;15131,5;110313,3;0,117726738
128530,7;3060;15157,4;110313,3;0,117928246
128530,7;3060;15157,4;110313,3;0,117928246
128530,7;3060;15157,4;110313,3;0,117928246
128530,7;3024,1;15193,3;110313,4;0,118206779
128530,7;3024,1;15193,3;110313,4;0,118206779
128530,7;3024,1;15193,3;110313,4;0,118206779
128530,7;2990,8;15226,6;110313,4;0,118465861
128530,7;2990,8;15226,6;110313,4;0,118465861
128530,7;2990,8;15226,6;110313,4;0,118465861
128530,7;3005,7;15211,6;110313,4;0,118349935
128530,7;3005,7;15211,6;110313,4;0,118349935
128530,7;3005,7;15211,6;110313,4;0,118349935
128530,7;2987,3;15229,8;110313,7;0,118490757
128530,7;2987,3;15229,8;110313,7;0,118490757
128530,7;2987,3;15229,8;110313,7;0,118490757
128530,7;2943,8;15273,2;110313,7;0,118829198
128530,7;2943,8;15273,2;110313,7;0,118829198
128530,7;2943,8;15273,2;110313,7;0,118829198
128530,7;2947,7;15269,3;110313,7;0,118798855
128530,7;2947,7;15269,3;110313,7;0,118798855
128530,7;2947,7;15269,3;110313,7;0,118798855
128530,7;2946;15271;110313,7;0,118812081
128530,7;2946;15271;110313,7;0,118812081
128530,7;2946;15271;110313,7;0,118812081
128530,7;2899,9;15316,6;110314,3;0,119166083
128530,7;2899,9;15316,6;110314,3;0,119166083
128530,7;2899,9;15316,6;110314,3;0,119166083
128530,7;2880,7;15335,7;110314,3;0,119315463
128530,7;2880,7;15335,7;110314,3;0,119315463
128530,7;2880,7;15335,7;110314,3;0,119315463
128530,7;2862,8;15353,6;110314,3;0,119454729
128530,7;2862,8;15353,6;110314,3;0,119454729
128530,7;2862,8;15353,6;110314,3;0,119454729
128530,7;2828,9;15387,4;110314,3;0,11971848
128530,7;2828,9;15387,4;110314,3;0,11971848
128530,7;2828,9;15387,4;110314,3;0,11971848
128530,7;2822,5;15393,9;110314,4;0,119767495
128530,7;2822,5;15393,9;110314,4;0,119767495
128530,7;2822,5;15393,9;110314,4;0,119767495
128530,7;2840,8;15375,1;110314,9;0,119621227
128530,7;2840,8;15375,1;110314,9;0,119621227
128530,7;2840,8;15375,1;110314,9;0,119621227
128530,7;2829,1;15386,7;110314,9;0,119712256
128530,7;2829,1;15386,7;110314,9;0,119712256
128530,7;2829,1;15386,7;110314,9;0,119712256
128530,7;2805,6;15410,2;110314,9;0,119895091
128530,7;2805,6;15410,2;110314,9;0,119895091
128530,7;2805,6;15410,2;110314,9;0,119895091
128530,7;2806,4;15409,3;110315;0,119888089
128530,7;2806,4;15409,3;110315;0,119888089
128530,7;2806,4;15409,3;110315;0,119888089
128530,7;2786,3;15429,5;110315;0,120044472
128530,7;2786,3;15429,5;110315;0,120044472
128530,7;2786,3;15429,5;110315;0,120044472
128530,7;2735,9;15479,8;110315;0,120436596
128530,7;2735,9;15479,8;110315;0,120436596
128530,7;2735,9;15479,8;110315;0,120436596
128530,7;2733,3;15482,4;110315;0,120456825
128530,7;2733,3;15482,4;110315;0,120456825
128530,7;2733,3;15482,4;110315;0,120456825
128530,7;2742,3;15473,4;110315;0,120386803
128530,7;2742,3;15473,4;110315;0,120386803
128530,7;2742,3;15473,4;110315;0,120386803
128530,7;2695,6;15520,1;110315,1;0,120749362
128530,7;2695,6;15520,1;110315,1;0,120749362
128530,7;2695,6;15520,1;110315,1;0,120749362
128530,7;2723,5;15492,1;110315,1;0,120532293
128530,7;2723,5;15492,1;110315,1;0,120532293
128530,7;2723,5;15492,1;110315,1;0,120532293
128530,7;2703,1;15512,5;110315,1;0,12069101
128530,7;2703,1;15512,5;110315,1;0,12069101
128530,7;2703,1;15512,5;110315,1;0,12069101
128530,7;2651,9;15563,7;110315,1;0,121089358
128530,7;2651,9;15563,7;110315,1;0,121089358
128530,7;2651,9;15563,7;110315,1;0,121089358
128530,7;2670,5;15545;110315,2;0,120943868
128530,7;2670,5;15545;110315,2;0,120943868
128530,7;2670,5;15545;110315,2;0,120943868
128530,7;2659,1;15556,4;110315,2;0,121032563
128530,7;2659,1;15556,4;110315,2;0,121032563
128530,7;2659,1;15556,4;110315,2;0,121032563
128530,7;2625,1;15590,4;110315,2;0,121297091
