Time;Memory Usage
16/12/2025 21:16;8,65%
16/12/2025 21:17;8,69%
16/12/2025 21:17;9,54%
16/12/2025 21:18;9,58%
16/12/2025 21:18;9,65%
16/12/2025 21:19;9,68%
16/12/2025 21:19;9,67%
16/12/2025 21:20;9,67%
16/12/2025 21:20;9,72%
16/12/2025 21:21;9,73%
16/12/2025 21:21;9,72%
16/12/2025 21:22;9,75%
16/12/2025 21:22;9,84%
16/12/2025 21:23;9,86%
16/12/2025 21:23;9,87%
16/12/2025 21:24;9,84%
16/12/2025 21:24;9,84%
16/12/2025 21:25;9,85%
16/12/2025 21:25;9,85%
16/12/2025 21:26;9,89%
16/12/2025 21:26;9,88%
16/12/2025 21:27;9,93%
16/12/2025 21:27;9,90%
16/12/2025 21:28;9,96%
16/12/2025 21:28;9,88%
16/12/2025 21:29;9,83%
16/12/2025 21:29;9,83%
16/12/2025 21:30;9,79%
16/12/2025 21:30;9,86%
16/12/2025 21:31;9,86%
16/12/2025 21:31;9,83%
16/12/2025 21:32;9,84%
16/12/2025 21:32;9,82%
16/12/2025 21:33;9,85%
16/12/2025 21:33;9,81%
16/12/2025 21:34;9,81%
16/12/2025 21:34;9,79%
16/12/2025 21:35;9,81%
16/12/2025 21:35;9,80%
16/12/2025 21:36;9,82%
16/12/2025 21:36;9,79%
16/12/2025 21:37;9,83%
16/12/2025 21:37;9,85%
16/12/2025 21:38;9,86%
16/12/2025 21:38;9,83%
16/12/2025 21:39;9,82%
16/12/2025 21:39;9,82%
16/12/2025 21:40;9,82%
16/12/2025 21:40;9,86%
16/12/2025 21:41;9,88%
16/12/2025 21:41;9,91%
16/12/2025 21:42;9,88%
16/12/2025 21:42;9,90%
16/12/2025 21:43;9,89%
16/12/2025 21:43;9,86%
16/12/2025 21:44;9,85%
16/12/2025 21:44;9,86%
16/12/2025 21:45;9,86%
16/12/2025 21:45;9,89%
16/12/2025 21:46;9,88%
16/12/2025 21:46;9,90%
16/12/2025 21:47;9,91%
16/12/2025 21:47;9,94%
16/12/2025 21:48;9,94%
16/12/2025 21:48;9,91%
16/12/2025 21:49;9,91%
16/12/2025 21:49;9,90%
16/12/2025 21:50;9,91%
16/12/2025 21:50;9,96%
16/12/2025 21:51;9,95%
16/12/2025 21:51;9,94%
16/12/2025 21:52;9,92%
16/12/2025 21:52;9,91%
16/12/2025 21:53;9,90%
16/12/2025 21:53;9,89%
16/12/2025 21:54;9,89%
16/12/2025 21:54;9,88%
16/12/2025 21:55;9,95%
16/12/2025 21:55;9,97%
16/12/2025 21:56;9,96%
16/12/2025 21:56;9,96%
16/12/2025 21:57;9,93%
16/12/2025 21:57;9,94%
16/12/2025 21:58;9,92%
16/12/2025 21:58;9,94%
16/12/2025 21:59;9,93%
16/12/2025 21:59;9,90%
16/12/2025 22:00;9,91%
16/12/2025 22:00;9,94%
16/12/2025 22:01;9,91%
16/12/2025 22:01;9,94%
16/12/2025 22:02;9,91%
16/12/2025 22:02;9,90%
16/12/2025 22:03;9,90%
16/12/2025 22:03;9,89%
16/12/2025 22:04;9,92%
16/12/2025 22:04;9,89%
16/12/2025 22:05;9,86%
16/12/2025 22:05;9,89%
16/12/2025 22:06;9,88%
16/12/2025 22:06;9,91%
16/12/2025 22:07;9,90%
16/12/2025 22:07;9,91%
16/12/2025 22:08;9,89%
16/12/2025 22:08;9,90%
16/12/2025 22:09;9,91%
16/12/2025 22:09;9,91%
16/12/2025 22:10;9,94%
16/12/2025 22:10;9,94%
16/12/2025 22:11;9,95%
16/12/2025 22:11;9,91%
16/12/2025 22:12;9,96%
;9,85%
