Time;GPU Utilization
16/12/2025 21:16;0%
16/12/2025 21:17;0%
16/12/2025 21:17;65,30%
16/12/2025 21:18;77,70%
16/12/2025 21:18;83%
16/12/2025 21:19;80,20%
16/12/2025 21:19;85%
16/12/2025 21:20;75,30%
16/12/2025 21:20;84%
16/12/2025 21:21;82,80%
16/12/2025 21:21;73,80%
16/12/2025 21:22;81,80%
16/12/2025 21:22;71,60%
16/12/2025 21:23;82%
16/12/2025 21:23;77,80%
16/12/2025 21:24;81,20%
16/12/2025 21:24;80,80%
16/12/2025 21:25;80,80%
16/12/2025 21:25;80%
16/12/2025 21:26;72,60%
16/12/2025 21:26;77%
16/12/2025 21:27;75,40%
16/12/2025 21:27;74,80%
16/12/2025 21:28;75,60%
16/12/2025 21:28;72,80%
16/12/2025 21:29;72%
16/12/2025 21:29;70,80%
16/12/2025 21:30;67,80%
16/12/2025 21:30;66,40%
16/12/2025 21:31;72,60%
16/12/2025 21:31;75,60%
16/12/2025 21:32;62%
16/12/2025 21:32;74,40%
16/12/2025 21:33;75%
16/12/2025 21:33;73,40%
16/12/2025 21:34;71,80%
16/12/2025 21:34;63,80%
16/12/2025 21:35;73,80%
16/12/2025 21:35;67,60%
16/12/2025 21:36;79,20%
16/12/2025 21:36;70%
16/12/2025 21:37;75,20%
16/12/2025 21:37;77,20%
16/12/2025 21:38;75,40%
16/12/2025 21:38;73,60%
16/12/2025 21:39;68,40%
16/12/2025 21:39;69,60%
16/12/2025 21:40;70%
16/12/2025 21:40;65%
16/12/2025 21:41;74,20%
16/12/2025 21:41;75,40%
16/12/2025 21:42;80,60%
16/12/2025 21:42;68,40%
16/12/2025 21:43;64,40%
16/12/2025 21:43;65%
16/12/2025 21:44;78%
16/12/2025 21:44;79,60%
16/12/2025 21:45;73,40%
16/12/2025 21:45;67,80%
16/12/2025 21:46;66%
16/12/2025 21:46;78,40%
16/12/2025 21:47;67,60%
16/12/2025 21:47;61,20%
16/12/2025 21:48;62,80%
16/12/2025 21:48;65,80%
16/12/2025 21:49;76,80%
16/12/2025 21:49;75%
16/12/2025 21:50;69,80%
16/12/2025 21:50;66,40%
16/12/2025 21:51;74,60%
16/12/2025 21:51;78,60%
16/12/2025 21:52;74,40%
16/12/2025 21:52;65,60%
16/12/2025 21:53;77,20%
16/12/2025 21:53;77,20%
16/12/2025 21:54;75,40%
16/12/2025 21:54;70,60%
16/12/2025 21:55;62,60%
16/12/2025 21:55;78,20%
16/12/2025 21:56;65,40%
16/12/2025 21:56;73,80%
16/12/2025 21:57;65,20%
16/12/2025 21:57;63,80%
16/12/2025 21:58;76,60%
16/12/2025 21:58;77,20%
16/12/2025 21:59;76,80%
16/12/2025 21:59;65,40%
16/12/2025 22:00;64,20%
16/12/2025 22:00;78,60%
16/12/2025 22:01;78%
16/12/2025 22:01;74,60%
16/12/2025 22:02;65,20%
16/12/2025 22:02;65%
16/12/2025 22:03;75,20%
16/12/2025 22:03;79,20%
16/12/2025 22:04;78,80%
16/12/2025 22:04;68,60%
16/12/2025 22:05;64,40%
16/12/2025 22:05;62%
16/12/2025 22:06;79,60%
16/12/2025 22:06;64,20%
16/12/2025 22:07;77,80%
16/12/2025 22:07;65,60%
16/12/2025 22:08;47,60%
16/12/2025 22:08;50%
16/12/2025 22:09;61%
16/12/2025 22:09;66,60%
16/12/2025 22:10;49,20%
16/12/2025 22:10;36%
16/12/2025 22:11;50,40%
16/12/2025 22:11;66,60%
16/12/2025 22:12;46,20%
;70%
