Time;GPU Memory Used
16/12/2025 21:16;0%
16/12/2025 21:17;0%
16/12/2025 21:17;16,00%
16/12/2025 21:18;16,00%
16/12/2025 21:18;16,00%
16/12/2025 21:19;16,00%
16/12/2025 21:19;16,00%
16/12/2025 21:20;16,00%
16/12/2025 21:20;16,00%
16/12/2025 21:21;16,00%
16/12/2025 21:21;16,00%
16/12/2025 21:22;14,30%
16/12/2025 21:22;14,30%
16/12/2025 21:23;14,30%
16/12/2025 21:23;14,30%
16/12/2025 21:24;14,30%
16/12/2025 21:24;14,30%
16/12/2025 21:25;14,30%
16/12/2025 21:25;14,30%
16/12/2025 21:26;14,30%
16/12/2025 21:26;14,30%
16/12/2025 21:27;14,30%
16/12/2025 21:27;14,30%
16/12/2025 21:28;14,30%
16/12/2025 21:28;14,30%
16/12/2025 21:29;14,30%
16/12/2025 21:29;14,30%
16/12/2025 21:30;14,30%
16/12/2025 21:30;14,30%
16/12/2025 21:31;14,30%
16/12/2025 21:31;14,30%
16/12/2025 21:32;14,30%
16/12/2025 21:32;14,30%
16/12/2025 21:33;14,30%
16/12/2025 21:33;14,30%
16/12/2025 21:34;14,30%
16/12/2025 21:34;14,30%
16/12/2025 21:35;14,30%
16/12/2025 21:35;14,30%
16/12/2025 21:36;14,30%
16/12/2025 21:36;14,30%
16/12/2025 21:37;14,30%
16/12/2025 21:37;14,30%
16/12/2025 21:38;14,30%
16/12/2025 21:38;14,30%
16/12/2025 21:39;14,30%
16/12/2025 21:39;14,30%
16/12/2025 21:40;14,30%
16/12/2025 21:40;14,30%
16/12/2025 21:41;14,30%
16/12/2025 21:41;14,30%
16/12/2025 21:42;14,30%
16/12/2025 21:42;14,30%
16/12/2025 21:43;14,30%
16/12/2025 21:43;14,30%
16/12/2025 21:44;14,30%
16/12/2025 21:44;14,30%
16/12/2025 21:45;14,30%
16/12/2025 21:45;14,30%
16/12/2025 21:46;14,30%
16/12/2025 21:46;14,30%
16/12/2025 21:47;14,30%
16/12/2025 21:47;14,30%
16/12/2025 21:48;14,30%
16/12/2025 21:48;14,30%
16/12/2025 21:49;14,30%
16/12/2025 21:49;14,30%
16/12/2025 21:50;14,30%
16/12/2025 21:50;14,30%
16/12/2025 21:51;14,30%
16/12/2025 21:51;14,30%
16/12/2025 21:52;14,30%
16/12/2025 21:52;14,30%
16/12/2025 21:53;14,30%
16/12/2025 21:53;14,30%
16/12/2025 21:54;14,30%
16/12/2025 21:54;14,30%
16/12/2025 21:55;14,30%
16/12/2025 21:55;14,30%
16/12/2025 21:56;14,30%
16/12/2025 21:56;14,30%
16/12/2025 21:57;14,30%
16/12/2025 21:57;14,30%
16/12/2025 21:58;14,30%
16/12/2025 21:58;14,30%
16/12/2025 21:59;14,30%
16/12/2025 21:59;14,30%
16/12/2025 22:00;14,30%
16/12/2025 22:00;14,30%
16/12/2025 22:01;14,30%
16/12/2025 22:01;14,30%
16/12/2025 22:02;14,30%
16/12/2025 22:02;14,30%
16/12/2025 22:03;14,30%
16/12/2025 22:03;14,30%
16/12/2025 22:04;14,30%
16/12/2025 22:04;14,30%
16/12/2025 22:05;14,30%
16/12/2025 22:05;14,30%
16/12/2025 22:06;14,30%
16/12/2025 22:06;14,30%
16/12/2025 22:07;14,30%
16/12/2025 22:07;14,30%
16/12/2025 22:08;14,30%
16/12/2025 22:08;14,30%
16/12/2025 22:09;14,30%
16/12/2025 22:09;14,30%
16/12/2025 22:10;14,30%
16/12/2025 22:10;14,30%
16/12/2025 22:11;14,30%
16/12/2025 22:11;14,30%
16/12/2025 22:12;14,30%
;14%
