Time;CPU Usage
16/12/2025 21:16;2,11%
16/12/2025 21:17;2,22%
16/12/2025 21:17;4,87%
16/12/2025 21:18;5,80%
16/12/2025 21:18;5,68%
16/12/2025 21:19;5,88%
16/12/2025 21:19;5,40%
16/12/2025 21:20;5,71%
16/12/2025 21:20;5,64%
16/12/2025 21:21;5,70%
16/12/2025 21:21;5,60%
16/12/2025 21:22;5,82%
16/12/2025 21:22;5,88%
16/12/2025 21:23;6,08%
16/12/2025 21:23;5,75%
16/12/2025 21:24;5,65%
16/12/2025 21:24;5,15%
16/12/2025 21:25;5,21%
16/12/2025 21:25;5,01%
16/12/2025 21:26;5,60%
16/12/2025 21:26;5,31%
16/12/2025 21:27;5,23%
16/12/2025 21:27;5,53%
16/12/2025 21:28;5,59%
16/12/2025 21:28;5,77%
16/12/2025 21:29;6,37%
16/12/2025 21:29;5,89%
16/12/2025 21:30;5,94%
16/12/2025 21:30;6,15%
16/12/2025 21:31;6,41%
16/12/2025 21:31;6,02%
16/12/2025 21:32;6,72%
16/12/2025 21:32;5,95%
16/12/2025 21:33;5,98%
16/12/2025 21:33;5,70%
16/12/2025 21:34;6,65%
16/12/2025 21:34;6,39%
16/12/2025 21:35;6,06%
16/12/2025 21:35;5,96%
16/12/2025 21:36;6,07%
16/12/2025 21:36;6,19%
16/12/2025 21:37;6,46%
16/12/2025 21:37;6,02%
16/12/2025 21:38;6,56%
16/12/2025 21:38;6,23%
16/12/2025 21:39;6,00%
16/12/2025 21:39;5,92%
16/12/2025 21:40;6,36%
16/12/2025 21:40;6,35%
16/12/2025 21:41;6,83%
16/12/2025 21:41;6,28%
16/12/2025 21:42;5,86%
16/12/2025 21:42;5,65%
16/12/2025 21:43;6,81%
16/12/2025 21:43;6,66%
16/12/2025 21:44;6,53%
16/12/2025 21:44;5,76%
16/12/2025 21:45;6,22%
16/12/2025 21:45;6,11%
16/12/2025 21:46;6,69%
16/12/2025 21:46;5,77%
16/12/2025 21:47;6,05%
16/12/2025 21:47;6,33%
16/12/2025 21:48;7,14%
16/12/2025 21:48;6,60%
16/12/2025 21:49;6,22%
16/12/2025 21:49;5,51%
16/12/2025 21:50;6,29%
16/12/2025 21:50;7,14%
16/12/2025 21:51;7,03%
16/12/2025 21:51;5,62%
16/12/2025 21:52;6,20%
16/12/2025 21:52;6,51%
16/12/2025 21:53;6,35%
16/12/2025 21:53;5,68%
16/12/2025 21:54;6,36%
16/12/2025 21:54;5,98%
16/12/2025 21:55;6,87%
16/12/2025 21:55;6,32%
16/12/2025 21:56;6,03%
16/12/2025 21:56;6,33%
16/12/2025 21:57;6,60%
16/12/2025 21:57;6,59%
16/12/2025 21:58;6,64%
16/12/2025 21:58;5,92%
16/12/2025 21:59;6,23%
16/12/2025 21:59;6,27%
16/12/2025 22:00;7,07%
16/12/2025 22:00;6,70%
16/12/2025 22:01;5,95%
16/12/2025 22:01;5,81%
16/12/2025 22:02;6,69%
16/12/2025 22:02;6,45%
16/12/2025 22:03;6,56%
16/12/2025 22:03;5,71%
16/12/2025 22:04;5,76%
16/12/2025 22:04;6,11%
16/12/2025 22:05;6,61%
16/12/2025 22:05;6,49%
16/12/2025 22:06;5,58%
16/12/2025 22:06;5,33%
16/12/2025 22:07;5,57%
16/12/2025 22:07;5,53%
16/12/2025 22:08;6,26%
16/12/2025 22:08;4,93%
16/12/2025 22:09;5,58%
16/12/2025 22:09;4,96%
16/12/2025 22:10;5,30%
16/12/2025 22:10;5,29%
16/12/2025 22:11;4,75%
16/12/2025 22:11;4,85%
16/12/2025 22:12;4,66%
;5,94%
