"Time","GPU Temperature"
2025-12-16 21:16:30,49.2 °C
2025-12-16 21:17:00,49.2 °C
2025-12-16 21:17:30,66.3 °C
2025-12-16 21:18:00,76 °C
2025-12-16 21:18:30,80.2 °C
2025-12-16 21:19:00,83.7 °C
2025-12-16 21:19:30,84.5 °C
2025-12-16 21:20:00,84.2 °C
2025-12-16 21:20:30,85 °C
2025-12-16 21:21:00,85.8 °C
2025-12-16 21:21:30,85.2 °C
2025-12-16 21:22:00,84.2 °C
2025-12-16 21:22:30,84 °C
2025-12-16 21:23:00,85.4 °C
2025-12-16 21:23:30,85 °C
2025-12-16 21:24:00,85.4 °C
2025-12-16 21:24:30,85.6 °C
2025-12-16 21:25:00,85.4 °C
2025-12-16 21:25:30,85.4 °C
2025-12-16 21:26:00,85.2 °C
2025-12-16 21:26:30,85.6 °C
2025-12-16 21:27:00,85.4 °C
2025-12-16 21:27:30,85.2 °C
2025-12-16 21:28:00,85.4 °C
2025-12-16 21:28:30,84.2 °C
2025-12-16 21:29:00,84.4 °C
2025-12-16 21:29:30,85 °C
2025-12-16 21:30:00,84 °C
2025-12-16 21:30:30,83 °C
2025-12-16 21:31:00,85.4 °C
2025-12-16 21:31:30,84.8 °C
2025-12-16 21:32:00,82.4 °C
2025-12-16 21:32:30,84.8 °C
2025-12-16 21:33:00,85 °C
2025-12-16 21:33:30,85.2 °C
2025-12-16 21:34:00,85 °C
2025-12-16 21:34:30,82.8 °C
2025-12-16 21:35:00,84.4 °C
2025-12-16 21:35:30,84.6 °C
2025-12-16 21:36:00,85.2 °C
2025-12-16 21:36:30,82.2 °C
2025-12-16 21:37:00,84.6 °C
2025-12-16 21:37:30,85 °C
2025-12-16 21:38:00,85 °C
2025-12-16 21:38:30,84.8 °C
2025-12-16 21:39:00,82.8 °C
2025-12-16 21:39:30,85 °C
2025-12-16 21:40:00,84 °C
2025-12-16 21:40:30,80.8 °C
2025-12-16 21:41:00,83.4 °C
2025-12-16 21:41:30,84.8 °C
2025-12-16 21:42:00,85.4 °C
2025-12-16 21:42:30,83.6 °C
2025-12-16 21:43:00,81.8 °C
2025-12-16 21:43:30,80.2 °C
2025-12-16 21:44:00,84.6 °C
2025-12-16 21:44:30,85.2 °C
2025-12-16 21:45:00,85.4 °C
2025-12-16 21:45:30,82.4 °C
2025-12-16 21:46:00,80.8 °C
2025-12-16 21:46:30,85 °C
2025-12-16 21:47:00,84 °C
2025-12-16 21:47:30,83.4 °C
2025-12-16 21:48:00,81.2 °C
2025-12-16 21:48:30,81.6 °C
2025-12-16 21:49:00,85 °C
2025-12-16 21:49:30,85.4 °C
2025-12-16 21:50:00,84 °C
2025-12-16 21:50:30,80.8 °C
2025-12-16 21:51:00,84 °C
2025-12-16 21:51:30,85.2 °C
2025-12-16 21:52:00,85 °C
2025-12-16 21:52:30,82.6 °C
2025-12-16 21:53:00,85 °C
2025-12-16 21:53:30,85.2 °C
2025-12-16 21:54:00,85 °C
2025-12-16 21:54:30,83.8 °C
2025-12-16 21:55:00,80.6 °C
2025-12-16 21:55:30,84.4 °C
2025-12-16 21:56:00,82 °C
2025-12-16 21:56:30,85.4 °C
2025-12-16 21:57:00,82 °C
2025-12-16 21:57:30,80.4 °C
2025-12-16 21:58:00,83.8 °C
2025-12-16 21:58:30,85.2 °C
2025-12-16 21:59:00,85.6 °C
2025-12-16 21:59:30,81.4 °C
2025-12-16 22:00:00,80.2 °C
2025-12-16 22:00:30,84.4 °C
2025-12-16 22:01:00,85.2 °C
2025-12-16 22:01:30,85.4 °C
2025-12-16 22:02:00,81.2 °C
2025-12-16 22:02:30,80.2 °C
2025-12-16 22:03:00,84.2 °C
2025-12-16 22:03:30,85 °C
2025-12-16 22:04:00,85.6 °C
2025-12-16 22:04:30,83.6 °C
2025-12-16 22:05:00,80.6 °C
2025-12-16 22:05:30,82.4 °C
2025-12-16 22:06:00,84.8 °C
2025-12-16 22:06:30,83.6 °C
2025-12-16 22:07:00,84.8 °C
2025-12-16 22:07:30,81.4 °C
2025-12-16 22:08:00,79.6 °C
2025-12-16 22:08:30,79.8 °C
2025-12-16 22:09:00,83 °C
2025-12-16 22:09:30,80.8 °C
2025-12-16 22:10:00,81.6 °C
2025-12-16 22:10:30,81 °C
2025-12-16 22:11:00,80.6 °C
2025-12-16 22:11:30,79 °C
2025-12-16 22:12:00,80 °C
