us;sy;ni;id;wa;hi;si;st;
26,5;0,3;0;73,2;0;0;0;0;0,268
11,9;1;0;87,1;0;0;0;0;0,129
1,2;1,2;0;97,6;0;0;0;0;0,024
2,6;0,8;0;96,5;0,1;0;0;0;0,035
10,8;1;0;88,2;0;0;0;0;0,118
10,6;0,7;0;88,5;0,2;0;0;0;0,115
10,8;0,9;0;88,3;0;0;0;0;0,117
10,9;1,5;0;87,6;0;0;0;0;0,124
11,4;1;0;87,6;0;0;0;0;0,124
11,3;1;0;87,6;0;0;0;0;0,124
9,5;0,7;0;89,8;0;0;0;0;0,102
2,2;0,2;0;97,6;0;0;0;0;0,024
2,4;0,4;0;97,2;0;0;0;0;0,028
2,1;0,4;0;97,6;0;0;0;0;0,024
2,2;0,2;0;97,6;0;0;0;0;0,024
1,9;0,2;0;97,9;0;0;0;0;0,021
2,1;0,1;0;97,8;0;0;0;0;0,022
2,7;0,6;0;96,7;0;0;0;0;0,033
2;0,3;0;97,7;0;0;0;0;0,023
2,2;0,2;0;97,6;0;0;0;0;0,024
2,5;0,2;0;97,3;0;0;0;0;0,027
5,3;0,6;0;94;0,1;0;0;0;0,06
11;1,2;0;87,7;0,1;0;0;0;0,123
10,5;0,9;0;88,6;0;0;0;0;0,114
10,9;0,9;0;88,2;0;0;0;0;0,118
10,8;1;0;88,2;0;0;0;0;0,118
11,6;1,1;0;87,3;0;0;0;0;0,127
11,2;1,1;0;87,8;0;0;0;0;0,122
10,7;0,9;0;88,4;0;0;0;0;0,116
10,6;1;0;88,3;0;0;0;0;0,117
10,7;0,8;0;88,4;0;0;0;0;0,116
12,1;1,1;0;86,8;0;0;0;0;0,132
10,9;0,9;0;88,1;0;0;0;0;0,119
11,2;0,8;0;87,9;0,1;0;0;0;0,121
11,4;0,9;0;87,7;0;0;0;0;0,123
11,3;0,9;0;87,7;0;0;0;0;0,123
10,8;1,6;0;87,5;0;0;0;0;0,125
10,5;1,2;0;88,3;0;0;0;0;0,117
11,2;0,9;0;87,9;0;0;0;0;0,121
11,6;1;0;87,3;0;0;0;0;0,127
11;0,9;0;88;0,1;0;0;0;0,12
11;1,1;0;87,9;0;0;0;0;0,121
10,5;0,9;0;88,6;0;0;0;0;0,114
11,3;0,9;0;87,6;0,2;0;0;0;0,124
10,9;0,8;0;88,3;0;0;0;0;0,117
10,8;0,8;0;88,3;0;0;0;0;0,117
11,2;1,4;0;87,4;0;0;0;0;0,126
11;1,3;0;87,7;0;0;0;0;0,123
10,9;0,9;0;88,2;0,1;0;0;0;0,118
11,6;1;0;87,3;0;0;0;0;0,127
10,8;0,8;0;88,3;0;0;0;0;0,117
10,8;1,2;0;88;0;0;0;0;0,12
11,2;0,7;0;88,1;0;0;0;0;0,119
10,4;0,9;0;88,6;0;0;0;0;0,114
11;0,9;0;88;0;0;0;0;0,12
10,7;0,8;0;88,5;0;0;0;0;0,115
10,8;1,1;0;88;0;0;0;0;0,12
11;1,3;0;87,7;0;0;0;0;0,123
11;0,9;0;88;0;0;0;0;0,12
11,2;0,9;0;87,8;0;0;0;0;0,122
10,8;0,7;0;88,5;0;0;0;0;0,115
10,8;1,2;0;88;0;0;0;0;0,12
11,8;0,8;0;87,3;0,1;0;0;0;0,127
10,4;1;0;88,6;0;0;0;0;0,114
10,4;0,8;0;88,6;0,2;0;0;0;0,114
11,3;0,9;0;87,8;0;0;0;0;0,122
11,4;1,3;0;87,3;0;0;0;0;0,127
3,4;0,5;0;96,1;0;0;0;0;0,039
2,6;0,3;0;97;0;0;0;0;0,03
3,1;0,2;0;96,7;0;0;0;0;0,033
2,5;0,2;0;97,1;0,1;0;0;0;0,029
2,5;0,4;0;97;0,1;0;0;0;0,03
7,2;0,7;0;92,1;0;0;0;0;0,079
10,8;1;0;88,2;0;0;0;0;0,118
11,5;0,9;0;87,6;0;0;0;0;0,124
11,3;1,5;0;87,2;0;0;0;0;0,128
10,9;1;0;88;0;0;0;0;0,12
11,3;1;0;87,7;0;0;0;0;0,123
11,3;0,7;0;87,8;0,1;0;0;0;0,122
10,8;1,1;0;88,1;0;0;0;0;0,119
11,3;1,2;0;87,4;0;0;0;0;0,126
11,4;1;0;87,6;0;0;0;0;0,124
10,9;0,9;0;88,2;0;0;0;0;0,118
11,6;0,8;0;87,5;0;0;0;0;0,125
11,1;1,1;0;87,8;0;0;0;0;0,122
11,1;1,2;0;87,7;0;0;0;0;0,123
11,8;0,9;0;87,3;0;0;0;0;0,127
11,2;1,1;0;87,6;0;0;0;0;0,124
11;0,8;0;88,1;0,1;0;0;0;0,119
11;0,8;0;88,2;0;0;0;0;0,118
10,7;1,1;0;88,2;0;0;0;0;0,118
11;0,9;0;88,1;0;0;0;0;0,119
11,5;0,8;0;87,6;0;0;0;0;0,124
11,3;0,9;0;87,7;0;0;0;0;0,123
10,8;0,8;0;88,5;0;0;0;0;0,115
11,7;1,2;0;87,1;0;0;0;0;0,129
11,3;1,1;0;87,6;0;0;0;0;0,124
4,3;0,4;0;95,3;0;0;0;0;0,047
3,4;0,3;0;96,3;0;0;0;0;0,037
10,3;0,8;0;88,8;0;0;0;0;0,112
11,1;1,1;0;87,8;0;0;0;0;0,122
11,4;0,9;0;87,7;0;0;0;0;0,123
11,3;0,9;0;87,8;0,1;0;0;0;0,122
10,5;0,9;0;88,6;0;0;0;0;0,114
11,1;0,7;0;88,2;0;0;0;0;0,118
10,8;1,4;0;87,8;0;0;0;0;0,122
11,6;1,3;0;87,1;0;0;0;0;0,129
10,9;0,8;0;88,3;0;0;0;0;0,117
11,1;0,9;0;88;0;0;0;0;0,12
11,2;0,9;0;87,9;0,1;0;0;0;0,121
10,9;1;0;88;0;0;0;0;0,12
11,1;0,9;0;88;0,1;0;0;0;0,12
11,1;1;0;87,8;0,1;0;0;0;0,122
11;0,8;0;88,2;0;0;0;0;0,118
10,8;1;0;88,2;0;0;0;0;0,118
11;1,2;0;87,7;0;0;0;0;0,123
10,7;1;0;88,2;0;0;0;0;0,118
11;1,1;0;87,8;0,1;0;0;0;0,122
10,6;1,1;0;88,3;0;0;0;0;0,117
10,6;0,7;0;88,7;0;0;0;0;0,113
10,3;1,3;0;88,3;0;0;0;0;0,117
9,7;0,9;0;89,4;0;0;0;0;0,106
10,3;0,8;0;88,7;0,1;0;0;0;0,113
10,4;0,9;0;88,7;0,1;0;0;0;0,113
10,2;1;0;88,7;0;0;0;0;0,113
10,5;1,2;0;88,2;0;0;0;0;0,118
10,6;0,7;0;88,7;0;0;0;0;0,113
10,9;0,9;0;88,2;0,1;0;0;0;0,118
11;1,2;0;87,7;0,1;0;0;0;0,123
11,2;1,2;0;87,7;0;0;0;0;0,123
10,3;1;0;88,7;0;0;0;0;0,113
10,5;0,9;0;88,6;0;0;0;0;0,114
10;0,8;0;89,2;0;0;0;0;0,108
9,9;1;0;89,1;0;0;0;0;0,109
10,7;1,2;0;88,1;0;0;0;0;0,119
10,4;0,9;0;88,7;0;0;0;0;0,113
10,5;1;0;88,6;0;0;0;0;0,114
10,6;0,9;0;88,4;0,1;0;0;0;0,116
10,8;0,8;0;88,3;0,1;0;0;0;0,117
10,5;1,4;0;88,1;0;0;0;0;0,119
10,2;0,9;0;88,8;0;0;0;0;0,112
10,5;0,8;0;88,7;0;0;0;0;0,113
10,6;0,9;0;88,4;0,1;0;0;0;0,116
10,9;0,8;0;88,2;0;0;0;0;0,118
10,5;1,4;0;88,1;0;0;0;0;0,119
11,1;1,1;0;87,8;0;0;0;0;0,122
10,3;1;0;88,6;0;0;0;0;0,114
10,4;0,9;0;88,6;0,1;0;0;0;0,114
9,8;1;0;89,2;0;0;0;0;0,108
10,8;0,9;0;88,3;0;0;0;0;0,117
10,7;1;0;88,2;0,1;0;0;0;0,118
10,1;1,2;0;88,7;0;0;0;0;0,113
9,8;0,8;0;89,4;0;0;0;0;0,106
11;0,7;0;88,2;0;0;0;0;0,118
11,5;1,2;0;87,3;0;0;0;0;0,127
10,5;1;0;88,4;0;0;0;0;0,116
10,9;1;0;88;0;0;0;0;0,12
10,3;1;0;88,8;0;0;0;0;0,112
10,5;0,7;0;88,8;0;0;0;0;0,112
11,3;1;0;87,7;0;0;0;0;0,123
10,8;0,9;0;88,2;0;0;0;0;0,118
10,3;0,9;0;88,7;0,1;0;0;0;0,113
10,5;1;0;88,5;0;0;0;0;0,115
10,7;0,7;0;88,6;0;0;0;0;0,114
10,2;1,2;0;88,6;0;0;0;0;0,114
11;1,2;0;87,8;0;0;0;0;0,122
10,3;0,8;0;88,8;0,1;0;0;0;0,112
10,5;1,3;0;88,2;0;0;0;0;0,118
10,7;0,9;0;88,4;0;0;0;0;0,116
10,3;1;0;88,6;0;0;0;0;0,114
10,4;1;0;88,5;0,1;0;0;0;0,115
10,7;0,9;0;88,3;0,1;0;0;0;0,117
10;0,7;0;89,3;0;0;0;0;0,107
11;0,8;0;88,2;0;0;0;0;0,118
10,7;1,3;0;88;0;0;0;0;0,12
10,4;1;0;88,6;0;0;0;0;0,114
10,9;1,2;0;87,8;0,1;0;0;0;0,122
10,4;0,9;0;88,7;0;0;0;0;0,113
