timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/10 07:40:24.359;0;0%;0%; 3314 MiB; 14.98 W;30
2025/12/10 07:40:24.360;1;0%;0%; 3313 MiB; 12.93 W;26
2025/12/10 07:40:25.361;0;0%;0%; 3484 MiB; 35.07 W;32
2025/12/10 07:40:25.361;1;0%;0%; 3313 MiB; 30.34 W;28
2025/12/10 07:40:26.362;0;0%;0%; 3518 MiB; 57.52 W;32
2025/12/10 07:40:26.362;1;0%;0%; 3518 MiB; 55.73 W;28
2025/12/10 07:40:27.363;0;0%;0%; 4902 MiB; 57.57 W;32
2025/12/10 07:40:27.364;1;15%;1%; 5122 MiB; 55.89 W;28
2025/12/10 07:40:28.365;0;25%;16%; 4952 MiB; 80.64 W;33
2025/12/10 07:40:28.365;1;28%;20%; 5172 MiB; 82.67 W;30
2025/12/10 07:40:29.366;0;5%;2%; 4952 MiB; 77.01 W;33
2025/12/10 07:40:29.367;1;5%;2%; 5172 MiB; 77.40 W;30
2025/12/10 07:40:30.367;0;9%;3%; 4952 MiB; 83.63 W;35
2025/12/10 07:40:30.368;1;9%;4%; 5172 MiB; 85.77 W;31
2025/12/10 07:40:31.369;0;39%;25%; 4952 MiB; 116.54 W;36
2025/12/10 07:40:31.369;1;41%;31%; 5172 MiB; 134.42 W;34
2025/12/10 07:40:32.370;0;40%;25%; 4952 MiB; 96.35 W;36
2025/12/10 07:40:32.370;1;42%;31%; 5172 MiB; 123.46 W;34
2025/12/10 07:40:33.371;0;32%;20%; 4952 MiB; 96.92 W;36
2025/12/10 07:40:33.371;1;33%;25%; 5172 MiB; 133.55 W;35
2025/12/10 07:40:34.372;0;11%;5%; 4952 MiB; 82.58 W;35
2025/12/10 07:40:34.373;1;11%;6%; 5172 MiB; 110.75 W;33
2025/12/10 07:40:35.373;0;9%;4%; 4952 MiB; 79.29 W;35
2025/12/10 07:40:35.374;1;9%;5%; 5172 MiB; 104.19 W;32
2025/12/10 07:40:36.374;0;10%;4%; 4952 MiB; 78.40 W;35
2025/12/10 07:40:36.375;1;9%;4%; 5172 MiB; 79.86 W;32
2025/12/10 07:40:37.376;0;7%;4%; 4952 MiB; 75.51 W;35
2025/12/10 07:40:37.376;1;8%;4%; 5172 MiB; 76.69 W;32
2025/12/10 07:40:38.377;0;10%;4%; 4952 MiB; 71.02 W;35
2025/12/10 07:40:38.378;1;10%;5%; 5172 MiB; 70.62 W;32
2025/12/10 07:40:39.378;0;29%;18%; 4954 MiB; 102.54 W;36
2025/12/10 07:40:39.379;1;30%;22%; 5174 MiB; 118.48 W;34
2025/12/10 07:40:40.380;0;10%;4%; 4954 MiB; 75.13 W;36
2025/12/10 07:40:40.380;1;9%;5%; 5174 MiB; 87.43 W;33
2025/12/10 07:40:41.381;0;7%;3%; 4954 MiB; 77.27 W;36
2025/12/10 07:40:41.382;1;7%;4%; 5174 MiB; 83.62 W;33
2025/12/10 07:40:42.382;0;22%;13%; 4954 MiB; 95.18 W;37
2025/12/10 07:40:42.383;1;23%;15%; 5174 MiB; 99.61 W;34
2025/12/10 07:40:43.384;0;9%;5%; 4954 MiB; 94.20 W;37
2025/12/10 07:40:43.384;1;9%;5%; 5174 MiB; 100.13 W;33
2025/12/10 07:40:44.385;0;9%;4%; 4967 MiB; 90.54 W;37
2025/12/10 07:40:44.386;1;9%;5%; 5174 MiB; 99.62 W;34
2025/12/10 07:40:45.387;0;20%;13%; 2088 MiB; 82.82 W;38
2025/12/10 07:40:45.387;1;22%;16%; 1865 MiB; 88.02 W;35
2025/12/10 07:40:46.388;0;5%;2%; 2088 MiB; 92.10 W;38
2025/12/10 07:40:46.388;1;5%;3%; 1865 MiB; 93.33 W;35
2025/12/10 07:40:47.389;0;22%;13%; 2088 MiB; 93.69 W;39
2025/12/10 07:40:47.389;1;22%;15%; 1865 MiB; 96.92 W;36
2025/12/10 07:40:48.390;0;11%;5%; 2088 MiB; 86.06 W;38
2025/12/10 07:40:48.391;1;11%;6%; 1865 MiB; 87.98 W;34
2025/12/10 07:40:49.392;0;26%;17%; 2088 MiB; 89.34 W;38
2025/12/10 07:40:49.392;1;28%;21%; 1865 MiB; 93.56 W;35
2025/12/10 07:40:50.393;0;32%;21%; 2088 MiB; 83.77 W;38
2025/12/10 07:40:50.394;1;34%;25%; 1865 MiB; 88.10 W;35
2025/12/10 07:40:51.394;0;21%;13%; 2088 MiB; 93.66 W;40
2025/12/10 07:40:51.395;1;24%;16%; 1865 MiB; 99.52 W;37
2025/12/10 07:40:52.396;0;11%;5%; 2088 MiB; 92.57 W;38
2025/12/10 07:40:52.396;1;11%;6%; 1865 MiB; 99.99 W;35
2025/12/10 07:40:53.397;0;17%;10%; 2088 MiB; 81.07 W;38
2025/12/10 07:40:53.398;1;16%;11%; 1865 MiB; 86.42 W;35
2025/12/10 07:40:54.398;0;9%;4%; 2088 MiB; 79.92 W;39
2025/12/10 07:40:54.399;1;10%;5%; 1865 MiB; 81.11 W;35
2025/12/10 07:40:55.400;0;10%;4%; 2088 MiB; 72.64 W;38
2025/12/10 07:40:55.400;1;10%;5%; 1865 MiB; 72.10 W;35
2025/12/10 07:40:56.401;0;11%;4%; 2088 MiB; 81.84 W;39
2025/12/10 07:40:56.401;1;10%;5%; 1865 MiB; 83.43 W;35
2025/12/10 07:40:57.402;0;10%;4%; 2088 MiB; 72.56 W;40
2025/12/10 07:40:57.402;1;9%;5%; 1865 MiB; 72.48 W;36
2025/12/10 07:40:58.403;0;10%;5%; 2088 MiB; 90.71 W;39
2025/12/10 07:40:58.404;1;10%;6%; 1865 MiB; 94.73 W;36
2025/12/10 07:40:59.404;0;32%;21%; 2088 MiB; 95.41 W;40
2025/12/10 07:40:59.405;1;33%;25%; 1865 MiB; 107.41 W;36
2025/12/10 07:41:00.405;0;9%;3%; 2088 MiB; 78.49 W;39
2025/12/10 07:41:00.406;1;8%;4%; 1865 MiB; 86.71 W;36
2025/12/10 07:41:01.407;0;17%;10%; 2088 MiB; 92.21 W;41
2025/12/10 07:41:01.407;1;18%;12%; 1865 MiB; 98.87 W;37
2025/12/10 07:41:02.408;0;11%;5%; 2088 MiB; 94.07 W;41
2025/12/10 07:41:02.409;1;12%;7%; 1865 MiB; 98.57 W;38
2025/12/10 07:41:03.409;0;10%;4%; 2088 MiB; 80.52 W;40
2025/12/10 07:41:03.410;1;10%;5%; 1865 MiB; 82.14 W;36
2025/12/10 07:41:04.411;0;10%;4%; 2088 MiB; 82.80 W;40
2025/12/10 07:41:04.411;1;10%;5%; 1865 MiB; 84.36 W;36
2025/12/10 07:41:05.412;0;11%;4%; 2088 MiB; 83.81 W;40
2025/12/10 07:41:05.413;1;10%;5%; 1865 MiB; 84.90 W;36
2025/12/10 07:41:06.414;0;19%;10%; 2088 MiB; 87.78 W;41
2025/12/10 07:41:06.414;1;20%;12%; 1865 MiB; 89.81 W;37
2025/12/10 07:41:07.415;0;8%;3%; 2088 MiB; 101.52 W;41
2025/12/10 07:41:07.416;1;8%;4%; 1865 MiB; 112.69 W;38
2025/12/10 07:41:08.416;0;10%;4%; 2088 MiB; 75.60 W;42
2025/12/10 07:41:08.417;1;9%;5%; 1865 MiB; 84.03 W;39
2025/12/10 07:41:09.417;0;21%;13%; 2088 MiB; 99.70 W;42
2025/12/10 07:41:09.418;1;24%;16%; 1865 MiB; 108.40 W;38
2025/12/10 07:41:10.419;0;21%;13%; 2088 MiB; 93.57 W;42
2025/12/10 07:41:10.419;1;23%;16%; 1865 MiB; 95.36 W;38
2025/12/10 07:41:11.420;0;26%;17%; 2088 MiB; 97.48 W;42
2025/12/10 07:41:11.420;1;27%;20%; 1865 MiB; 104.90 W;38
2025/12/10 07:41:12.421;0;18%;10%; 2088 MiB; 83.66 W;42
2025/12/10 07:41:12.422;1;20%;12%; 1865 MiB; 89.98 W;39
2025/12/10 07:41:13.422;0;11%;5%; 2088 MiB; 77.11 W;42
2025/12/10 07:41:13.429;1;11%;6%; 1865 MiB; 78.00 W;38
2025/12/10 07:41:14.435;0;5%;2%; 2088 MiB; 73.52 W;41
2025/12/10 07:41:14.435;1;5%;2%; 1865 MiB; 71.40 W;37
2025/12/10 07:41:15.436;0;20%;12%; 2088 MiB; 82.34 W;42
2025/12/10 07:41:15.436;1;23%;16%; 1865 MiB; 82.06 W;38
2025/12/10 07:41:16.437;0;6%;3%; 2088 MiB; 90.11 W;42
2025/12/10 07:41:16.437;1;6%;3%; 1865 MiB; 91.65 W;38
2025/12/10 07:41:17.438;0;22%;13%; 2088 MiB; 88.72 W;42
2025/12/10 07:41:17.438;1;22%;15%; 1865 MiB; 89.15 W;38
2025/12/10 07:41:18.439;0;11%;5%; 2088 MiB; 81.47 W;42
2025/12/10 07:41:18.439;1;11%;6%; 1865 MiB; 80.86 W;38
2025/12/10 07:41:19.440;0;35%;22%; 2088 MiB; 87.18 W;43
2025/12/10 07:41:19.441;1;40%;28%; 1865 MiB; 87.72 W;39
2025/12/10 07:41:20.441;0;13%;6%; 2088 MiB; 94.75 W;43
2025/12/10 07:41:20.442;1;14%;8%; 1865 MiB; 96.28 W;39
2025/12/10 07:41:21.442;0;6%;3%; 2088 MiB; 91.67 W;42
2025/12/10 07:41:21.443;1;6%;3%; 1865 MiB; 97.68 W;38
2025/12/10 07:41:22.443;0;37%;23%; 2088 MiB; 100.77 W;44
2025/12/10 07:41:22.444;1;39%;29%; 1865 MiB; 116.29 W;41
2025/12/10 07:41:23.445;0;22%;13%; 2088 MiB; 90.05 W;43
2025/12/10 07:41:23.445;1;22%;16%; 1865 MiB; 108.45 W;40
2025/12/10 07:41:24.446;0;23%;14%; 2088 MiB; 107.57 W;44
2025/12/10 07:41:24.447;1;23%;16%; 1865 MiB; 123.66 W;40
2025/12/10 07:41:25.448;0;40%;26%; 2088 MiB; 102.11 W;45
2025/12/10 07:41:25.448;1;43%;33%; 1865 MiB; 119.54 W;43
2025/12/10 07:41:26.449;0;29%;18%; 2088 MiB; 114.47 W;44
2025/12/10 07:41:26.450;1;31%;23%; 1865 MiB; 151.13 W;42
2025/12/10 07:41:27.450;0;21%;13%; 2088 MiB; 98.33 W;45
2025/12/10 07:41:27.451;1;22%;16%; 1865 MiB; 127.76 W;42
2025/12/10 07:41:28.451;0;40%;26%; 2088 MiB; 110.13 W;46
2025/12/10 07:41:28.452;1;42%;32%; 1865 MiB; 147.96 W;44
2025/12/10 07:41:29.452;0;11%;4%; 2088 MiB; 98.26 W;44
2025/12/10 07:41:29.453;1;10%;5%; 1865 MiB; 130.32 W;41
2025/12/10 07:41:30.454;0;9%;3%; 2088 MiB; 86.66 W;44
