timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/24 14:34:08.809, 0, 0 %, 0 %, 447 MiB, 14.86 W, 28
2025/12/24 14:34:08.809, 1, 0 %, 0 %, 4 MiB, 13.10 W, 24
2025/12/24 14:34:09.810, 0, 4 %, 0 %, 447 MiB, 29.06 W, 29
2025/12/24 14:34:09.812, 1, 4 %, 0 %, 16 MiB, 26.04 W, 26
2025/12/24 14:34:10.813, 0, 34 %, 1 %, 2634 MiB, 57.35 W, 30
2025/12/24 14:34:10.814, 1, 4 %, 0 %, 2633 MiB, 54.91 W, 26
2025/12/24 14:34:11.814, 0, 32 %, 29 %, 3304 MiB, 70.21 W, 32
2025/12/24 14:34:11.815, 1, 42 %, 40 %, 3303 MiB, 89.36 W, 30
2025/12/24 14:34:12.816, 0, 40 %, 36 %, 3304 MiB, 147.72 W, 34
2025/12/24 14:34:12.816, 1, 47 %, 44 %, 3303 MiB, 193.98 W, 33
2025/12/24 14:34:13.817, 0, 41 %, 37 %, 3304 MiB, 155.60 W, 36
2025/12/24 14:34:13.817, 1, 49 %, 45 %, 3303 MiB, 196.83 W, 34
2025/12/24 14:34:14.818, 0, 42 %, 36 %, 3304 MiB, 172.58 W, 37
2025/12/24 14:34:14.819, 1, 48 %, 43 %, 3303 MiB, 197.94 W, 35
2025/12/24 14:34:15.819, 0, 39 %, 36 %, 3304 MiB, 175.76 W, 37
2025/12/24 14:34:15.820, 1, 48 %, 45 %, 3303 MiB, 197.45 W, 36
2025/12/24 14:34:16.820, 0, 40 %, 36 %, 3304 MiB, 164.57 W, 38
2025/12/24 14:34:16.821, 1, 48 %, 45 %, 3303 MiB, 196.16 W, 36
2025/12/24 14:34:17.822, 0, 41 %, 36 %, 3304 MiB, 169.19 W, 38
2025/12/24 14:34:17.823, 1, 48 %, 44 %, 3303 MiB, 198.49 W, 36
2025/12/24 14:34:18.823, 0, 41 %, 36 %, 3304 MiB, 175.37 W, 39
2025/12/24 14:34:18.824, 1, 47 %, 42 %, 3303 MiB, 197.98 W, 37
2025/12/24 14:34:19.825, 0, 40 %, 37 %, 3304 MiB, 176.26 W, 39
2025/12/24 14:34:19.826, 1, 48 %, 45 %, 3303 MiB, 197.56 W, 38
2025/12/24 14:34:20.827, 0, 40 %, 36 %, 3304 MiB, 165.37 W, 39
2025/12/24 14:34:20.827, 1, 47 %, 44 %, 3303 MiB, 195.86 W, 38
2025/12/24 14:34:21.828, 0, 41 %, 36 %, 3304 MiB, 163.17 W, 40
2025/12/24 14:34:21.828, 1, 48 %, 44 %, 3303 MiB, 197.44 W, 39
2025/12/24 14:34:22.829, 0, 42 %, 36 %, 3304 MiB, 175.79 W, 41
2025/12/24 14:34:22.829, 1, 48 %, 43 %, 3303 MiB, 199.18 W, 39
2025/12/24 14:34:23.830, 0, 40 %, 36 %, 3304 MiB, 178.16 W, 41
2025/12/24 14:34:23.830, 1, 47 %, 44 %, 3303 MiB, 197.30 W, 40
2025/12/24 14:34:24.831, 0, 40 %, 35 %, 3304 MiB, 171.78 W, 42
2025/12/24 14:34:24.832, 1, 48 %, 44 %, 3303 MiB, 197.74 W, 40
2025/12/24 14:34:25.832, 0, 40 %, 35 %, 3304 MiB, 167.43 W, 42
2025/12/24 14:34:25.833, 1, 48 %, 43 %, 3303 MiB, 197.26 W, 41
2025/12/24 14:34:26.833, 0, 41 %, 37 %, 3304 MiB, 167.29 W, 42
2025/12/24 14:34:26.834, 1, 48 %, 45 %, 3303 MiB, 196.89 W, 41
2025/12/24 14:34:27.834, 0, 40 %, 36 %, 3304 MiB, 163.61 W, 43
2025/12/24 14:34:27.835, 1, 48 %, 44 %, 3303 MiB, 197.33 W, 42
2025/12/24 14:34:28.836, 0, 42 %, 36 %, 3304 MiB, 168.28 W, 44
