worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns
0;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.0;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;13394163;1985734229
3;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.019;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;7334886;2007041775
13;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.035;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;7200662;2023396917
19;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.052;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;7415200;2041104262
16;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.065;llama3.2:3b;2026-01-01 05:22:33;A;96;2;3724496;2054126880
0;2;What do people aim to do at work?;A;A;1;0.272;llama3.2:3b;2026-01-01 05:22:33;A.;90;3;11780191;269262421
18;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;C;A;0;2.286;llama3.2:3b;2026-01-01 05:22:33;C;96;2;13193412;2275580414
15;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.3;llama3.2:3b;2026-01-01 05:22:33;A;96;2;3466507;2289649677
9;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.323;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;7209679;2311371930
3;2;What do people aim to do at work?;A;A;1;0.314;llama3.2:3b;2026-01-01 05:22:33;A.;90;3;7375194;312698693
6;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.344;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;7048233;2331420007
13;2;What do people aim to do at work?;A;A;1;0.313;llama3.2:3b;2026-01-01 05:22:33;A;90;2;3788208;311147799
12;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.364;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;6966167;2352912506
19;2;What do people aim to do at work?;A;A;1;0.313;llama3.2:3b;2026-01-01 05:22:33;A.;90;3;7368060;311292996
16;2;What do people aim to do at work?;A;A;1;0.316;llama3.2:3b;2026-01-01 05:22:33;A;90;2;3690121;313977739
17;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.485;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;11138794;2473949048
1;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.507;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;9688834;2494695146
0;3;Where would you find magazines along side many other printed works?;B;B;1;0.24;llama3.2:3b;2026-01-01 05:22:33;B;86;2;8445373;237471714
7;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.525;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;9616604;2514158976
10;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.547;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;9870696;2535974231
18;2;What do people aim to do at work?;A;A;1;0.28;llama3.2:3b;2026-01-01 05:22:33;A;90;2;7016623;278295860
4;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;2.57;llama3.2:3b;2026-01-01 05:22:33;A.;96;3;10048617;2558358980
3;3;Where would you find magazines along side many other printed works?;B;B;1;0.263;llama3.2:3b;2026-01-01 05:22:34;B;86;2;3692736;261702809
12;2;What do people aim to do at work?;A;A;1;0.273;llama3.2:3b;2026-01-01 05:22:34;A;90;2;3508066;271064219
19;3;Where would you find magazines along side many other printed works?;B;B;1;0.273;llama3.2:3b;2026-01-01 05:22:34;B;86;2;3712885;270877785
6;2;What do people aim to do at work?;A;A;1;0.309;llama3.2:3b;2026-01-01 05:22:34;A;90;2;3523105;307395000
13;3;Where would you find magazines along side many other printed works?;B;B;1;0.311;llama3.2:3b;2026-01-01 05:22:34;B.;86;3;7480211;309650569
15;2;What do people aim to do at work?;A;A;1;0.367;llama3.2:3b;2026-01-01 05:22:34;A;90;2;3505862;365169505
9;2;What do people aim to do at work?;A;A;1;0.366;llama3.2:3b;2026-01-01 05:22:34;A.;90;3;7021331;363437740
16;3;Where would you find magazines along side many other printed works?;B;B;1;0.312;llama3.2:3b;2026-01-01 05:22:34;B;86;2;3683248;310106064
17;2;What do people aim to do at work?;A;A;1;0.277;llama3.2:3b;2026-01-01 05:22:34;A.;90;3;10099457;276181081
7;2;What do people aim to do at work?;A;A;1;0.251;llama3.2:3b;2026-01-01 05:22:34;A;90;2;4759552;249959407
0;4;Where are  you likely to find a hamburger?;A;A;1;0.272;llama3.2:3b;2026-01-01 05:22:34;A.;89;3;10476366;270635356
