timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/17 04:19:39.677, 0, 0 %, 0 %, 447 MiB, 14.97 W, 29
2025/12/17 04:19:39.678, 1, 0 %, 0 %, 4 MiB, 12.98 W, 26
2025/12/17 04:19:40.678, 0, 3 %, 0 %, 447 MiB, 29.68 W, 31
2025/12/17 04:19:40.679, 1, 0 %, 0 %, 16 MiB, 26.35 W, 28
2025/12/17 04:19:41.679, 0, 25 %, 1 %, 2634 MiB, 57.80 W, 31
2025/12/17 04:19:41.680, 1, 0 %, 0 %, 2633 MiB, 55.81 W, 28
2025/12/17 04:19:42.681, 0, 16 %, 13 %, 3304 MiB, 70.90 W, 34
2025/12/17 04:19:42.681, 1, 29 %, 25 %, 3303 MiB, 93.65 W, 32
2025/12/17 04:19:43.682, 0, 40 %, 37 %, 3304 MiB, 151.08 W, 36
2025/12/17 04:19:43.682, 1, 49 %, 46 %, 3303 MiB, 196.18 W, 35
2025/12/17 04:19:44.683, 0, 41 %, 37 %, 3304 MiB, 168.69 W, 38
2025/12/17 04:19:44.684, 1, 48 %, 44 %, 3303 MiB, 197.11 W, 36
2025/12/17 04:19:45.684, 0, 42 %, 36 %, 3304 MiB, 177.79 W, 39
2025/12/17 04:19:45.685, 1, 47 %, 42 %, 3303 MiB, 197.53 W, 36
2025/12/17 04:19:46.686, 0, 39 %, 36 %, 3304 MiB, 174.43 W, 39
2025/12/17 04:19:46.689, 1, 48 %, 46 %, 3303 MiB, 197.22 W, 37
2025/12/17 04:19:47.690, 0, 40 %, 35 %, 3304 MiB, 166.64 W, 39
2025/12/17 04:19:47.691, 1, 48 %, 44 %, 3303 MiB, 197.43 W, 38
2025/12/17 04:19:48.691, 0, 41 %, 35 %, 3304 MiB, 158.01 W, 39
2025/12/17 04:19:48.693, 1, 48 %, 43 %, 3303 MiB, 197.31 W, 38
2025/12/17 04:19:49.693, 0, 40 %, 36 %, 3304 MiB, 155.20 W, 40
2025/12/17 04:19:49.702, 1, 48 %, 45 %, 3303 MiB, 196.90 W, 39
2025/12/17 04:19:50.703, 0, 40 %, 36 %, 3304 MiB, 156.04 W, 40
2025/12/17 04:19:50.704, 1, 47 %, 43 %, 3303 MiB, 196.86 W, 40
2025/12/17 04:19:51.704, 0, 40 %, 35 %, 3304 MiB, 154.45 W, 41
2025/12/17 04:19:51.705, 1, 47 %, 42 %, 3303 MiB, 198.26 W, 40
2025/12/17 04:19:52.706, 0, 40 %, 35 %, 3304 MiB, 157.74 W, 42
2025/12/17 04:19:52.707, 1, 48 %, 42 %, 3303 MiB, 197.82 W, 41
2025/12/17 04:19:53.707, 0, 40 %, 36 %, 3304 MiB, 173.05 W, 43
2025/12/17 04:19:53.708, 1, 49 %, 43 %, 3303 MiB, 198.41 W, 41
2025/12/17 04:19:54.708, 0, 41 %, 37 %, 3304 MiB, 165.24 W, 43
2025/12/17 04:19:54.709, 1, 48 %, 45 %, 3303 MiB, 198.14 W, 42
2025/12/17 04:19:55.710, 0, 41 %, 36 %, 3304 MiB, 164.20 W, 43
2025/12/17 04:19:55.710, 1, 49 %, 44 %, 3303 MiB, 198.64 W, 42
2025/12/17 04:19:56.711, 0, 41 %, 37 %, 3304 MiB, 166.46 W, 44
2025/12/17 04:19:56.711, 1, 47 %, 45 %, 3303 MiB, 197.64 W, 43
2025/12/17 04:19:57.712, 0, 40 %, 35 %, 3304 MiB, 156.02 W, 43
2025/12/17 04:19:57.713, 1, 48 %, 44 %, 3303 MiB, 197.10 W, 43
2025/12/17 04:19:58.713, 0, 40 %, 34 %, 3304 MiB, 152.57 W, 44
2025/12/17 04:19:58.714, 1, 47 %, 42 %, 3303 MiB, 197.86 W, 44
2025/12/17 04:19:59.714, 0, 40 %, 34 %, 3304 MiB, 154.34 W, 44
2025/12/17 04:19:59.715, 1, 48 %, 42 %, 3303 MiB, 196.22 W, 44
2025/12/17 04:20:00.715, 0, 40 %, 36 %, 3304 MiB, 147.89 W, 44
2025/12/17 04:20:00.716, 1, 48 %, 45 %, 3303 MiB, 195.20 W, 45
2025/12/17 04:20:01.717, 0, 39 %, 35 %, 3304 MiB, 148.02 W, 45
2025/12/17 04:20:01.717, 1, 47 %, 43 %, 3303 MiB, 199.33 W, 45
2025/12/17 04:20:02.718, 0, 41 %, 36 %, 3304 MiB, 155.23 W, 46
2025/12/17 04:20:02.718, 1, 49 %, 44 %, 3303 MiB, 199.44 W, 46
2025/12/17 04:20:03.719, 0, 41 %, 37 %, 3304 MiB, 168.13 W, 47
2025/12/17 04:20:03.720, 1, 48 %, 44 %, 3303 MiB, 199.39 W, 46
2025/12/17 04:20:04.720, 0, 40 %, 36 %, 3304 MiB, 162.72 W, 46
2025/12/17 04:20:04.721, 1, 48 %, 44 %, 3303 MiB, 197.85 W, 47
2025/12/17 04:20:05.725, 0, 40 %, 35 %, 3304 MiB, 154.34 W, 46
2025/12/17 04:20:05.725, 1, 48 %, 43 %, 3303 MiB, 197.85 W, 47
2025/12/17 04:20:06.726, 0, 40 %, 36 %, 3304 MiB, 161.15 W, 47
2025/12/17 04:20:06.727, 1, 47 %, 44 %, 3303 MiB, 199.58 W, 47
2025/12/17 04:20:07.727, 0, 40 %, 36 %, 3304 MiB, 159.85 W, 48
2025/12/17 04:20:07.728, 1, 49 %, 45 %, 3303 MiB, 199.29 W, 48
2025/12/17 04:20:08.729, 0, 41 %, 36 %, 3304 MiB, 162.42 W, 48
2025/12/17 04:20:08.730, 1, 49 %, 44 %, 3303 MiB, 199.65 W, 48
2025/12/17 04:20:09.730, 0, 41 %, 36 %, 3304 MiB, 170.52 W, 49
2025/12/17 04:20:09.731, 1, 49 %, 43 %, 3303 MiB, 200.35 W, 49
2025/12/17 04:20:10.731, 0, 40 %, 36 %, 3304 MiB, 175.33 W, 50
2025/12/17 04:20:10.732, 1, 49 %, 45 %, 3303 MiB, 199.23 W, 49
2025/12/17 04:20:11.732, 0, 40 %, 36 %, 3304 MiB, 172.19 W, 50
2025/12/17 04:20:11.733, 1, 49 %, 45 %, 3303 MiB, 199.97 W, 50
2025/12/17 04:20:12.733, 0, 41 %, 36 %, 3304 MiB, 168.99 W, 50
2025/12/17 04:20:12.734, 1, 48 %, 43 %, 3303 MiB, 200.94 W, 50
2025/12/17 04:20:13.734, 0, 42 %, 36 %, 3304 MiB, 174.62 W, 51
2025/12/17 04:20:13.735, 1, 48 %, 42 %, 3303 MiB, 201.49 W, 50
2025/12/17 04:20:14.735, 0, 40 %, 36 %, 3304 MiB, 175.60 W, 51
2025/12/17 04:20:14.736, 1, 47 %, 44 %, 3303 MiB, 200.67 W, 51
2025/12/17 04:20:15.736, 0, 40 %, 36 %, 3304 MiB, 173.66 W, 51
2025/12/17 04:20:15.737, 1, 49 %, 45 %, 3303 MiB, 199.08 W, 51
2025/12/17 04:20:16.738, 0, 41 %, 36 %, 3304 MiB, 170.14 W, 51
2025/12/17 04:20:16.739, 1, 48 %, 44 %, 3303 MiB, 201.10 W, 52
2025/12/17 04:20:17.740, 0, 41 %, 36 %, 3304 MiB, 169.61 W, 52
2025/12/17 04:20:17.740, 1, 49 %, 43 %, 3303 MiB, 201.38 W, 52
2025/12/17 04:20:18.741, 0, 40 %, 35 %, 3304 MiB, 174.66 W, 52
2025/12/17 04:20:18.742, 1, 47 %, 43 %, 3303 MiB, 199.73 W, 52
2025/12/17 04:20:19.742, 0, 40 %, 36 %, 3304 MiB, 166.72 W, 52
2025/12/17 04:20:19.743, 1, 47 %, 43 %, 3303 MiB, 199.10 W, 52
2025/12/17 04:20:20.743, 0, 41 %, 36 %, 3304 MiB, 158.76 W, 52
2025/12/17 04:20:20.744, 1, 47 %, 42 %, 3303 MiB, 200.15 W, 53
2025/12/17 04:20:21.745, 0, 40 %, 35 %, 3304 MiB, 158.94 W, 52
2025/12/17 04:20:21.745, 1, 48 %, 42 %, 3303 MiB, 199.92 W, 53
2025/12/17 04:20:22.746, 0, 41 %, 36 %, 3304 MiB, 153.86 W, 52
2025/12/17 04:20:22.746, 1, 47 %, 44 %, 3303 MiB, 198.66 W, 53
2025/12/17 04:20:23.747, 0, 42 %, 36 %, 3304 MiB, 153.76 W, 53
2025/12/17 04:20:23.747, 1, 47 %, 43 %, 3303 MiB, 200.01 W, 54
2025/12/17 04:20:24.748, 0, 41 %, 35 %, 3304 MiB, 160.32 W, 53
2025/12/17 04:20:24.749, 1, 47 %, 42 %, 3303 MiB, 200.84 W, 54
2025/12/17 04:20:25.749, 0, 40 %, 36 %, 3304 MiB, 163.01 W, 54
2025/12/17 04:20:25.750, 1, 48 %, 44 %, 3303 MiB, 199.63 W, 54
2025/12/17 04:20:26.750, 0, 40 %, 36 %, 3304 MiB, 158.14 W, 53
2025/12/17 04:20:26.751, 1, 48 %, 43 %, 3303 MiB, 200.20 W, 54
2025/12/17 04:20:27.751, 0, 40 %, 35 %, 3304 MiB, 156.25 W, 54
