timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/12 05:08:31.316;0;0%;0%; 447 MiB; 14.88 W;29
2025/12/12 05:08:31.317;1;0%;0%; 4 MiB; 13.26 W;26
2025/12/12 05:08:32.318;0;0%;0%; 459 MiB; 25.16 W;31
2025/12/12 05:08:32.331;1;0%;0%; 4 MiB; 22.66 W;27
2025/12/12 05:08:33.332;0;0%;0%; 2634 MiB; 57.36 W;31
2025/12/12 05:08:33.332;1;0%;0%; 2633 MiB; 56.08 W;28
2025/12/12 05:08:34.333;0;2%;0%; 3304 MiB; 57.52 W;32
2025/12/12 05:08:34.333;1;0%;0%; 3303 MiB; 67.44 W;29
2025/12/12 05:08:35.334;0;37%;31%; 3310 MiB; 122.98 W;35
2025/12/12 05:08:35.335;1;43%;38%; 3309 MiB; 171.40 W;34
2025/12/12 05:08:36.335;0;37%;31%; 3312 MiB; 134.99 W;35
2025/12/12 05:08:36.336;1;43%;39%; 3311 MiB; 182.33 W;34
2025/12/12 05:08:37.336;0;38%;31%; 3312 MiB; 135.99 W;36
2025/12/12 05:08:37.337;1;45%;40%; 3311 MiB; 185.59 W;36
2025/12/12 05:08:38.337;0;39%;33%; 3312 MiB; 137.28 W;37
2025/12/12 05:08:38.338;1;45%;40%; 3311 MiB; 186.76 W;36
2025/12/12 05:08:39.339;0;40%;36%; 3312 MiB; 144.06 W;37
2025/12/12 05:08:39.339;1;46%;43%; 3311 MiB; 194.04 W;37
2025/12/12 05:08:40.340;0;40%;35%; 3312 MiB; 147.93 W;38
2025/12/12 05:08:40.341;1;47%;43%; 3311 MiB; 197.27 W;38
2025/12/12 05:08:41.341;0;40%;36%; 3312 MiB; 158.35 W;39
2025/12/12 05:08:41.348;1;47%;44%; 3311 MiB; 196.24 W;38
2025/12/12 05:08:42.349;0;40%;35%; 3312 MiB; 160.24 W;40
2025/12/12 05:08:42.349;1;48%;44%; 3311 MiB; 197.39 W;39
2025/12/12 05:08:43.350;0;37%;31%; 3312 MiB; 155.60 W;40
2025/12/12 05:08:43.350;1;45%;39%; 3311 MiB; 188.81 W;39
2025/12/12 05:08:44.351;0;37%;31%; 3312 MiB; 147.39 W;40
2025/12/12 05:08:44.352;1;45%;39%; 3311 MiB; 186.70 W;40
2025/12/12 05:08:45.352;0;37%;33%; 3312 MiB; 138.92 W;40
2025/12/12 05:08:45.353;1;43%;38%; 3311 MiB; 186.77 W;40
2025/12/12 05:08:46.353;0;38%;31%; 3312 MiB; 139.76 W;40
2025/12/12 05:08:46.354;1;44%;38%; 3311 MiB; 187.07 W;41
2025/12/12 05:08:47.355;0;40%;28%; 3312 MiB; 138.67 W;40
2025/12/12 05:08:47.355;1;44%;39%; 3311 MiB; 187.05 W;41
2025/12/12 05:08:48.356;0;41%;30%; 3312 MiB; 138.89 W;41
