timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/11 08:42:00.404;0;0%;0%; 447 MiB; 15.41 W;29
2025/12/11 08:42:00.405;1;0%;0%; 4 MiB; 13.31 W;26
2025/12/11 08:42:01.406;0;4%;0%; 447 MiB; 42.91 W;31
2025/12/11 08:42:01.406;1;4%;0%; 8 MiB; 38.30 W;28
2025/12/11 08:42:02.407;0;0%;0%; 1966 MiB; 57.57 W;31
2025/12/11 08:42:02.408;1;0%;0%; 1883 MiB; 59.00 W;29
2025/12/11 08:42:03.408;0;38%;25%; 2010 MiB; 103.00 W;34
2025/12/11 08:42:03.409;1;45%;35%; 1927 MiB; 145.35 W;33
2025/12/11 08:42:04.409;0;39%;25%; 2010 MiB; 122.94 W;35
2025/12/11 08:42:04.410;1;45%;34%; 1927 MiB; 185.69 W;35
2025/12/11 08:42:05.410;0;37%;24%; 2010 MiB; 114.88 W;35
2025/12/11 08:42:05.411;1;43%;34%; 1927 MiB; 172.21 W;35
2025/12/11 08:42:06.412;0;35%;23%; 2010 MiB; 115.36 W;36
2025/12/11 08:42:06.413;1;42%;33%; 1927 MiB; 172.62 W;36
2025/12/11 08:42:07.413;0;37%;24%; 2010 MiB; 121.22 W;36
2025/12/11 08:42:07.414;1;44%;34%; 1927 MiB; 183.17 W;37
2025/12/11 08:42:08.415;0;37%;25%; 2012 MiB; 117.32 W;36
2025/12/11 08:42:08.415;1;44%;35%; 1929 MiB; 175.58 W;37
2025/12/11 08:42:09.416;0;37%;24%; 2012 MiB; 121.85 W;37
2025/12/11 08:42:09.417;1;45%;34%; 1929 MiB; 183.73 W;38
2025/12/11 08:42:10.417;0;38%;25%; 2012 MiB; 116.88 W;37
2025/12/11 08:42:10.418;1;45%;35%; 1929 MiB; 175.11 W;38
2025/12/11 08:42:11.419;0;38%;24%; 2012 MiB; 124.50 W;38
2025/12/11 08:42:11.419;1;45%;34%; 1929 MiB; 187.51 W;39
2025/12/11 08:42:12.420;0;37%;25%; 2012 MiB; 117.90 W;38
2025/12/11 08:42:12.420;1;43%;34%; 1929 MiB; 176.91 W;39
2025/12/11 08:42:13.421;0;35%;22%; 2012 MiB; 122.17 W;37
2025/12/11 08:42:13.421;1;44%;33%; 1929 MiB; 180.45 W;38
2025/12/11 08:42:14.422;0;36%;24%; 2012 MiB; 117.11 W;38
2025/12/11 08:42:14.423;1;44%;34%; 1929 MiB; 175.41 W;40
2025/12/11 08:42:15.423;0;38%;24%; 2012 MiB; 122.76 W;39
2025/12/11 08:42:15.424;1;44%;33%; 1929 MiB; 184.18 W;41
2025/12/11 08:42:16.424;0;37%;24%; 2012 MiB; 117.29 W;39
2025/12/11 08:42:16.425;1;43%;33%; 1929 MiB; 175.67 W;41
2025/12/11 08:42:17.425;0;38%;24%; 2012 MiB; 124.23 W;39
2025/12/11 08:42:17.426;1;46%;34%; 1929 MiB; 187.12 W;42
2025/12/11 08:42:18.427;0;36%;25%; 2012 MiB; 112.80 W;40
2025/12/11 08:42:18.427;1;35%;27%; 1929 MiB; 167.73 W;42
2025/12/11 08:42:19.428;0;37%;24%; 2012 MiB; 123.14 W;40
2025/12/11 08:42:19.429;1;44%;33%; 1929 MiB; 184.68 W;43
2025/12/11 08:42:20.429;0;38%;24%; 2012 MiB; 123.51 W;40
2025/12/11 08:42:20.430;1;44%;32%; 1929 MiB; 184.70 W;43
2025/12/11 08:42:21.431;0;28%;18%; 2012 MiB; 115.25 W;40
2025/12/11 08:42:21.432;1;44%;34%; 1929 MiB; 168.52 W;42
2025/12/11 08:42:22.432;0;37%;24%; 2012 MiB; 118.08 W;41
2025/12/11 08:42:22.433;1;44%;34%; 1929 MiB; 176.54 W;44
2025/12/11 08:42:23.434;0;28%;18%; 2012 MiB; 112.60 W;41
2025/12/11 08:42:23.435;1;23%;17%; 1929 MiB; 167.63 W;44
2025/12/11 08:42:24.435;0;37%;24%; 2012 MiB; 123.65 W;41
2025/12/11 08:42:24.436;1;45%;34%; 1929 MiB; 185.77 W;45
2025/12/11 08:42:25.436;0;36%;24%; 2012 MiB; 118.38 W;42
2025/12/11 08:42:25.437;1;44%;34%; 1929 MiB; 176.92 W;45
2025/12/11 08:42:26.438;0;36%;24%; 2012 MiB; 118.09 W;42
2025/12/11 08:42:26.438;1;43%;34%; 1929 MiB; 176.75 W;45
2025/12/11 08:42:27.439;0;38%;24%; 2012 MiB; 124.84 W;42
2025/12/11 08:42:27.439;1;45%;34%; 1929 MiB; 187.35 W;46
2025/12/11 08:42:28.440;0;39%;24%; 2012 MiB; 126.99 W;43
2025/12/11 08:42:28.440;1;45%;33%; 1929 MiB; 189.84 W;47
2025/12/11 08:42:29.441;0;31%;21%; 2012 MiB; 122.23 W;43
2025/12/11 08:42:29.442;1;24%;18%; 1929 MiB; 180.89 W;46
2025/12/11 08:42:30.442;0;36%;24%; 2012 MiB; 125.45 W;43
2025/12/11 08:42:30.443;1;44%;33%; 1929 MiB; 187.20 W;47
2025/12/11 08:42:31.444;0;37%;23%; 2012 MiB; 126.19 W;44
2025/12/11 08:42:31.444;1;44%;33%; 1929 MiB; 187.65 W;48
2025/12/11 08:42:32.445;0;36%;24%; 2012 MiB; 120.63 W;44
2025/12/11 08:42:32.445;1;44%;34%; 1929 MiB; 176.85 W;48
2025/12/11 08:42:33.446;0;37%;24%; 2014 MiB; 126.28 W;44
2025/12/11 08:42:33.447;1;45%;33%; 1931 MiB; 187.90 W;48
2025/12/11 08:42:34.447;0;36%;24%; 2014 MiB; 120.39 W;44
2025/12/11 08:42:34.448;1;44%;34%; 1931 MiB; 179.07 W;49
2025/12/11 08:42:35.449;0;38%;24%; 2014 MiB; 127.12 W;45
2025/12/11 08:42:35.450;1;45%;34%; 1931 MiB; 189.91 W;49
2025/12/11 08:42:36.450;0;37%;25%; 2014 MiB; 122.86 W;45
2025/12/11 08:42:36.451;1;44%;34%; 1931 MiB; 182.44 W;49
2025/12/11 08:42:37.452;0;37%;24%; 2014 MiB; 126.71 W;45
2025/12/11 08:42:37.452;1;44%;33%; 1931 MiB; 189.04 W;50
2025/12/11 08:42:38.453;0;37%;23%; 2014 MiB; 127.09 W;45
2025/12/11 08:42:38.453;1;44%;32%; 1931 MiB; 188.96 W;50
2025/12/11 08:42:39.454;0;37%;24%; 2014 MiB; 121.37 W;45
2025/12/11 08:42:39.455;1;44%;34%; 1931 MiB; 180.68 W;50
2025/12/11 08:42:40.455;0;36%;23%; 2014 MiB; 127.26 W;46
2025/12/11 08:42:40.456;1;44%;33%; 1931 MiB; 189.39 W;51
2025/12/11 08:42:41.456;0;22%;15%; 2014 MiB; 111.82 W;45
2025/12/11 08:42:41.457;1;27%;20%; 1931 MiB; 163.90 W;49
2025/12/11 08:42:42.457;0;36%;24%; 2014 MiB; 121.59 W;46
2025/12/11 08:42:42.458;1;44%;34%; 1931 MiB; 181.90 W;51
2025/12/11 08:42:43.459;0;36%;24%; 2014 MiB; 121.79 W;46
2025/12/11 08:42:43.459;1;44%;34%; 1931 MiB; 181.25 W;51
2025/12/11 08:42:44.460;0;28%;18%; 2014 MiB; 124.98 W;46
2025/12/11 08:42:44.460;1;44%;33%; 1931 MiB; 182.77 W;50
2025/12/11 08:42:45.461;0;37%;24%; 2014 MiB; 124.90 W;47
2025/12/11 08:42:45.462;1;44%;34%; 1931 MiB; 182.27 W;52
2025/12/11 08:42:46.463;0;36%;24%; 2014 MiB; 123.39 W;47
2025/12/11 08:42:46.464;1;44%;34%; 1931 MiB; 184.80 W;52
2025/12/11 08:42:47.464;0;20%;13%; 2014 MiB; 116.87 W;47
2025/12/11 08:42:47.465;1;23%;18%; 1931 MiB; 174.33 W;52
2025/12/11 08:42:48.466;0;34%;22%; 2014 MiB; 117.30 W;46
2025/12/11 08:42:48.467;1;44%;34%; 1931 MiB; 179.23 W;51
2025/12/11 08:42:49.467;0;37%;24%; 2014 MiB; 123.53 W;48
2025/12/11 08:42:49.468;1;44%;34%; 1931 MiB; 183.59 W;53
2025/12/11 08:42:50.468;0;37%;24%; 2014 MiB; 123.21 W;48
2025/12/11 08:42:50.469;1;44%;34%; 1931 MiB; 184.08 W;53
2025/12/11 08:42:51.470;0;37%;24%; 2014 MiB; 128.57 W;48
2025/12/11 08:42:51.470;1;44%;33%; 1931 MiB; 192.61 W;53
2025/12/11 08:42:52.471;0;38%;25%; 2014 MiB; 123.84 W;48
2025/12/11 08:42:52.471;1;46%;35%; 1931 MiB; 184.96 W;54
2025/12/11 08:42:53.472;0;38%;25%; 2014 MiB; 131.54 W;49
2025/12/11 08:42:53.472;1;46%;34%; 1931 MiB; 196.52 W;54
2025/12/11 08:42:54.473;0;35%;22%; 2014 MiB; 125.89 W;48
2025/12/11 08:42:54.474;1;45%;33%; 1931 MiB; 192.17 W;53
2025/12/11 08:42:55.474;0;36%;24%; 2014 MiB; 124.14 W;49
2025/12/11 08:42:55.475;1;44%;34%; 1931 MiB; 184.60 W;54
2025/12/11 08:42:56.476;0;39%;25%; 2014 MiB; 130.25 W;49
2025/12/11 08:42:56.476;1;46%;34%; 1931 MiB; 194.37 W;55
2025/12/11 08:42:57.477;0;29%;19%; 2014 MiB; 125.48 W;49
2025/12/11 08:42:57.477;1;23%;17%; 1931 MiB; 187.10 W;55
2025/12/11 08:42:58.478;0;38%;25%; 2014 MiB; 131.39 W;50
2025/12/11 08:42:58.479;1;45%;34%; 1931 MiB; 196.30 W;55
2025/12/11 08:42:59.480;0;36%;24%; 2014 MiB; 125.71 W;50
2025/12/11 08:42:59.480;1;45%;35%; 1931 MiB; 187.54 W;55
2025/12/11 08:43:00.481;0;36%;24%; 2014 MiB; 124.20 W;50
2025/12/11 08:43:00.482;1;45%;35%; 1931 MiB; 185.35 W;56
2025/12/11 08:43:01.482;0;20%;13%; 2014 MiB; 113.21 W;49
2025/12/11 08:43:01.483;1;30%;23%; 1931 MiB; 168.04 W;55
2025/12/11 08:43:02.484;0;38%;25%; 2014 MiB; 131.35 W;50
2025/12/11 08:43:02.484;1;46%;35%; 1931 MiB; 191.93 W;56
2025/12/11 08:43:03.485;0;37%;24%; 2014 MiB; 124.56 W;50
2025/12/11 08:43:03.486;1;44%;34%; 1931 MiB; 186.77 W;56
2025/12/11 08:43:04.486;0;37%;24%; 2014 MiB; 130.44 W;51
2025/12/11 08:43:04.487;1;44%;33%; 1931 MiB; 194.96 W;57
2025/12/11 08:43:05.487;0;37%;24%; 2014 MiB; 125.30 W;51
2025/12/11 08:43:05.488;1;44%;34%; 1931 MiB; 187.03 W;57
2025/12/11 08:43:06.488;0;37%;24%; 2014 MiB; 130.52 W;51
2025/12/11 08:43:06.489;1;44%;33%; 1931 MiB; 194.88 W;57
2025/12/11 08:43:07.490;0;37%;23%; 2014 MiB; 130.97 W;51
2025/12/11 08:43:07.490;1;45%;32%; 1931 MiB; 195.00 W;57
2025/12/11 08:43:08.491;0;36%;24%; 2014 MiB; 124.82 W;51
2025/12/11 08:43:08.491;1;44%;34%; 1931 MiB; 185.48 W;57
2025/12/11 08:43:09.496;0;36%;24%; 2014 MiB; 124.57 W;51
2025/12/11 08:43:09.496;1;44%;34%; 1931 MiB; 185.74 W;57
2025/12/11 08:43:10.497;0;38%;25%; 2014 MiB; 126.09 W;51
2025/12/11 08:43:10.498;1;24%;18%; 1931 MiB; 186.40 W;56
2025/12/11 08:43:11.498;0;36%;24%; 2014 MiB; 125.13 W;52
2025/12/11 08:43:11.499;1;45%;34%; 1931 MiB; 187.46 W;58
2025/12/11 08:43:12.500;0;38%;24%; 2014 MiB; 130.94 W;52
2025/12/11 08:43:12.500;1;41%;30%; 1931 MiB; 193.41 W;57
2025/12/11 08:43:13.501;0;37%;24%; 2014 MiB; 125.32 W;52
2025/12/11 08:43:13.501;1;45%;34%; 1931 MiB; 185.02 W;58
2025/12/11 08:43:14.502;0;20%;13%; 2014 MiB; 124.83 W;52
2025/12/11 08:43:14.502;1;45%;35%; 1931 MiB; 185.03 W;58
2025/12/11 08:43:15.503;0;37%;24%; 2014 MiB; 130.85 W;52
2025/12/11 08:43:15.503;1;44%;33%; 1931 MiB; 194.14 W;58
2025/12/11 08:43:16.504;0;36%;24%; 2014 MiB; 125.45 W;52
2025/12/11 08:43:16.504;1;44%;33%; 1931 MiB; 185.27 W;58
2025/12/11 08:43:17.505;0;37%;24%; 2014 MiB; 131.45 W;53
2025/12/11 08:43:17.505;1;44%;32%; 1931 MiB; 194.98 W;58
2025/12/11 08:43:18.506;0;36%;24%; 2014 MiB; 125.70 W;53
2025/12/11 08:43:18.507;1;44%;34%; 1931 MiB; 186.65 W;59
2025/12/11 08:43:19.507;0;37%;24%; 2014 MiB; 131.89 W;53
2025/12/11 08:43:19.508;1;45%;33%; 1931 MiB; 195.60 W;59
2025/12/11 08:43:20.508;0;38%;23%; 2014 MiB; 130.65 W;53
2025/12/11 08:43:20.509;1;45%;32%; 1931 MiB; 194.88 W;59
2025/12/11 08:43:21.510;0;22%;14%; 2014 MiB; 123.47 W;53
2025/12/11 08:43:21.510;1;44%;34%; 1931 MiB; 186.28 W;59
2025/12/11 08:43:22.511;0;37%;24%; 2014 MiB; 128.40 W;53
2025/12/11 08:43:22.512;1;44%;33%; 1931 MiB; 195.34 W;59
2025/12/11 08:43:23.513;0;38%;24%; 2014 MiB; 129.66 W;53
2025/12/11 08:43:23.513;1;44%;32%; 1931 MiB; 196.18 W;59
