timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/10 08:06:39.588;0;0%;0%; 447 MiB; 14.77 W;29
2025/12/10 08:06:39.589;1;0%;0%; 4 MiB; 13.30 W;26
2025/12/10 08:06:40.590;0;1%;0%; 447 MiB; 27.14 W;31
2025/12/10 08:06:40.591;1;0%;0%; 19 MiB; 24.08 W;28
2025/12/10 08:06:41.591;0;9%;0%; 1966 MiB; 57.42 W;31
2025/12/10 08:06:41.592;1;46%;1%; 1883 MiB; 56.52 W;28
2025/12/10 08:06:42.592;0;36%;24%; 2014 MiB; 88.08 W;34
2025/12/10 08:06:42.593;1;44%;34%; 1931 MiB; 125.59 W;33
2025/12/10 08:06:43.594;0;22%;12%; 2016 MiB; 92.45 W;34
2025/12/10 08:06:43.595;1;25%;17%; 1933 MiB; 134.78 W;33
2025/12/10 08:06:44.595;0;10%;4%; 2016 MiB; 85.90 W;33
2025/12/10 08:06:44.596;1;11%;5%; 1933 MiB; 118.58 W;31
2025/12/10 08:06:45.597;0;22%;14%; 2016 MiB; 85.36 W;35
2025/12/10 08:06:45.598;1;28%;19%; 1933 MiB; 92.89 W;32
2025/12/10 08:06:46.598;0;28%;17%; 2016 MiB; 82.32 W;34
2025/12/10 08:06:46.599;1;35%;24%; 1933 MiB; 88.61 W;31
2025/12/10 08:06:47.600;0;10%;4%; 2016 MiB; 85.62 W;34
2025/12/10 08:06:47.600;1;10%;5%; 1933 MiB; 97.86 W;32
2025/12/10 08:06:48.601;0;30%;19%; 2016 MiB; 76.52 W;35
2025/12/10 08:06:48.602;1;35%;26%; 1933 MiB; 96.52 W;34
2025/12/10 08:06:49.602;0;28%;17%; 2016 MiB; 88.04 W;35
2025/12/10 08:06:49.603;1;35%;24%; 1933 MiB; 105.47 W;33
2025/12/10 08:06:50.604;0;10%;4%; 2018 MiB; 82.35 W;34
2025/12/10 08:06:50.604;1;11%;5%; 1935 MiB; 88.66 W;32
2025/12/10 08:06:51.605;0;10%;4%; 2018 MiB; 81.39 W;35
2025/12/10 08:06:51.605;1;11%;5%; 1935 MiB; 87.50 W;32
2025/12/10 08:06:52.606;0;10%;4%; 2018 MiB; 70.09 W;35
2025/12/10 08:06:52.606;1;11%;5%; 1935 MiB; 71.64 W;32
2025/12/10 08:06:53.607;0;10%;4%; 2018 MiB; 76.01 W;35
2025/12/10 08:06:53.608;1;11%;5%; 1935 MiB; 79.53 W;32
2025/12/10 08:06:54.608;0;6%;3%; 2018 MiB; 74.85 W;35
2025/12/10 08:06:54.609;1;6%;3%; 1935 MiB; 78.24 W;32
2025/12/10 08:06:55.609;0;32%;20%; 2018 MiB; 77.08 W;36
2025/12/10 08:06:55.610;1;40%;27%; 1935 MiB; 81.38 W;33
2025/12/10 08:06:56.611;0;10%;4%; 2018 MiB; 86.80 W;36
2025/12/10 08:06:56.612;1;11%;5%; 1935 MiB; 94.59 W;33
2025/12/10 08:06:57.612;0;6%;3%; 2018 MiB; 76.22 W;36
2025/12/10 08:06:57.613;1;6%;3%; 1935 MiB; 80.22 W;33
2025/12/10 08:06:58.614;0;28%;18%; 2018 MiB; 91.02 W;37
2025/12/10 08:06:58.614;1;33%;25%; 1935 MiB; 103.96 W;35
2025/12/10 08:06:59.615;0;31%;20%; 2018 MiB; 79.82 W;38
2025/12/10 08:06:59.616;1;37%;27%; 1935 MiB; 97.88 W;36
2025/12/10 08:07:00.616;0;22%;15%; 2018 MiB; 90.92 W;37
2025/12/10 08:07:00.617;1;26%;20%; 1935 MiB; 117.48 W;36
2025/12/10 08:07:01.617;0;10%;4%; 2018 MiB; 76.47 W;36
2025/12/10 08:07:01.618;1;10%;5%; 1935 MiB; 95.26 W;34
2025/12/10 08:07:02.618;0;11%;5%; 2018 MiB; 87.95 W;37
2025/12/10 08:07:02.619;1;12%;6%; 1935 MiB; 105.95 W;35
2025/12/10 08:07:03.620;0;18%;10%; 2018 MiB; 81.50 W;38
2025/12/10 08:07:03.620;1;20%;13%; 1935 MiB; 109.32 W;37
2025/12/10 08:07:04.621;0;8%;3%; 2018 MiB; 77.94 W;37
2025/12/10 08:07:04.622;1;9%;4%; 1935 MiB; 92.94 W;34
2025/12/10 08:07:05.622;0;7%;3%; 2018 MiB; 70.26 W;37
2025/12/10 08:07:05.623;1;8%;4%; 1935 MiB; 71.87 W;34
2025/12/10 08:07:06.623;0;11%;5%; 2018 MiB; 83.97 W;37
2025/12/10 08:07:06.624;1;12%;6%; 1935 MiB; 91.03 W;35
2025/12/10 08:07:07.625;0;10%;4%; 2018 MiB; 79.71 W;38
2025/12/10 08:07:07.625;1;10%;5%; 1935 MiB; 95.87 W;35
2025/12/10 08:07:08.626;0;25%;17%; 2018 MiB; 78.50 W;38
2025/12/10 08:07:08.627;1;30%;24%; 1935 MiB; 106.57 W;36
2025/12/10 08:07:09.627;0;9%;4%; 2018 MiB; 70.44 W;37
2025/12/10 08:07:09.628;1;11%;5%; 1935 MiB; 76.06 W;35
2025/12/10 08:07:10.629;0;11%;5%; 2018 MiB; 75.97 W;38
2025/12/10 08:07:10.630;1;12%;6%; 1935 MiB; 79.44 W;35
2025/12/10 08:07:11.630;0;19%;10%; 2018 MiB; 84.46 W;39
2025/12/10 08:07:11.631;1;23%;14%; 1935 MiB; 92.53 W;37
2025/12/10 08:07:12.632;0;9%;4%; 2018 MiB; 79.11 W;39
2025/12/10 08:07:12.632;1;10%;5%; 1935 MiB; 86.44 W;37
2025/12/10 08:07:13.633;0;6%;3%; 2018 MiB; 96.06 W;40
2025/12/10 08:07:13.634;1;5%;3%; 1935 MiB; 120.98 W;39
2025/12/10 08:07:14.634;0;9%;4%; 2018 MiB; 83.21 W;38
2025/12/10 08:07:14.635;1;9%;5%; 1935 MiB; 116.30 W;37
2025/12/10 08:07:15.635;0;10%;5%; 2018 MiB; 80.56 W;39
2025/12/10 08:07:15.636;1;10%;7%; 1935 MiB; 104.52 W;37
2025/12/10 08:07:16.636;0;16%;9%; 2018 MiB; 77.98 W;39
2025/12/10 08:07:16.637;1;18%;13%; 1935 MiB; 107.60 W;38
2025/12/10 08:07:17.637;0;26%;16%; 2018 MiB; 80.81 W;40
2025/12/10 08:07:17.638;1;32%;22%; 1935 MiB; 99.00 W;38
2025/12/10 08:07:18.639;0;8%;4%; 2018 MiB; 88.03 W;39
2025/12/10 08:07:18.639;1;11%;6%; 1935 MiB; 95.71 W;37
2025/12/10 08:07:19.640;0;9%;5%; 2018 MiB; 75.41 W;39
2025/12/10 08:07:19.641;1;10%;6%; 1935 MiB; 78.42 W;37
2025/12/10 08:07:20.641;0;36%;24%; 2018 MiB; 98.35 W;40
2025/12/10 08:07:20.642;1;45%;33%; 1935 MiB; 113.72 W;40
2025/12/10 08:07:21.642;0;32%;21%; 2018 MiB; 96.49 W;40
2025/12/10 08:07:21.643;1;38%;30%; 1935 MiB; 138.91 W;39
2025/12/10 08:07:22.644;0;21%;12%; 2018 MiB; 85.49 W;40
2025/12/10 08:07:22.645;1;27%;17%; 1935 MiB; 112.99 W;38
2025/12/10 08:07:23.646;0;6%;2%; 2018 MiB; 79.99 W;41
2025/12/10 08:07:23.646;1;5%;3%; 1935 MiB; 85.32 W;39
2025/12/10 08:07:24.647;0;11%;5%; 2018 MiB; 88.47 W;40
2025/12/10 08:07:24.648;1;12%;6%; 1935 MiB; 96.64 W;37
2025/12/10 08:07:25.648;0;10%;4%; 2018 MiB; 83.65 W;41
2025/12/10 08:07:25.649;1;11%;5%; 1935 MiB; 89.81 W;38
2025/12/10 08:07:26.649;0;10%;4%; 2018 MiB; 82.68 W;40
2025/12/10 08:07:26.650;1;11%;5%; 1935 MiB; 87.76 W;38
2025/12/10 08:07:27.651;0;21%;13%; 2018 MiB; 79.06 W;41
2025/12/10 08:07:27.651;1;25%;17%; 1935 MiB; 82.69 W;39
2025/12/10 08:07:28.652;0;6%;2%; 2018 MiB; 81.88 W;41
2025/12/10 08:07:28.652;1;5%;3%; 1935 MiB; 87.28 W;38
2025/12/10 08:07:29.653;0;33%;22%; 2018 MiB; 91.67 W;42
2025/12/10 08:07:29.654;1;41%;31%; 1935 MiB; 102.81 W;40
