timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/18 14:03:22.800, 0, 0 %, 0 %, 3314 MiB, 15.16 W, 33
2025/12/18 14:03:22.803, 1, 0 %, 0 %, 3313 MiB, 13.61 W, 29
2025/12/18 14:03:23.804, 0, 35 %, 25 %, 3314 MiB, 45.03 W, 38
2025/12/18 14:03:23.810, 1, 42 %, 34 %, 3313 MiB, 43.76 W, 34
2025/12/18 14:03:24.811, 0, 38 %, 27 %, 3314 MiB, 134.17 W, 39
2025/12/18 14:03:24.812, 1, 42 %, 35 %, 3313 MiB, 160.48 W, 36
2025/12/18 14:03:25.812, 0, 40 %, 33 %, 3314 MiB, 137.77 W, 40
2025/12/18 14:03:25.813, 1, 47 %, 39 %, 3313 MiB, 178.08 W, 37
2025/12/18 14:03:26.814, 0, 41 %, 34 %, 3314 MiB, 159.31 W, 42
2025/12/18 14:03:26.814, 1, 48 %, 43 %, 3313 MiB, 194.85 W, 38
2025/12/18 14:03:27.815, 0, 39 %, 29 %, 3314 MiB, 166.08 W, 42
2025/12/18 14:03:27.816, 1, 45 %, 37 %, 3313 MiB, 184.24 W, 39
2025/12/18 14:03:28.816, 0, 37 %, 27 %, 3314 MiB, 162.11 W, 43
2025/12/18 14:03:28.817, 1, 37 %, 29 %, 3313 MiB, 177.36 W, 39
2025/12/18 14:03:29.817, 0, 39 %, 30 %, 3314 MiB, 146.15 W, 43
2025/12/18 14:03:29.818, 1, 47 %, 37 %, 3313 MiB, 180.40 W, 40
2025/12/18 14:03:30.818, 0, 30 %, 22 %, 3314 MiB, 138.87 W, 42
2025/12/18 14:03:30.819, 1, 41 %, 34 %, 3313 MiB, 176.32 W, 39
2025/12/18 14:03:31.820, 0, 34 %, 26 %, 3314 MiB, 134.37 W, 43
2025/12/18 14:03:31.820, 1, 43 %, 36 %, 3313 MiB, 170.46 W, 40
2025/12/18 14:03:32.821, 0, 36 %, 26 %, 3314 MiB, 141.77 W, 43
2025/12/18 14:03:32.822, 1, 40 %, 33 %, 3313 MiB, 176.49 W, 40
2025/12/18 14:03:33.823, 0, 36 %, 28 %, 3314 MiB, 142.30 W, 44
2025/12/18 14:03:33.823, 1, 39 %, 30 %, 3313 MiB, 175.92 W, 42
2025/12/18 14:03:34.824, 0, 36 %, 28 %, 3314 MiB, 141.52 W, 44
2025/12/18 14:03:34.825, 1, 43 %, 36 %, 3313 MiB, 178.76 W, 42
2025/12/18 14:03:35.825, 0, 36 %, 28 %, 3314 MiB, 140.56 W, 45
2025/12/18 14:03:35.826, 1, 43 %, 36 %, 3313 MiB, 174.81 W, 43
2025/12/18 14:03:36.826, 0, 40 %, 28 %, 3314 MiB, 145.52 W, 45
2025/12/18 14:03:36.827, 1, 42 %, 32 %, 3313 MiB, 182.77 W, 43
2025/12/18 14:03:37.828, 0, 37 %, 28 %, 3314 MiB, 140.82 W, 45
2025/12/18 14:03:37.829, 1, 44 %, 34 %, 3313 MiB, 178.20 W, 44
2025/12/18 14:03:38.829, 0, 37 %, 29 %, 3314 MiB, 141.78 W, 46
2025/12/18 14:03:38.830, 1, 41 %, 34 %, 3313 MiB, 179.68 W, 44
2025/12/18 14:03:39.831, 0, 38 %, 28 %, 3314 MiB, 140.19 W, 46
2025/12/18 14:03:39.831, 1, 44 %, 36 %, 3313 MiB, 178.75 W, 44
2025/12/18 14:03:40.832, 0, 36 %, 28 %, 3314 MiB, 139.64 W, 46
2025/12/18 14:03:40.832, 1, 43 %, 36 %, 3313 MiB, 171.52 W, 45
2025/12/18 14:03:41.833, 0, 41 %, 34 %, 3314 MiB, 147.26 W, 48
2025/12/18 14:03:41.833, 1, 48 %, 42 %, 3313 MiB, 180.65 W, 46
2025/12/18 14:03:42.834, 0, 40 %, 34 %, 3314 MiB, 171.15 W, 49
2025/12/18 14:03:42.835, 1, 47 %, 41 %, 3313 MiB, 198.68 W, 46
2025/12/18 14:03:43.835, 0, 37 %, 28 %, 3314 MiB, 171.52 W, 49
2025/12/18 14:03:43.836, 1, 44 %, 34 %, 3313 MiB, 185.07 W, 46
2025/12/18 14:03:44.837, 0, 41 %, 30 %, 3314 MiB, 168.40 W, 50
2025/12/18 14:03:44.837, 1, 43 %, 35 %, 3313 MiB, 183.55 W, 47
2025/12/18 14:03:45.838, 0, 40 %, 30 %, 3314 MiB, 169.24 W, 50
2025/12/18 14:03:45.839, 1, 43 %, 34 %, 3313 MiB, 180.13 W, 47
2025/12/18 14:03:46.839, 0, 38 %, 30 %, 3314 MiB, 167.48 W, 50
2025/12/18 14:03:46.840, 1, 44 %, 34 %, 3313 MiB, 182.50 W, 48
