Time;CPU Usage
15/12/2025 14:34;2,25%
15/12/2025 14:35;1,81%
15/12/2025 14:35;2,32%
15/12/2025 14:36;2,25%
15/12/2025 14:36;2,66%
15/12/2025 14:37;2,13%
15/12/2025 14:37;2,46%
15/12/2025 14:38;2,29%
15/12/2025 14:38;2,42%
15/12/2025 14:39;2,33%
15/12/2025 14:39;2,30%
15/12/2025 14:40;2,32%
15/12/2025 14:40;2,32%
15/12/2025 14:41;2,37%
15/12/2025 14:41;2,40%
15/12/2025 14:42;2,32%
15/12/2025 14:42;2,40%
15/12/2025 14:43;2,44%
15/12/2025 14:43;2,41%
15/12/2025 14:44;2,23%
15/12/2025 14:44;2,53%
15/12/2025 14:45;2,21%
15/12/2025 14:45;2,33%
15/12/2025 14:46;2,42%
15/12/2025 14:46;2,45%
15/12/2025 14:47;2,06%
15/12/2025 14:47;2,54%
15/12/2025 14:48;2,20%
15/12/2025 14:48;2,25%
15/12/2025 14:49;2,33%
15/12/2025 14:49;2,34%
15/12/2025 14:50;2,30%
15/12/2025 14:50;2,32%
15/12/2025 14:51;2,27%
15/12/2025 14:51;2,25%
15/12/2025 14:52;2,26%
15/12/2025 14:52;2,24%
15/12/2025 14:53;2,34%
15/12/2025 14:53;2,45%
15/12/2025 14:54;2,18%
15/12/2025 14:54;2,41%
15/12/2025 14:55;2,14%
15/12/2025 14:55;2,30%
15/12/2025 14:56;2,23%
15/12/2025 14:56;2,28%
15/12/2025 14:57;2,24%
15/12/2025 14:57;2,41%
15/12/2025 14:58;2,21%
15/12/2025 14:58;2,29%
15/12/2025 14:59;2,22%
15/12/2025 14:59;2,29%
15/12/2025 15:00;2,11%
15/12/2025 15:00;2,44%
15/12/2025 15:01;2,08%
15/12/2025 15:01;2,26%
15/12/2025 15:02;2,40%
15/12/2025 15:02;2,37%
15/12/2025 15:03;2,29%
15/12/2025 15:03;2,28%
15/12/2025 15:04;2,16%
15/12/2025 15:04;2,30%
15/12/2025 15:05;2,16%
15/12/2025 15:05;2,38%
15/12/2025 15:06;2,01%
15/12/2025 15:06;2,55%
15/12/2025 15:07;2,17%
15/12/2025 15:07;2,31%
15/12/2025 15:08;2,12%
15/12/2025 15:08;2,44%
15/12/2025 15:09;2,20%
15/12/2025 15:09;2,29%
15/12/2025 15:10;2,39%
15/12/2025 15:10;2,37%
15/12/2025 15:11;2,19%
15/12/2025 15:11;2,30%
15/12/2025 15:12;2,21%
15/12/2025 15:12;2,48%
15/12/2025 15:13;2,30%
15/12/2025 15:13;2,35%
15/12/2025 15:14;2,09%
15/12/2025 15:14;2,51%
15/12/2025 15:15;2,19%
15/12/2025 15:15;2,49%
15/12/2025 15:16;2,20%
15/12/2025 15:16;2,37%
15/12/2025 15:17;2,28%
15/12/2025 15:17;2,23%
15/12/2025 15:18;2,35%
15/12/2025 15:18;2,43%
15/12/2025 15:19;2,28%
15/12/2025 15:19;2,44%
15/12/2025 15:20;2,03%
15/12/2025 15:20;2,41%
15/12/2025 15:21;2,38%
15/12/2025 15:21;2,45%
15/12/2025 15:22;2,25%
15/12/2025 15:22;2,28%
15/12/2025 15:23;2,49%
15/12/2025 15:23;2,30%
15/12/2025 15:24;2,26%
15/12/2025 15:24;2,36%
15/12/2025 15:25;2,15%
;2,30%
