Time;Memory Usage
15/12/2025 14:34;8,61%
15/12/2025 14:35;8,58%
15/12/2025 14:35;9,19%
15/12/2025 14:36;9,48%
15/12/2025 14:36;9,43%
15/12/2025 14:37;9,45%
15/12/2025 14:37;9,43%
15/12/2025 14:38;9,45%
15/12/2025 14:38;9,48%
15/12/2025 14:39;9,44%
15/12/2025 14:39;9,45%
15/12/2025 14:40;9,48%
15/12/2025 14:40;9,47%
15/12/2025 14:41;9,49%
15/12/2025 14:41;9,53%
15/12/2025 14:42;9,51%
15/12/2025 14:42;9,53%
15/12/2025 14:43;9,51%
15/12/2025 14:43;9,50%
15/12/2025 14:44;9,52%
15/12/2025 14:44;9,55%
15/12/2025 14:45;9,53%
15/12/2025 14:45;9,56%
15/12/2025 14:46;9,52%
15/12/2025 14:46;9,52%
15/12/2025 14:47;9,55%
15/12/2025 14:47;9,55%
15/12/2025 14:48;9,56%
15/12/2025 14:48;9,55%
15/12/2025 14:49;9,56%
15/12/2025 14:49;9,57%
15/12/2025 14:50;9,56%
15/12/2025 14:50;9,59%
15/12/2025 14:51;9,57%
15/12/2025 14:51;9,57%
15/12/2025 14:52;9,58%
15/12/2025 14:52;9,56%
15/12/2025 14:53;9,56%
15/12/2025 14:53;9,56%
15/12/2025 14:54;9,59%
15/12/2025 14:54;9,58%
15/12/2025 14:55;9,58%
15/12/2025 14:55;9,60%
15/12/2025 14:56;9,58%
15/12/2025 14:56;9,59%
15/12/2025 14:57;9,58%
15/12/2025 14:57;9,60%
15/12/2025 14:58;9,57%
15/12/2025 14:58;9,58%
15/12/2025 14:59;9,58%
15/12/2025 14:59;9,60%
15/12/2025 15:00;9,59%
15/12/2025 15:00;9,59%
15/12/2025 15:01;9,57%
15/12/2025 15:01;9,58%
15/12/2025 15:02;9,56%
15/12/2025 15:02;9,59%
15/12/2025 15:03;9,62%
15/12/2025 15:03;9,61%
15/12/2025 15:04;9,62%
15/12/2025 15:04;9,59%
15/12/2025 15:05;9,61%
15/12/2025 15:05;9,61%
15/12/2025 15:06;9,61%
15/12/2025 15:06;9,62%
15/12/2025 15:07;9,61%
15/12/2025 15:07;9,62%
15/12/2025 15:08;9,62%
15/12/2025 15:08;9,62%
15/12/2025 15:09;9,62%
15/12/2025 15:09;9,63%
15/12/2025 15:10;9,64%
15/12/2025 15:10;9,65%
15/12/2025 15:11;9,64%
15/12/2025 15:11;9,66%
15/12/2025 15:12;9,66%
15/12/2025 15:12;9,68%
15/12/2025 15:13;9,66%
15/12/2025 15:13;9,65%
15/12/2025 15:14;9,60%
15/12/2025 15:14;9,62%
15/12/2025 15:15;9,60%
15/12/2025 15:15;9,60%
15/12/2025 15:16;9,59%
15/12/2025 15:16;9,60%
15/12/2025 15:17;9,61%
15/12/2025 15:17;9,60%
15/12/2025 15:18;9,60%
15/12/2025 15:18;9,65%
15/12/2025 15:19;9,63%
15/12/2025 15:19;9,61%
15/12/2025 15:20;9,62%
15/12/2025 15:20;9,62%
15/12/2025 15:21;9,62%
15/12/2025 15:21;9,65%
15/12/2025 15:22;9,62%
15/12/2025 15:22;9,61%
15/12/2025 15:23;9,63%
15/12/2025 15:23;9,61%
15/12/2025 15:24;9,60%
15/12/2025 15:24;9,61%
15/12/2025 15:25;9,60%
;9,55%
