"Time","GPU Temperature"
2025-12-15 14:34:30,46.8 °C
2025-12-15 14:35:00,46.7 °C
2025-12-15 14:35:30,51.8 °C
2025-12-15 14:36:00,48.7 °C
2025-12-15 14:36:30,56 °C
2025-12-15 14:37:00,54.7 °C
2025-12-15 14:37:30,56.8 °C
2025-12-15 14:38:00,54.5 °C
2025-12-15 14:38:30,59.5 °C
2025-12-15 14:39:00,59 °C
2025-12-15 14:39:30,57.8 °C
2025-12-15 14:40:00,63.2 °C
2025-12-15 14:40:30,59 °C
2025-12-15 14:41:00,59.5 °C
2025-12-15 14:41:30,61.3 °C
2025-12-15 14:42:00,63.3 °C
2025-12-15 14:42:30,60.5 °C
2025-12-15 14:43:00,64.2 °C
2025-12-15 14:43:30,63.3 °C
2025-12-15 14:44:00,62.7 °C
2025-12-15 14:44:30,60.7 °C
2025-12-15 14:45:00,60.3 °C
2025-12-15 14:45:30,59.3 °C
2025-12-15 14:46:00,62.7 °C
2025-12-15 14:46:30,61.5 °C
2025-12-15 14:47:00,54.5 °C
2025-12-15 14:47:30,59.5 °C
2025-12-15 14:48:00,58.8 °C
2025-12-15 14:48:30,56 °C
2025-12-15 14:49:00,56.8 °C
2025-12-15 14:49:30,60.8 °C
2025-12-15 14:50:00,62.2 °C
2025-12-15 14:50:30,63.3 °C
2025-12-15 14:51:00,59.3 °C
2025-12-15 14:51:30,60.3 °C
2025-12-15 14:52:00,60.2 °C
2025-12-15 14:52:30,58.8 °C
2025-12-15 14:53:00,57.8 °C
2025-12-15 14:53:30,62.3 °C
2025-12-15 14:54:00,59.7 °C
2025-12-15 14:54:30,63.7 °C
2025-12-15 14:55:00,59 °C
2025-12-15 14:55:30,62.8 °C
2025-12-15 14:56:00,61.8 °C
2025-12-15 14:56:30,58.7 °C
2025-12-15 14:57:00,61.3 °C
2025-12-15 14:57:30,62.8 °C
2025-12-15 14:58:00,54.2 °C
2025-12-15 14:58:30,58.8 °C
2025-12-15 14:59:00,58.3 °C
2025-12-15 14:59:30,59.5 °C
2025-12-15 15:00:00,55 °C
2025-12-15 15:00:30,62.3 °C
2025-12-15 15:01:00,59 °C
2025-12-15 15:01:30,56.3 °C
2025-12-15 15:02:00,58 °C
2025-12-15 15:02:30,60.7 °C
2025-12-15 15:03:00,64.5 °C
2025-12-15 15:03:30,63.8 °C
2025-12-15 15:04:00,63.7 °C
2025-12-15 15:04:30,59.2 °C
2025-12-15 15:05:00,62.3 °C
2025-12-15 15:05:30,62.3 °C
2025-12-15 15:06:00,54 °C
2025-12-15 15:06:30,61.7 °C
2025-12-15 15:07:00,62.5 °C
2025-12-15 15:07:30,63.2 °C
2025-12-15 15:08:00,57.3 °C
2025-12-15 15:08:30,58.2 °C
2025-12-15 15:09:00,63 °C
2025-12-15 15:09:30,59.2 °C
2025-12-15 15:10:00,65.5 °C
2025-12-15 15:10:30,60.8 °C
2025-12-15 15:11:00,60.7 °C
2025-12-15 15:11:30,57 °C
2025-12-15 15:12:00,59.8 °C
2025-12-15 15:12:30,64.3 °C
2025-12-15 15:13:00,61.2 °C
2025-12-15 15:13:30,61.7 °C
2025-12-15 15:14:00,59.3 °C
2025-12-15 15:14:30,63.2 °C
2025-12-15 15:15:00,62.7 °C
2025-12-15 15:15:30,64 °C
2025-12-15 15:16:00,60.3 °C
2025-12-15 15:16:30,62.2 °C
2025-12-15 15:17:00,60 °C
2025-12-15 15:17:30,58.8 °C
2025-12-15 15:18:00,58.2 °C
2025-12-15 15:18:30,58 °C
2025-12-15 15:19:00,63.7 °C
2025-12-15 15:19:30,60 °C
2025-12-15 15:20:00,59.3 °C
2025-12-15 15:20:30,61.7 °C
2025-12-15 15:21:00,64.3 °C
2025-12-15 15:21:30,62.8 °C
2025-12-15 15:22:00,59.7 °C
2025-12-15 15:22:30,63.5 °C
2025-12-15 15:23:00,62.7 °C
2025-12-15 15:23:30,62.8 °C
2025-12-15 15:24:00,59.5 °C
2025-12-15 15:24:30,59.8 °C
2025-12-15 15:25:00,62.7 °C
