"Time","GPU Temperature"
2025-12-17 17:26:00,52.2 °C
2025-12-17 17:26:30,51.7 °C
2025-12-17 17:27:00,57.5 °C
2025-12-17 17:27:30,72.3 °C
2025-12-17 17:28:00,78.8 °C
2025-12-17 17:28:30,80.2 °C
2025-12-17 17:29:00,81.2 °C
2025-12-17 17:29:30,80.8 °C
2025-12-17 17:30:00,81.3 °C
2025-12-17 17:30:30,81.5 °C
2025-12-17 17:31:00,80.8 °C
2025-12-17 17:31:30,78.2 °C
2025-12-17 17:32:00,79.7 °C
2025-12-17 17:32:30,77.7 °C
2025-12-17 17:33:00,79.2 °C
2025-12-17 17:33:30,77.8 °C
2025-12-17 17:34:00,77.7 °C
2025-12-17 17:34:30,78.2 °C
2025-12-17 17:35:00,76.8 °C
2025-12-17 17:35:30,76.6 °C
2025-12-17 17:36:00,76.4 °C
2025-12-17 17:36:30,77.8 °C
2025-12-17 17:37:00,77 °C
2025-12-17 17:37:30,77.6 °C
2025-12-17 17:38:00,78 °C
2025-12-17 17:38:30,77.6 °C
2025-12-17 17:39:00,77.6 °C
2025-12-17 17:39:30,78.2 °C
2025-12-17 17:40:00,77.2 °C
2025-12-17 17:40:30,76.4 °C
2025-12-17 17:41:00,77.4 °C
2025-12-17 17:41:30,75.6 °C
2025-12-17 17:42:00,76.4 °C
2025-12-17 17:42:30,77.8 °C
2025-12-17 17:43:00,77.8 °C
2025-12-17 17:43:30,77.6 °C
2025-12-17 17:44:00,77.4 °C
2025-12-17 17:44:30,76.6 °C
2025-12-17 17:45:00,76 °C
2025-12-17 17:45:30,77.6 °C
2025-12-17 17:46:00,76.2 °C
2025-12-17 17:46:30,77.8 °C
2025-12-17 17:47:00,76.6 °C
2025-12-17 17:47:30,76.2 °C
2025-12-17 17:48:00,76.4 °C
2025-12-17 17:48:30,76.8 °C
2025-12-17 17:49:00,76.6 °C
2025-12-17 17:49:30,76.8 °C
2025-12-17 17:50:00,76.8 °C
2025-12-17 17:50:30,74.8 °C
2025-12-17 17:51:00,76.6 °C
2025-12-17 17:51:30,76.4 °C
2025-12-17 17:52:00,76 °C
2025-12-17 17:52:30,75.6 °C
2025-12-17 17:53:00,77 °C
2025-12-17 17:53:30,76.6 °C
2025-12-17 17:54:00,76.8 °C
2025-12-17 17:54:30,75.2 °C
2025-12-17 17:55:00,76.8 °C
2025-12-17 17:55:30,73.8 °C
2025-12-17 17:56:00,76.4 °C
2025-12-17 17:56:30,75 °C
2025-12-17 17:57:00,75.8 °C
2025-12-17 17:57:30,76.8 °C
2025-12-17 17:58:00,76.4 °C
2025-12-17 17:58:30,76.2 °C
2025-12-17 17:59:00,76.8 °C
2025-12-17 17:59:30,74.2 °C
