timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/10 07:18:59.744;0;0%;0%; 447 MiB; 14.81 W;30
2025/12/10 07:18:59.745;1;0%;0%; 4 MiB; 13.16 W;26
2025/12/10 07:19:00.745;0;0%;0%; 447 MiB; 36.06 W;31
2025/12/10 07:19:00.746;1;0%;0%; 209 MiB; 29.71 W;28
2025/12/10 07:19:01.751;0;17%;1%; 2634 MiB; 57.73 W;32
2025/12/10 07:19:01.752;1;0%;0%; 2633 MiB; 56.06 W;28
2025/12/10 07:19:02.752;0;10%;3%; 3308 MiB; 61.03 W;32
2025/12/10 07:19:02.753;1;10%;3%; 3307 MiB; 72.36 W;30
2025/12/10 07:19:03.753;0;18%;9%; 3310 MiB; 81.16 W;34
2025/12/10 07:19:03.754;1;18%;11%; 3309 MiB; 105.65 W;31
2025/12/10 07:19:04.755;0;16%;8%; 3310 MiB; 80.49 W;33
2025/12/10 07:19:04.755;1;19%;10%; 3309 MiB; 85.38 W;30
2025/12/10 07:19:05.756;0;13%;7%; 3310 MiB; 92.92 W;34
2025/12/10 07:19:05.757;1;17%;10%; 3309 MiB; 95.43 W;31
2025/12/10 07:19:06.757;0;15%;7%; 3310 MiB; 80.75 W;34
2025/12/10 07:19:06.758;1;16%;8%; 3309 MiB; 81.22 W;31
2025/12/10 07:19:07.758;0;9%;5%; 3310 MiB; 82.24 W;34
2025/12/10 07:19:07.759;1;9%;5%; 3309 MiB; 82.71 W;31
2025/12/10 07:19:08.760;0;18%;9%; 3310 MiB; 83.29 W;35
2025/12/10 07:19:08.760;1;20%;11%; 3309 MiB; 84.01 W;32
2025/12/10 07:19:09.761;0;14%;7%; 3310 MiB; 80.98 W;34
2025/12/10 07:19:09.761;1;11%;6%; 3309 MiB; 81.59 W;31
2025/12/10 07:19:10.762;0;9%;5%; 3310 MiB; 82.63 W;35
2025/12/10 07:19:10.762;1;9%;5%; 3309 MiB; 84.15 W;32
2025/12/10 07:19:11.763;0;12%;7%; 3310 MiB; 83.67 W;35
2025/12/10 07:19:11.764;1;16%;9%; 3309 MiB; 84.33 W;32
2025/12/10 07:19:12.764;0;19%;10%; 3310 MiB; 82.39 W;36
2025/12/10 07:19:12.765;1;20%;11%; 3309 MiB; 82.38 W;32
2025/12/10 07:19:13.766;0;9%;4%; 3310 MiB; 80.83 W;35
2025/12/10 07:19:13.767;1;9%;5%; 3309 MiB; 81.48 W;32
2025/12/10 07:19:14.767;0;12%;7%; 3310 MiB; 84.47 W;36
2025/12/10 07:19:14.768;1;13%;8%; 3309 MiB; 85.10 W;32
2025/12/10 07:19:15.768;0;18%;9%; 3312 MiB; 83.53 W;36
2025/12/10 07:19:15.769;1;20%;11%; 3311 MiB; 82.91 W;33
2025/12/10 07:19:16.770;0;9%;5%; 3312 MiB; 81.94 W;36
2025/12/10 07:19:16.770;1;9%;5%; 3311 MiB; 82.47 W;32
2025/12/10 07:19:17.771;0;12%;7%; 3312 MiB; 84.71 W;36
2025/12/10 07:19:17.772;1;16%;9%; 3311 MiB; 85.65 W;33
2025/12/10 07:19:18.772;0;18%;9%; 3312 MiB; 89.45 W;38
2025/12/10 07:19:18.773;1;20%;11%; 3311 MiB; 91.65 W;35
2025/12/10 07:19:19.774;0;12%;7%; 3312 MiB; 101.34 W;37
2025/12/10 07:19:19.774;1;15%;9%; 3311 MiB; 124.83 W;35
2025/12/10 07:19:20.775;0;18%;9%; 3312 MiB; 84.56 W;37
2025/12/10 07:19:20.775;1;18%;11%; 3311 MiB; 106.70 W;35
2025/12/10 07:19:21.776;0;15%;7%; 3312 MiB; 81.66 W;37
2025/12/10 07:19:21.777;1;16%;8%; 3311 MiB; 82.43 W;34
2025/12/10 07:19:22.777;0;9%;5%; 3312 MiB; 83.03 W;37
2025/12/10 07:19:22.778;1;9%;5%; 3311 MiB; 83.81 W;34
2025/12/10 07:19:23.778;0;15%;8%; 3312 MiB; 84.79 W;37
2025/12/10 07:19:23.779;1;19%;10%; 3311 MiB; 85.41 W;34
2025/12/10 07:19:24.779;0;15%;7%; 3312 MiB; 81.68 W;38
2025/12/10 07:19:24.780;1;16%;8%; 3311 MiB; 82.16 W;35
2025/12/10 07:19:25.781;0;9%;5%; 3312 MiB; 82.59 W;38
2025/12/10 07:19:25.782;1;9%;5%; 3311 MiB; 83.10 W;34
2025/12/10 07:19:26.782;0;12%;7%; 3312 MiB; 84.94 W;38
2025/12/10 07:19:26.783;1;14%;9%; 3311 MiB; 85.43 W;34
2025/12/10 07:19:27.784;0;17%;9%; 3312 MiB; 83.12 W;38
2025/12/10 07:19:27.784;1;18%;10%; 3311 MiB; 83.72 W;35
2025/12/10 07:19:28.785;0;15%;7%; 3312 MiB; 82.52 W;39
2025/12/10 07:19:28.785;1;13%;7%; 3311 MiB; 83.13 W;34
2025/12/10 07:19:29.786;0;9%;5%; 3312 MiB; 83.31 W;38
2025/12/10 07:19:29.787;1;9%;5%; 3311 MiB; 85.04 W;35
2025/12/10 07:19:30.788;0;14%;8%; 3312 MiB; 85.06 W;38
2025/12/10 07:19:30.788;1;18%;10%; 3311 MiB; 85.54 W;35
2025/12/10 07:19:31.789;0;18%;9%; 3312 MiB; 83.78 W;39
2025/12/10 07:19:31.790;1;19%;11%; 3311 MiB; 84.19 W;35
2025/12/10 07:19:32.790;0;15%;7%; 3312 MiB; 81.57 W;39
2025/12/10 07:19:32.791;1;16%;8%; 3311 MiB; 82.04 W;36
2025/12/10 07:19:33.792;0;9%;4%; 3312 MiB; 82.86 W;39
2025/12/10 07:19:33.792;1;9%;5%; 3311 MiB; 83.28 W;35
2025/12/10 07:19:34.793;0;11%;6%; 3312 MiB; 85.61 W;39
2025/12/10 07:19:34.793;1;12%;7%; 3311 MiB; 85.94 W;35
2025/12/10 07:19:35.794;0;18%;9%; 3312 MiB; 85.42 W;40
2025/12/10 07:19:35.794;1;19%;11%; 3311 MiB; 84.68 W;36
2025/12/10 07:19:36.795;0;16%;7%; 3312 MiB; 82.71 W;40
2025/12/10 07:19:36.796;1;14%;7%; 3311 MiB; 82.79 W;36
2025/12/10 07:19:37.796;0;9%;4%; 3312 MiB; 83.79 W;39
2025/12/10 07:19:37.797;1;9%;5%; 3311 MiB; 85.07 W;35
2025/12/10 07:19:38.798;0;17%;9%; 3312 MiB; 85.97 W;40
2025/12/10 07:19:38.799;1;19%;10%; 3311 MiB; 86.42 W;36
2025/12/10 07:19:39.799;0;18%;9%; 3312 MiB; 83.45 W;40
2025/12/10 07:19:39.800;1;19%;11%; 3311 MiB; 82.85 W;36
2025/12/10 07:19:40.800;0;9%;5%; 3312 MiB; 83.29 W;41
2025/12/10 07:19:40.801;1;10%;5%; 3311 MiB; 82.79 W;36
2025/12/10 07:19:41.801;0;11%;6%; 3312 MiB; 85.24 W;41
2025/12/10 07:19:41.802;1;12%;7%; 3311 MiB; 85.32 W;36
