timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/25 12:40:25.948, 0, 0 %, 0 %, 447 MiB, 14.87 W, 30
2025/12/25 12:40:25.949, 1, 0 %, 0 %, 4 MiB, 12.72 W, 26
2025/12/25 12:40:26.950, 0, 4 %, 0 %, 447 MiB, 36.58 W, 31
2025/12/25 12:40:26.951, 1, 0 %, 0 %, 21 MiB, 32.18 W, 28
2025/12/25 12:40:27.952, 0, 37 %, 1 %, 2634 MiB, 57.49 W, 32
2025/12/25 12:40:27.952, 1, 0 %, 0 %, 2633 MiB, 55.63 W, 28
2025/12/25 12:40:28.953, 0, 28 %, 24 %, 3304 MiB, 74.95 W, 34
2025/12/25 12:40:28.954, 1, 20 %, 16 %, 3303 MiB, 98.66 W, 33
2025/12/25 12:40:29.955, 0, 40 %, 36 %, 3304 MiB, 150.16 W, 36
2025/12/25 12:40:29.955, 1, 48 %, 44 %, 3303 MiB, 195.14 W, 35
2025/12/25 12:40:30.958, 0, 39 %, 35 %, 3304 MiB, 155.69 W, 37
2025/12/25 12:40:30.959, 1, 47 %, 43 %, 3303 MiB, 195.61 W, 36
2025/12/25 12:40:31.959, 0, 40 %, 35 %, 3304 MiB, 160.38 W, 38
2025/12/25 12:40:31.960, 1, 48 %, 43 %, 3303 MiB, 195.91 W, 37
2025/12/25 12:40:32.960, 0, 18 %, 15 %, 3304 MiB, 154.16 W, 39
2025/12/25 12:40:32.961, 1, 48 %, 45 %, 3303 MiB, 183.69 W, 37
2025/12/25 12:40:33.961, 0, 40 %, 37 %, 3304 MiB, 164.34 W, 39
2025/12/25 12:40:33.962, 1, 47 %, 44 %, 3303 MiB, 196.99 W, 38
2025/12/25 12:40:34.962, 0, 41 %, 36 %, 3304 MiB, 158.77 W, 40
2025/12/25 12:40:34.963, 1, 48 %, 44 %, 3303 MiB, 196.39 W, 38
2025/12/25 12:40:35.963, 0, 40 %, 35 %, 3304 MiB, 161.92 W, 41
2025/12/25 12:40:35.964, 1, 48 %, 43 %, 3303 MiB, 196.59 W, 39
2025/12/25 12:40:36.964, 0, 41 %, 38 %, 3304 MiB, 155.39 W, 41
2025/12/25 12:40:36.965, 1, 47 %, 44 %, 3303 MiB, 186.48 W, 39
2025/12/25 12:40:37.965, 0, 40 %, 36 %, 3304 MiB, 164.62 W, 41
2025/12/25 12:40:37.966, 1, 47 %, 43 %, 3303 MiB, 197.06 W, 40
2025/12/25 12:40:38.966, 0, 41 %, 36 %, 3304 MiB, 164.37 W, 42
2025/12/25 12:40:38.967, 1, 49 %, 44 %, 3303 MiB, 198.82 W, 41
2025/12/25 12:40:39.968, 0, 41 %, 35 %, 3304 MiB, 175.46 W, 43
2025/12/25 12:40:39.969, 1, 48 %, 43 %, 3303 MiB, 199.68 W, 41
2025/12/25 12:40:40.969, 0, 42 %, 35 %, 3304 MiB, 176.04 W, 42
2025/12/25 12:40:40.970, 1, 25 %, 22 %, 3303 MiB, 189.81 W, 40
2025/12/25 12:40:41.970, 0, 40 %, 36 %, 3304 MiB, 170.97 W, 44
2025/12/25 12:40:41.971, 1, 48 %, 44 %, 3303 MiB, 188.95 W, 42
2025/12/25 12:40:42.972, 0, 40 %, 36 %, 3304 MiB, 170.16 W, 44
2025/12/25 12:40:42.972, 1, 47 %, 43 %, 3303 MiB, 198.21 W, 43
2025/12/25 12:40:43.973, 0, 39 %, 36 %, 3304 MiB, 157.29 W, 44
2025/12/25 12:40:43.974, 1, 49 %, 45 %, 3303 MiB, 188.45 W, 43
2025/12/25 12:40:44.974, 0, 40 %, 36 %, 3304 MiB, 169.74 W, 45
2025/12/25 12:40:44.975, 1, 49 %, 45 %, 3303 MiB, 200.05 W, 44
2025/12/25 12:40:45.975, 0, 41 %, 36 %, 3304 MiB, 173.64 W, 46
2025/12/25 12:40:45.976, 1, 49 %, 44 %, 3303 MiB, 201.08 W, 44
2025/12/25 12:40:46.977, 0, 40 %, 35 %, 3304 MiB, 178.31 W, 46
2025/12/25 12:40:46.977, 1, 50 %, 44 %, 3303 MiB, 201.39 W, 45
2025/12/25 12:40:47.978, 0, 39 %, 36 %, 3304 MiB, 166.07 W, 47
2025/12/25 12:40:47.978, 1, 48 %, 45 %, 3303 MiB, 188.47 W, 45
