MiB Mem : 128530.7 total,   3889.9 free,  14447.8 used, 110193.0 buff/cache
MiB Mem : 128530.7 total,   3889.9 free,  14447.8 used, 110193.0 buff/cache
MiB Mem : 128530.7 total,   3889.9 free,  14447.8 used, 110193.0 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  15034.9 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  15034.9 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  15034.9 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3196.8 free,  15064.8 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3196.8 free,  15064.8 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3196.8 free,  15064.8 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3204.4 free,  15057.2 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3204.4 free,  15057.2 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3204.4 free,  15057.2 used, 110269.1 buff/cache
MiB Mem : 128530.7 total,   3184.0 free,  15077.6 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3184.0 free,  15077.6 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3184.0 free,  15077.6 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3205.2 free,  15056.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3205.2 free,  15056.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3205.2 free,  15056.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3212.9 free,  15048.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3212.9 free,  15048.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3212.9 free,  15048.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3203.8 free,  15057.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3203.8 free,  15057.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3203.8 free,  15057.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3201.8 free,  15059.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3201.8 free,  15059.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3201.8 free,  15059.7 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3187.7 free,  15073.9 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3187.7 free,  15073.9 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3187.7 free,  15073.9 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3191.4 free,  15070.1 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3191.4 free,  15070.1 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3191.4 free,  15070.1 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3179.2 free,  15082.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3179.2 free,  15082.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3179.2 free,  15082.3 used, 110269.2 buff/cache
MiB Mem : 128530.7 total,   3183.6 free,  15077.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3183.6 free,  15077.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3183.6 free,  15077.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3186.7 free,  15074.7 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3186.7 free,  15074.7 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3186.7 free,  15074.7 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3159.5 free,  15101.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3159.5 free,  15101.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3159.5 free,  15101.9 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3155.3 free,  15106.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3155.3 free,  15106.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3155.3 free,  15106.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3169.3 free,  15092.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3169.3 free,  15092.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3169.3 free,  15092.1 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3146.4 free,  15115.0 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3146.4 free,  15115.0 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3146.4 free,  15115.0 used, 110269.3 buff/cache
MiB Mem : 128530.7 total,   3154.6 free,  15106.8 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3154.6 free,  15106.8 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3154.6 free,  15106.8 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3147.7 free,  15113.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3147.7 free,  15113.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3147.7 free,  15113.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3132.5 free,  15128.9 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3132.5 free,  15128.9 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3132.5 free,  15128.9 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3141.7 free,  15119.6 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3141.7 free,  15119.6 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3141.7 free,  15119.6 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3134.1 free,  15127.3 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3134.1 free,  15127.3 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3134.1 free,  15127.3 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3140.6 free,  15120.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3140.6 free,  15120.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3140.6 free,  15120.7 used, 110269.4 buff/cache
MiB Mem : 128530.7 total,   3107.8 free,  15153.5 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3107.8 free,  15153.5 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3107.8 free,  15153.5 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3119.4 free,  15141.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3119.4 free,  15141.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3119.4 free,  15141.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3128.2 free,  15133.1 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3128.2 free,  15133.1 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3128.2 free,  15133.1 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3092.4 free,  15168.8 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3092.4 free,  15168.8 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3092.4 free,  15168.8 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3114.3 free,  15146.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3114.3 free,  15146.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3114.3 free,  15146.9 used, 110269.5 buff/cache
MiB Mem : 128530.7 total,   3120.3 free,  15140.4 used, 110270.0 buff/cache
MiB Mem : 128530.7 total,   3120.3 free,  15140.4 used, 110270.0 buff/cache
MiB Mem : 128530.7 total,   3120.3 free,  15140.4 used, 110270.0 buff/cache
MiB Mem : 128530.7 total,   3099.4 free,  15161.2 used, 110270.1 buff/cache
MiB Mem : 128530.7 total,   3099.4 free,  15161.2 used, 110270.1 buff/cache
MiB Mem : 128530.7 total,   3099.4 free,  15161.2 used, 110270.1 buff/cache
