Time;CPU Usage
15/12/2025 15:31;1,78%
15/12/2025 15:31;1,86%
15/12/2025 15:32;2,35%
15/12/2025 15:32;2,23%
15/12/2025 15:33;2,30%
15/12/2025 15:33;2,34%
15/12/2025 15:34;2,29%
15/12/2025 15:34;2,34%
15/12/2025 15:35;2,42%
15/12/2025 15:35;2,34%
15/12/2025 15:36;2,23%
15/12/2025 15:36;2,24%
15/12/2025 15:37;2,44%
15/12/2025 15:37;2,27%
15/12/2025 15:38;2,42%
15/12/2025 15:38;2,26%
15/12/2025 15:39;2,26%
15/12/2025 15:39;2,28%
15/12/2025 15:40;2,25%
15/12/2025 15:40;2,31%
15/12/2025 15:41;2,22%
15/12/2025 15:41;2,29%
15/12/2025 15:42;2,27%
15/12/2025 15:42;2,22%
15/12/2025 15:43;2,41%
15/12/2025 15:43;2,06%
15/12/2025 15:44;2,34%
15/12/2025 15:44;2,26%
15/12/2025 15:45;2,68%
15/12/2025 15:45;2,27%
15/12/2025 15:46;2,27%
15/12/2025 15:46;2,32%
15/12/2025 15:47;2,43%
15/12/2025 15:47;2,26%
15/12/2025 15:48;2,50%
15/12/2025 15:48;2,40%
15/12/2025 15:49;2,39%
15/12/2025 15:49;2,26%
15/12/2025 15:50;2,40%
15/12/2025 15:50;2,29%
15/12/2025 15:51;2,38%
15/12/2025 15:51;2,30%
15/12/2025 15:52;2,29%
15/12/2025 15:52;2,24%
15/12/2025 15:53;2,42%
15/12/2025 15:53;2,23%
15/12/2025 15:54;2,39%
15/12/2025 15:54;2,36%
15/12/2025 15:55;2,38%
15/12/2025 15:55;2,36%
15/12/2025 15:56;2,32%
15/12/2025 15:56;2,23%
15/12/2025 15:57;2,29%
15/12/2025 15:57;2,16%
15/12/2025 15:58;2,39%
15/12/2025 15:58;2,21%
15/12/2025 15:59;2,26%
15/12/2025 15:59;2,14%
15/12/2025 16:00;2,45%
15/12/2025 16:00;2,28%
15/12/2025 16:01;2,36%
15/12/2025 16:01;2,19%
15/12/2025 16:02;2,20%
15/12/2025 16:02;2,32%
15/12/2025 16:03;2,44%
15/12/2025 16:03;2,20%
15/12/2025 16:04;2,27%
15/12/2025 16:04;2,35%
15/12/2025 16:05;2,37%
15/12/2025 16:05;2,19%
15/12/2025 16:06;2,31%
15/12/2025 16:06;2,22%
15/12/2025 16:07;2,51%
15/12/2025 16:07;2,15%
15/12/2025 16:08;2,24%
15/12/2025 16:08;2,47%
15/12/2025 16:09;2,24%
15/12/2025 16:09;2,17%
15/12/2025 16:10;2,31%
15/12/2025 16:10;2,13%
15/12/2025 16:11;2,40%
15/12/2025 16:11;2,25%
15/12/2025 16:12;2,39%
15/12/2025 16:12;2,31%
15/12/2025 16:13;2,35%
15/12/2025 16:13;2,18%
15/12/2025 16:14;2,33%
15/12/2025 16:14;2,34%
15/12/2025 16:15;2,38%
15/12/2025 16:15;2,17%
15/12/2025 16:16;2,41%
15/12/2025 16:16;2,18%
15/12/2025 16:17;2,44%
15/12/2025 16:17;2,15%
15/12/2025 16:18;2,55%
15/12/2025 16:18;2,21%
15/12/2025 16:19;2,51%
15/12/2025 16:19;2,30%
15/12/2025 16:20;2,22%
15/12/2025 16:20;2,35%
15/12/2025 16:21;2,40%
15/12/2025 16:21;2,34%
15/12/2025 16:22;2,34%
;2,30%
