Time;GPU Utilization
15/12/2025 15:31;0%
15/12/2025 15:31;0%
15/12/2025 15:32;0%
15/12/2025 15:32;0%
15/12/2025 15:33;0%
15/12/2025 15:33;13,80%
15/12/2025 15:34;0%
15/12/2025 15:34;15,80%
15/12/2025 15:35;0%
15/12/2025 15:35;0%
15/12/2025 15:36;0%
15/12/2025 15:36;10,70%
15/12/2025 15:37;0%
15/12/2025 15:37;15,70%
15/12/2025 15:38;0%
15/12/2025 15:38;31,30%
15/12/2025 15:39;29,80%
15/12/2025 15:39;31,50%
15/12/2025 15:40;31,80%
15/12/2025 15:40;0%
15/12/2025 15:41;0%
15/12/2025 15:41;0%
15/12/2025 15:42;17,20%
15/12/2025 15:42;31,70%
15/12/2025 15:43;45,80%
15/12/2025 15:43;0%
15/12/2025 15:44;0%
15/12/2025 15:44;31,30%
15/12/2025 15:45;0%
15/12/2025 15:45;16%
15/12/2025 15:46;0%
15/12/2025 15:46;0%
15/12/2025 15:47;0%
15/12/2025 15:47;0%
15/12/2025 15:48;0%
15/12/2025 15:48;0%
15/12/2025 15:49;31,30%
15/12/2025 15:49;15,80%
15/12/2025 15:50;0%
15/12/2025 15:50;0%
15/12/2025 15:51;31,70%
15/12/2025 15:51;0%
15/12/2025 15:52;0%
15/12/2025 15:52;0%
15/12/2025 15:53;0%
15/12/2025 15:53;14,70%
15/12/2025 15:54;0%
15/12/2025 15:54;0%
15/12/2025 15:55;15,70%
15/12/2025 15:55;45,70%
15/12/2025 15:56;15,80%
15/12/2025 15:56;0%
15/12/2025 15:57;0,17%
15/12/2025 15:57;0%
15/12/2025 15:58;31,30%
15/12/2025 15:58;31,50%
15/12/2025 15:59;0%
15/12/2025 15:59;3,83%
15/12/2025 16:00;0%
15/12/2025 16:00;0%
15/12/2025 16:01;0%
15/12/2025 16:01;31,50%
15/12/2025 16:02;0%
15/12/2025 16:02;0%
15/12/2025 16:03;31,50%
15/12/2025 16:03;0%
15/12/2025 16:04;0%
15/12/2025 16:04;0%
15/12/2025 16:05;28,80%
15/12/2025 16:05;0%
15/12/2025 16:06;0%
15/12/2025 16:06;14%
15/12/2025 16:07;0%
15/12/2025 16:07;13,80%
15/12/2025 16:08;0%
15/12/2025 16:08;17,80%
15/12/2025 16:09;0%
15/12/2025 16:09;14%
15/12/2025 16:10;15,50%
15/12/2025 16:10;0%
15/12/2025 16:11;0%
15/12/2025 16:11;0%
15/12/2025 16:12;29,80%
15/12/2025 16:12;31,30%
15/12/2025 16:13;14,50%
15/12/2025 16:13;0%
15/12/2025 16:14;29,70%
15/12/2025 16:14;31,50%
15/12/2025 16:15;0%
15/12/2025 16:15;0%
15/12/2025 16:16;0%
15/12/2025 16:16;0%
15/12/2025 16:17;14,20%
15/12/2025 16:17;0%
15/12/2025 16:18;0%
15/12/2025 16:18;0%
15/12/2025 16:19;0%
15/12/2025 16:19;0%
15/12/2025 16:20;30,20%
15/12/2025 16:20;15,70%
15/12/2025 16:21;29,50%
15/12/2025 16:21;45,50%
15/12/2025 16:22;0%
;10%
