MiB Mem : 128530.7 total,   3957.6 free,  14279.4 used, 110293.8 buff/cache
MiB Mem : 128530.7 total,   3957.6 free,  14279.4 used, 110293.8 buff/cache
MiB Mem : 128530.7 total,   3957.6 free,  14279.4 used, 110293.8 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15223.4 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15223.4 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15223.4 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3250.9 free,  14909.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3250.9 free,  14909.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3250.9 free,  14909.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3261.1 free,  14899.2 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3261.1 free,  14899.2 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3261.1 free,  14899.2 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.8 free,  14928.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.8 free,  14928.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.8 free,  14928.5 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.0 free,  14929.3 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.0 free,  14929.3 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3231.0 free,  14929.3 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3249.6 free,  14910.7 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3249.6 free,  14910.7 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3249.6 free,  14910.7 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   3228.4 free,  14931.9 used, 110370.5 buff/cache
MiB Mem : 128530.7 total,   3228.4 free,  14931.9 used, 110370.5 buff/cache
MiB Mem : 128530.7 total,   3228.4 free,  14931.9 used, 110370.5 buff/cache
MiB Mem : 128530.7 total,   3209.9 free,  14949.8 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3209.9 free,  14949.8 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3209.9 free,  14949.8 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.0 free,  14945.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.0 free,  14945.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.0 free,  14945.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3232.0 free,  14927.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3232.0 free,  14927.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3232.0 free,  14927.7 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3204.3 free,  14955.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3204.3 free,  14955.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3204.3 free,  14955.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.3 free,  14945.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.3 free,  14945.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3214.3 free,  14945.4 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  14933.0 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  14933.0 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3226.7 free,  14933.0 used, 110371.0 buff/cache
MiB Mem : 128530.7 total,   3197.3 free,  14962.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3197.3 free,  14962.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3197.3 free,  14962.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3186.5 free,  14973.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3186.5 free,  14973.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3186.5 free,  14973.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3195.4 free,  14964.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3195.4 free,  14964.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3195.4 free,  14964.3 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3162.6 free,  14997.0 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3162.6 free,  14997.0 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3162.6 free,  14997.0 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3170.4 free,  14989.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3170.4 free,  14989.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3170.4 free,  14989.2 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.5 free,  14990.1 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.5 free,  14990.1 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.5 free,  14990.1 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.0 free,  14990.6 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.0 free,  14990.6 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3169.0 free,  14990.6 used, 110371.1 buff/cache
MiB Mem : 128530.7 total,   3165.9 free,  14993.7 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3165.9 free,  14993.7 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3165.9 free,  14993.7 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3157.5 free,  15002.0 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3157.5 free,  15002.0 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3157.5 free,  15002.0 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3163.3 free,  14996.3 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3163.3 free,  14996.3 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3163.3 free,  14996.3 used, 110371.2 buff/cache
MiB Mem : 128530.7 total,   3140.9 free,  15014.6 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3140.9 free,  15014.6 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3140.9 free,  15014.6 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3142.7 free,  15012.8 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3142.7 free,  15012.8 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3142.7 free,  15012.8 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3154.4 free,  15001.1 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3154.4 free,  15001.1 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3154.4 free,  15001.1 used, 110375.2 buff/cache
MiB Mem : 128530.7 total,   3134.2 free,  15021.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3134.2 free,  15021.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3134.2 free,  15021.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3126.2 free,  15029.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3126.2 free,  15029.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3126.2 free,  15029.2 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3132.0 free,  15023.5 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3132.0 free,  15023.5 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3132.0 free,  15023.5 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3097.3 free,  15058.1 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3097.3 free,  15058.1 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3097.3 free,  15058.1 used, 110375.3 buff/cache
MiB Mem : 128530.7 total,   3117.8 free,  15037.6 used, 110375.3 buff/cache
