total;free;used;buff/cache;used_percent
128530,7;2769;13790,5;111971,2;10,72934326
128530,7;2769;13790,5;111971,2;10,72934326
128530,7;2769;13790,5;111971,2;10,72934326
128530,7;2013,3;14469,6;112047,8;11,25769952
128530,7;2013,3;14469,6;112047,8;11,25769952
128530,7;2013,3;14469,6;112047,8;11,25769952
128530,7;2095,7;14387,3;112047,8;11,19359033
128530,7;2095,7;14387,3;112047,8;11,19359033
128530,7;2095,7;14387,3;112047,8;11,19359033
128530,7;2097,5;14385,4;112047,8;11,19218988
128530,7;2097,5;14385,4;112047,8;11,19218988
128530,7;2097,5;14385,4;112047,8;11,19218988
128530,7;2112,6;14370,3;112047,8;11,18044172
128530,7;2112,6;14370,3;112047,8;11,18044172
128530,7;2112,6;14370,3;112047,8;11,18044172
128530,7;2093;14389,9;112047,8;11,19569099
128530,7;2093;14389,9;112047,8;11,19569099
128530,7;2093;14389,9;112047,8;11,19569099
128530,7;2089,1;14393,8;112047,8;11,19872529
128530,7;2089,1;14393,8;112047,8;11,19872529
128530,7;2089,1;14393,8;112047,8;11,19872529
128530,7;2104,9;14378;112047,9;11,1863547
128530,7;2104,9;14378;112047,9;11,1863547
128530,7;2104,9;14378;112047,9;11,1863547
128530,7;2079,1;14403,8;112047,9;11,20642773
128530,7;2079,1;14403,8;112047,9;11,20642773
128530,7;2079,1;14403,8;112047,9;11,20642773
128530,7;2054,7;14428,1;112047,9;11,22541152
128530,7;2054,7;14428,1;112047,9;11,22541152
128530,7;2054,7;14428,1;112047,9;11,22541152
128530,7;2053,6;14429,3;112047,9;11,22626734
128530,7;2053,6;14429,3;112047,9;11,22626734
128530,7;2053,6;14429,3;112047,9;11,22626734
128530,7;2061,1;14421,7;112047,9;11,22043216
128530,7;2061,1;14421,7;112047,9;11,22043216
128530,7;2061,1;14421,7;112047,9;11,22043216
128530,7;2036,9;14445,9;112047,9;11,23926035
128530,7;2036,9;14445,9;112047,9;11,23926035
128530,7;2036,9;14445,9;112047,9;11,23926035
128530,7;2043,6;14439,2;112047,9;11,23404759
128530,7;2043,6;14439,2;112047,9;11,23404759
128530,7;2043,6;14439,2;112047,9;11,23404759
128530,7;2055,5;14427,3;112047,9;11,2247891
128530,7;2055,5;14427,3;112047,9;11,2247891
128530,7;2055,5;14427,3;112047,9;11,2247891
128530,7;2032,4;14450,4;112048;11,24268365
128530,7;2032,4;14450,4;112048;11,24268365
128530,7;2032,4;14450,4;112048;11,24268365
128530,7;2037,5;14445,2;112048;11,23871573
128530,7;2037,5;14445,2;112048;11,23871573
128530,7;2037,5;14445,2;112048;11,23871573
128530,7;2037;14445,7;112048;11,23910474
128530,7;2037;14445,7;112048;11,23910474
128530,7;2037;14445,7;112048;11,23910474
128530,7;2022,7;14460;112048;11,25023049
128530,7;2022,7;14460;112048;11,25023049
128530,7;2022,7;14460;112048;11,25023049
128530,7;2009,5;14473,2;112048,1;11,26042261
128530,7;2009,5;14473,2;112048,1;11,26042261
128530,7;2009,5;14473,2;112048,1;11,26042261
128530,7;2014,5;14468,1;112048,1;11,25653249
128530,7;2014,5;14468,1;112048,1;11,25653249
128530,7;2014,5;14468,1;112048,1;11,25653249
128530,7;2026,6;14456,1;112048,1;11,24711839
128530,7;2026,6;14456,1;112048,1;11,24711839
128530,7;2026,6;14456,1;112048,1;11,24711839
128530,7;2003,1;14479,5;112048,1;11,26540196
128530,7;2003,1;14479,5;112048,1;11,26540196
128530,7;2003,1;14479,5;112048,1;11,26540196
128530,7;2006,1;14476,5;112048,1;11,26306789
128530,7;2006,1;14476,5;112048,1;11,26306789
128530,7;2006,1;14476,5;112048,1;11,26306789
128530,7;2021,4;14461,2;112048,1;11,25116412
128530,7;2021,4;14461,2;112048,1;11,25116412
128530,7;2021,4;14461,2;112048,1;11,25116412
128530,7;2001,8;14480,8;112048,2;11,26633559
128530,7;2001,8;14480,8;112048,2;11,26633559
128530,7;2001,8;14480,8;112048,2;11,26633559
128530,7;2000,3;14482,2;112048,2;11,26750263
128530,7;2000,3;14482,2;112048,2;11,26750263
128530,7;2000,3;14482,2;112048,2;11,26750263
128530,7;1998,3;14484,2;112048,2;11,26905868
128530,7;1998,3;14484,2;112048,2;11,26905868
128530,7;1998,3;14484,2;112048,2;11,26905868
128530,7;1984,5;14498;112048,2;11,27979541
128530,7;1984,5;14498;112048,2;11,27979541
128530,7;1984,5;14498;112048,2;11,27979541
128530,7;1988,6;14493,9;112048,2;11,27660551
128530,7;1988,6;14493,9;112048,2;11,27660551
128530,7;1988,6;14493,9;112048,2;11,27660551
128530,7;1989,2;14493,3;112048,2;11,2761387
128530,7;1989,2;14493,3;112048,2;11,2761387
128530,7;2001,9;14480,6;112048,3;11,26617999
128530,7;2001,9;14480,6;112048,3;11,26617999
128530,7;2001,9;14480,6;112048,3;11,26617999
128530,7;1986;14496,4;112048,3;11,27855057
128530,7;1986;14496,4;112048,3;11,27855057
128530,7;1986;14496,4;112048,3;11,27855057
128530,7;1976,9;14505,5;112048,3;11,28563059
128530,7;1976,9;14505,5;112048,3;11,28563059
128530,7;1976,9;14505,5;112048,3;11,28563059
128530,7;1988,1;14494,3;112048,3;11,27691672
128530,7;1988,1;14494,3;112048,3;11,27691672
128530,7;1988,1;14494,3;112048,3;11,27691672
128530,7;1979,6;14502,8;112048,4;11,28345212
128530,7;1979,6;14502,8;112048,4;11,28345212
128530,7;1979,6;14502,8;112048,4;11,28345212
128530,7;1990,2;14492,1;112048,4;11,27520507
128530,7;1990,2;14492,1;112048,4;11,27520507
128530,7;1990,2;14492,1;112048,4;11,27520507
128530,7;1995,7;14486,7;112048,4;11,27092593
128530,7;1995,7;14486,7;112048,4;11,27092593
128530,7;1995,7;14486,7;112048,4;11,27092593
128530,7;1967,4;14514,9;112048,4;11,29294402
128530,7;1967,4;14514,9;112048,4;11,29294402
128530,7;1967,4;14514,9;112048,4;11,29294402
128530,7;1968,4;14513,9;112048,4;11,292166
128530,7;1968,4;14513,9;112048,4;11,292166
128530,7;1968,4;14513,9;112048,4;11,292166
128530,7;1980,6;14501,7;112048,4;11,2826741
128530,7;1980,6;14501,7;112048,4;11,2826741
128530,7;1980,6;14501,7;112048,4;11,2826741
128530,7;1979,9;14502,3;112048,5;11,28314091
128530,7;1979,9;14502,3;112048,5;11,28314091
128530,7;1979,9;14502,3;112048,5;11,28314091
128530,7;1962,2;14520,1;112048,5;11,29691194
128530,7;1962,2;14520,1;112048,5;11,29691194
128530,7;1962,2;14520,1;112048,5;11,29691194
128530,7;1961,6;14520,6;112048,5;11,29737876
128530,7;1961,6;14520,6;112048,5;11,29737876
128530,7;1961,6;14520,6;112048,5;11,29737876
128530,7;1978,4;14503,8;112048,5;11,28430795
128530,7;1978,4;14503,8;112048,5;11,28430795
128530,7;1978,4;14503,8;112048,5;11,28430795
128530,7;1967,6;14514,5;112048,6;11,29263281
128530,7;1967,6;14514,5;112048,6;11,29263281
128530,7;1967,6;14514,5;112048,6;11,29263281
128530,7;1974,8;14507,4;112048,6;11,28703104
128530,7;1974,8;14507,4;112048,6;11,28703104
128530,7;1974,8;14507,4;112048,6;11,28703104
128530,7;1972,8;14509,3;112048,6;11,28858708
128530,7;1972,8;14509,3;112048,6;11,28858708
128530,7;1972,8;14509,3;112048,6;11,28858708
128530,7;1957;14525,1;112048,6;11,30087987
128530,7;1957;14525,1;112048,6;11,30087987
128530,7;1957;14525,1;112048,6;11,30087987
128530,7;1949,2;14532,9;112048,6;11,30694846
128530,7;1949,2;14532,9;112048,6;11,30694846
128530,7;1949,2;14532,9;112048,6;11,30694846
128530,7;1968,1;14514;112048,6;11,2922438
128530,7;1968,1;14514;112048,6;11,2922438
128530,7;1968,1;14514;112048,6;11,2922438
128530,7;1941,5;14540,6;112048,6;11,31293924
128530,7;1941,5;14540,6;112048,6;11,31293924
128530,7;1941,5;14540,6;112048,6;11,31293924
128530,7;1956,6;14525,4;112048,7;11,30111327
128530,7;1956,6;14525,4;112048,7;11,30111327
128530,7;1956,6;14525,4;112048,7;11,30111327
128530,7;1955,9;14526,1;112048,7;11,30165789
128530,7;1955,9;14526,1;112048,7;11,30165789
128530,7;1955,9;14526,1;112048,7;11,30165789
128530,7;1968,1;14514;112048,7;11,292166
128530,7;1968,1;14514;112048,7;11,292166
128530,7;1968,1;14514;112048,7;11,292166
128530,7;1956,2;14525,8;112048,7;11,30142448
128530,7;1956,2;14525,8;112048,7;11,30142448
128530,7;1956,2;14525,8;112048,7;11,30142448
128530,7;1958,2;14523,9;112048,7;11,29986844
128530,7;1958,2;14523,9;112048,7;11,29986844
128530,7;1958,2;14523,9;112048,7;11,29986844
128530,7;1972,4;14509,7;112048,7;11,28882049
128530,7;1972,4;14509,7;112048,7;11,28882049
128530,7;1972,4;14509,7;112048,7;11,28882049
128530,7;1957,9;14524,1;112048,7;11,30010184
128530,7;1957,9;14524,1;112048,7;11,30010184
128530,7;1957,9;14524,1;112048,7;11,30010184
128530,7;1963,7;14518,2;112048,7;11,2955893
128530,7;1963,7;14518,2;112048,7;11,2955893
128530,7;1963,7;14518,2;112048,7;11,2955893
128530,7;1956,3;14525,7;112048,7;11,30134668
128530,7;1956,3;14525,7;112048,7;11,30134668
128530,7;1956,3;14525,7;112048,7;11,30134668
128530,7;1949,7;14532,3;112048,8;11,30640384
128530,7;1949,7;14532,3;112048,8;11,30640384
128530,7;1949,7;14532,3;112048,8;11,30640384
128530,7;1950,2;14531,7;112048,8;11,30601483
128530,7;1950,2;14531,7;112048,8;11,30601483
128530,7;1950,2;14531,7;112048,8;11,30601483
128530,7;1960,8;14521,1;112048,8;11,29776777
128530,7;1960,8;14521,1;112048,8;11,29776777
128530,7;1960,8;14521,1;112048,8;11,29776777
128530,7;1957,6;14520,3;112052,8;11,29714535
128530,7;1957,6;14520,3;112052,8;11,29714535
128530,7;1957,6;14520,3;112052,8;11,29714535
128530,7;1936,9;14541;112052,8;11,31325045
128530,7;1936,9;14541;112052,8;11,31325045
128530,7;1936,9;14541;112052,8;11,31325045
128530,7;1929,2;14548,7;112052,9;11,31916344
128530,7;1929,2;14548,7;112052,9;11,31916344
128530,7;1929,2;14548,7;112052,9;11,31916344
128530,7;1938,2;14539,6;112052,9;11,31216122
128530,7;1938,2;14539,6;112052,9;11,31216122
128530,7;1938,2;14539,6;112052,9;11,31216122
128530,7;1913,2;14564,5;112053;11,33153402
128530,7;1913,2;14564,5;112053;11,33153402
128530,7;1913,2;14564,5;112053;11,33153402
128530,7;1916,8;14561;112053;11,32873314
128530,7;1916,8;14561;112053;11,32873314
128530,7;1916,8;14561;112053;11,32873314
128530,7;1922,2;14555,6;112053;11,3245318
128530,7;1922,2;14555,6;112053;11,3245318
128530,7;1922,2;14555,6;112053;11,3245318
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1886,6;14591,1;112053;11,35222947
128530,7;1874;14603,7;112053;11,36203257
128530,7;1874;14603,7;112053;11,36203257
128530,7;1874;14603,7;112053;11,36203257
128530,7;1867,5;14610,1;112053,1;11,36701193
128530,7;1867,5;14610,1;112053,1;11,36701193
128530,7;1867,5;14610,1;112053,1;11,36701193
128530,7;1870,5;14607,1;112053,1;11,36467786
128530,7;1870,5;14607,1;112053,1;11,36467786
128530,7;1870,5;14607,1;112053,1;11,36467786
128530,7;1872,3;14605,3;112053,1;11,36327741
128530,7;1872,3;14605,3;112053,1;11,36327741
128530,7;1872,3;14605,3;112053,1;11,36327741
128530,7;1877,7;14599,9;112053,1;11,35907608
128530,7;1877,7;14599,9;112053,1;11,35907608
128530,7;1877,7;14599,9;112053,1;11,35907608
128530,7;1877,4;14600,2;112053,1;11,35930949
128530,7;1877,4;14600,2;112053,1;11,35930949
128530,7;1877,4;14600,2;112053,1;11,35930949
128530,7;1883,4;14594,2;112053,1;11,35464134
128530,7;1883,4;14594,2;112053,1;11,35464134
128530,7;1883,4;14594,2;112053,1;11,35464134
128530,7;1885;14592,6;112053,1;11,3533965
128530,7;1885;14592,6;112053,1;11,3533965
128530,7;1885;14592,6;112053,1;11,3533965
128530,7;1867;14610,5;112053,2;11,36732314
128530,7;1867;14610,5;112053,2;11,36732314
128530,7;1867;14610,5;112053,2;11,36732314
128530,7;1881,3;14596,2;112053,2;11,35619739
128530,7;1881,3;14596,2;112053,2;11,35619739
128530,7;1881,3;14596,2;112053,2;11,35619739
128530,7;1882,9;14594,7;112053,2;11,35495255
128530,7;1882,9;14594,7;112053,2;11,35495255
128530,7;1882,9;14594,7;112053,2;11,35495255
128530,7;1866,4;14611,1;112053,2;11,36778995
128530,7;1866,4;14611,1;112053,2;11,36778995
128530,7;1866,4;14611,1;112053,2;11,36778995
128530,7;1863,6;14613,8;112053,2;11,36996842
128530,7;1863,6;14613,8;112053,2;11,36996842
128530,7;1863,6;14613,8;112053,2;11,36996842
128530,7;1869,1;14608,4;112053,3;11,36561148
128530,7;1869,1;14608,4;112053,3;11,36561148
128530,7;1869,1;14608,4;112053,3;11,36561148
128530,7;1844,2;14633,2;112053,3;11,38498429
128530,7;1844,2;14633,2;112053,3;11,38498429
128530,7;1844,2;14633,2;112053,3;11,38498429
128530,7;1850,5;14627;112053,3;11,38008274
128530,7;1850,5;14627;112053,3;11,38008274
128530,7;1850,5;14627;112053,3;11,38008274
128530,7;1864;14613,4;112053,3;11,36957941
128530,7;1864;14613,4;112053,3;11,36957941
128530,7;1864;14613,4;112053,3;11,36957941
128530,7;1875,8;14601,6;112053,3;11,36039872
128530,7;1875,8;14601,6;112053,3;11,36039872
128530,7;1875,8;14601,6;112053,3;11,36039872
128530,7;1852,9;14624,4;112053,4;11,37813767
128530,7;1852,9;14624,4;112053,4;11,37813767
128530,7;1852,9;14624,4;112053,4;11,37813767
128530,7;1852,7;14624,7;112053,4;11,37829328
128530,7;1852,7;14624,7;112053,4;11,37829328
128530,7;1852,7;14624,7;112053,4;11,37829328
128530,7;1870;14607,4;112053,4;11,36483346
128530,7;1870;14607,4;112053,4;11,36483346
128530,7;1870;14607,4;112053,4;11,36483346
128530,7;1859,1;14618,3;112053,4;11,37331392
128530,7;1859,1;14618,3;112053,4;11,37331392
128530,7;1859,1;14618,3;112053,4;11,37331392
128530,7;1867,1;14610,3;112053,4;11,36708973
128530,7;1867,1;14610,3;112053,4;11,36708973
128530,7;1867,1;14610,3;112053,4;11,36708973
128530,7;1866,2;14611,1;112053,4;11,36778995
128530,7;1866,2;14611,1;112053,4;11,36778995
128530,7;1866,2;14611,1;112053,4;11,36778995
128530,7;1860,8;14616,5;112053,4;11,37199128
128530,7;1860,8;14616,5;112053,4;11,37199128
128530,7;1860,8;14616,5;112053,4;11,37199128
128530,7;1861,9;14615,3;112053,5;11,37105765
128530,7;1861,9;14615,3;112053,5;11,37105765
128530,7;1861,9;14615,3;112053,5;11,37105765
128530,7;1864,3;14613;112053,4;11,3692682
128530,7;1864,3;14613;112053,4;11,3692682
128530,7;1864,3;14613;112053,4;11,3692682
128530,7;1873,1;14604,1;112053,5;11,36234378
128530,7;1873,1;14604,1;112053,5;11,36234378
128530,7;1873,1;14604,1;112053,5;11,36234378
128530,7;1854;14623,3;112053,5;11,37720405
128530,7;1854;14623,3;112053,5;11,37720405
128530,7;1854;14623,3;112053,5;11,37720405
128530,7;1861,8;14615,4;112053,5;11,37113546
128530,7;1861,8;14615,4;112053,5;11,37113546
128530,7;1861,8;14615,4;112053,5;11,37113546
128530,7;1859,4;14617,8;112053,5;11,37300271
128530,7;1859,4;14617,8;112053,5;11,37300271
128530,7;1859,4;14617,8;112053,5;11,37300271
128530,7;1845,6;14631,6;112053,5;11,38373945
128530,7;1845,6;14631,6;112053,5;11,38373945
128530,7;1852,7;14624,5;112053,5;11,37821548
128530,7;1852,7;14624,5;112053,5;11,37821548
128530,7;1852,7;14624,5;112053,5;11,37821548
128530,7;1861,1;14616,1;112053,5;11,37168007
128530,7;1861,1;14616,1;112053,5;11,37168007
128530,7;1861,1;14616,1;112053,5;11,37168007
128530,7;1843,4;14633,7;112053,6;11,3853733
128530,7;1843,4;14633,7;112053,6;11,3853733
128530,7;1843,4;14633,7;112053,6;11,3853733
128530,7;1849;14628,1;112053,6;11,38101636
128530,7;1849;14628,1;112053,6;11,38101636
128530,7;1849;14628,1;112053,6;11,38101636
128530,7;1862,3;14614,8;112053,6;11,37066864
128530,7;1862,3;14614,8;112053,6;11,37066864
128530,7;1862,3;14614,8;112053,6;11,37066864
128530,7;1862,1;14615;112053,6;11,37082425
128530,7;1862,1;14615;112053,6;11,37082425
128530,7;1862,1;14615;112053,6;11,37082425
128530,7;1850,2;14626,8;112053,6;11,38008274
128530,7;1850,2;14626,8;112053,6;11,38008274
128530,7;1850,2;14626,8;112053,6;11,38008274
128530,7;1845,7;14631,3;112053,7;11,38350604
128530,7;1845,7;14631,3;112053,7;11,38350604
128530,7;1845,7;14631,3;112053,7;11,38350604
128530,7;1857,5;14619,5;112053,7;11,37432536
128530,7;1857,5;14619,5;112053,7;11,37432536
128530,7;1857,5;14619,5;112053,7;11,37432536
128530,7;1846,1;14630,9;112053,7;11,38319483
128530,7;1846,1;14630,9;112053,7;11,38319483
128530,7;1846,1;14630,9;112053,7;11,38319483
128530,7;1858,6;14618,4;112053,7;11,37346953
128530,7;1858,6;14618,4;112053,7;11,37346953
128530,7;1858,6;14618,4;112053,7;11,37346953
128530,7;1873,7;14603,3;112053,7;11,36172136
128530,7;1873,7;14603,3;112053,7;11,36172136
128530,7;1873,7;14603,3;112053,7;11,36172136
128530,7;1853,4;14623,6;112053,8;11,37743745
128530,7;1853,4;14623,6;112053,8;11,37743745
128530,7;1853,4;14623,6;112053,8;11,37743745
128530,7;1852,3;14624,6;112053,8;11,37829328
128530,7;1852,3;14624,6;112053,8;11,37829328
128530,7;1852,3;14624,6;112053,8;11,37829328
128530,7;1866;14611;112053,8;11,36763435
128530,7;1866;14611;112053,8;11,36763435
128530,7;1866;14611;112053,8;11,36763435
128530,7;1867,3;14609,6;112053,8;11,36662292
128530,7;1867,3;14609,6;112053,8;11,36662292
128530,7;1867,3;14609,6;112053,8;11,36662292
128530,7;1837,9;14639;112053,8;11,38949683
128530,7;1837,9;14639;112053,8;11,38949683
128530,7;1837,9;14639;112053,8;11,38949683
128530,7;1848,8;14628,1;112053,8;11,38101636
128530,7;1848,8;14628,1;112053,8;11,38101636
128530,7;1848,8;14628,1;112053,8;11,38101636
128530,7;1856,8;14620;112053,8;11,37479217
128530,7;1856,8;14620;112053,8;11,37479217
128530,7;1856,8;14620;112053,8;11,37479217
128530,7;1831,3;14645,5;112053,9;11,39455399
128530,7;1831,3;14645,5;112053,9;11,39455399
128530,7;1831,3;14645,5;112053,9;11,39455399
128530,7;1832,7;14644,1;112053,9;11,39346475
128530,7;1832,7;14644,1;112053,9;11,39346475
128530,7;1832,7;14644,1;112053,9;11,39346475
128530,7;1851;14625,9;112053,9;11,37922691
128530,7;1851;14625,9;112053,9;11,37922691
128530,7;1851;14625,9;112053,9;11,37922691
128530,7;1837;14639,8;112054;11,39004145
128530,7;1837;14639,8;112054;11,39004145
128530,7;1837;14639,8;112054;11,39004145
128530,7;1850,4;14626,3;112054;11,37961592
128530,7;1850,4;14626,3;112054;11,37961592
128530,7;1850,4;14626,3;112054;11,37961592
128530,7;1842,8;14633,9;112054;11,3855289
128530,7;1842,8;14633,9;112054;11,3855289
128530,7;1842,8;14633,9;112054;11,3855289
128530,7;1814,8;14661,9;112054;11,40731358
128530,7;1814,8;14661,9;112054;11,40731358
128530,7;1814,8;14661,9;112054;11,40731358
128530,7;1806;14670,7;112054,1;11,41408239
128530,7;1806;14670,7;112054,1;11,41408239
128530,7;1806;14670,7;112054,1;11,41408239
128530,7;1808,8;14667,9;112054,1;11,41190393
128530,7;1808,8;14667,9;112054,1;11,41190393
128530,7;1808,8;14667,9;112054,1;11,41190393
128530,7;1826,9;14649,8;112054,1;11,39782169
128530,7;1826,9;14649,8;112054,1;11,39782169
128530,7;1826,9;14649,8;112054,1;11,39782169
128530,7;1809;14667,6;112054,1;11,41174832
128530,7;1809;14667,6;112054,1;11,41174832
