Time;Memory Usage
15/12/2025 18:35;8,89%
15/12/2025 18:35;9,07%
15/12/2025 18:36;9,73%
15/12/2025 18:36;9,68%
15/12/2025 18:37;9,72%
15/12/2025 18:37;9,73%
15/12/2025 18:38;9,77%
15/12/2025 18:38;9,76%
15/12/2025 18:39;9,79%
15/12/2025 18:39;9,80%
15/12/2025 18:40;9,81%
15/12/2025 18:40;9,82%
15/12/2025 18:41;9,80%
15/12/2025 18:41;9,78%
15/12/2025 18:42;9,80%
15/12/2025 18:42;9,83%
15/12/2025 18:43;9,85%
15/12/2025 18:43;9,84%
15/12/2025 18:44;9,87%
15/12/2025 18:44;9,82%
15/12/2025 18:45;9,84%
15/12/2025 18:45;9,84%
15/12/2025 18:46;9,85%
15/12/2025 18:46;9,85%
15/12/2025 18:47;9,86%
15/12/2025 18:47;9,83%
15/12/2025 18:48;9,85%
15/12/2025 18:48;9,85%
15/12/2025 18:49;9,88%
15/12/2025 18:49;9,86%
15/12/2025 18:50;9,88%
15/12/2025 18:50;9,86%
15/12/2025 18:51;9,89%
15/12/2025 18:51;9,87%
15/12/2025 18:52;9,90%
15/12/2025 18:52;9,88%
15/12/2025 18:53;9,87%
15/12/2025 18:53;9,87%
15/12/2025 18:54;9,87%
15/12/2025 18:54;9,86%
15/12/2025 18:55;9,87%
15/12/2025 18:55;9,87%
15/12/2025 18:56;9,88%
15/12/2025 18:56;9,88%
15/12/2025 18:57;9,87%
15/12/2025 18:57;9,90%
15/12/2025 18:58;9,91%
15/12/2025 18:58;9,92%
15/12/2025 18:59;9,95%
15/12/2025 18:59;9,92%
15/12/2025 19:00;9,92%
15/12/2025 19:00;9,91%
15/12/2025 19:01;9,91%
15/12/2025 19:01;9,92%
15/12/2025 19:02;9,91%
15/12/2025 19:02;9,91%
;9,82%
