"Time","GPU Temperature"
2025-12-15 18:35:00,44.7 °C
2025-12-15 18:35:30,44.5 °C
2025-12-15 18:36:00,49.8 °C
2025-12-15 18:36:30,54.2 °C
2025-12-15 18:37:00,54.2 °C
2025-12-15 18:37:30,55.5 °C
2025-12-15 18:38:00,56 °C
2025-12-15 18:38:30,58.2 °C
2025-12-15 18:39:00,61.5 °C
2025-12-15 18:39:30,63.2 °C
2025-12-15 18:40:00,59.5 °C
2025-12-15 18:40:30,58.2 °C
2025-12-15 18:41:00,57.8 °C
2025-12-15 18:41:30,58.8 °C
2025-12-15 18:42:00,59.2 °C
2025-12-15 18:42:30,58.2 °C
2025-12-15 18:43:00,61.8 °C
2025-12-15 18:43:30,60.8 °C
2025-12-15 18:44:00,58.3 °C
2025-12-15 18:44:30,60 °C
2025-12-15 18:45:00,59 °C
2025-12-15 18:45:30,59.2 °C
2025-12-15 18:46:00,59.5 °C
2025-12-15 18:46:30,60.2 °C
2025-12-15 18:47:00,58.7 °C
2025-12-15 18:47:30,64.5 °C
2025-12-15 18:48:00,59 °C
2025-12-15 18:48:30,61.8 °C
2025-12-15 18:49:00,62.5 °C
2025-12-15 18:49:30,58.5 °C
2025-12-15 18:50:00,59.5 °C
2025-12-15 18:50:30,60.8 °C
2025-12-15 18:51:00,60 °C
2025-12-15 18:51:30,58.8 °C
2025-12-15 18:52:00,59.3 °C
2025-12-15 18:52:30,59 °C
2025-12-15 18:53:00,62.7 °C
2025-12-15 18:53:30,59.5 °C
2025-12-15 18:54:00,62.3 °C
2025-12-15 18:54:30,59.2 °C
2025-12-15 18:55:00,59.5 °C
2025-12-15 18:55:30,58.5 °C
2025-12-15 18:56:00,60.8 °C
2025-12-15 18:56:30,58.8 °C
2025-12-15 18:57:00,59.2 °C
2025-12-15 18:57:30,58.7 °C
2025-12-15 18:58:00,59.8 °C
2025-12-15 18:58:30,59.2 °C
2025-12-15 18:59:00,59.3 °C
2025-12-15 18:59:30,59.8 °C
2025-12-15 19:00:00,60.7 °C
2025-12-15 19:00:30,61 °C
2025-12-15 19:01:00,60 °C
2025-12-15 19:01:30,61.7 °C
2025-12-15 19:02:00,64.3 °C
2025-12-15 19:02:30,58.3 °C
