worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns
8;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.277;llama3.1:8b;2026-01-01 05:47:18;A;81;2;15786552;3267886213
4;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.295;llama3.1:8b;2026-01-01 05:47:18;A;81;2;6872981;3286579621
7;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.296;llama3.1:8b;2026-01-01 05:47:18;A;81;2;17545210;3286230848
3;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.315;llama3.1:8b;2026-01-01 05:47:18;A;81;2;6516784;3305843271
8;2;What do people aim to do at work?;B;A;0;0.287;llama3.1:8b;2026-01-01 05:47:19;B;75;2;14081268;285039993
7;2;What do people aim to do at work?;B;A;0;0.296;llama3.1:8b;2026-01-01 05:47:19;B;75;2;9701227;294395273
4;2;What do people aim to do at work?;B;A;0;0.305;llama3.1:8b;2026-01-01 05:47:19;B;75;2;6827134;302927051
5;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.611;llama3.1:8b;2026-01-01 05:47:19;A;81;2;10437055;3602453999
3;2;What do people aim to do at work?;B;A;0;0.297;llama3.1:8b;2026-01-01 05:47:19;B;75;2;6419209;294472480
9;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.632;llama3.1:8b;2026-01-01 05:47:19;A;81;2;9116707;3624205036
1;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.654;llama3.1:8b;2026-01-01 05:47:19;A;81;2;9157028;3646175345
8;3;Where would you find magazines along side many other printed works?;B;B;1;0.302;llama3.1:8b;2026-01-01 05:47:19;B;71;2;11607363;300780218
7;3;Where would you find magazines along side many other printed works?;B;B;1;0.283;llama3.1:8b;2026-01-01 05:47:19;B;71;2;9415705;281963486
4;3;Where would you find magazines along side many other printed works?;B;B;1;0.289;llama3.1:8b;2026-01-01 05:47:19;B;71;2;6864715;287969000
3;3;Where would you find magazines along side many other printed works?;B;B;1;0.282;llama3.1:8b;2026-01-01 05:47:19;B;71;2;6414401;280339134
5;2;What do people aim to do at work?;B;A;0;0.324;llama3.1:8b;2026-01-01 05:47:19;B;75;2;10391345;323067164
1;2;What do people aim to do at work?;B;A;0;0.306;llama3.1:8b;2026-01-01 05:47:19;B;75;2;9183617;304505107
9;2;What do people aim to do at work?;B;A;0;0.351;llama3.1:8b;2026-01-01 05:47:19;B;75;2;9229068;350102014
0;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;4.036;llama3.1:8b;2026-01-01 05:47:19;A;81;2;10695507;4026486150
6;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;4.06;llama3.1:8b;2026-01-01 05:47:19;A;81;2;9361319;4051678138
2;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;4.085;llama3.1:8b;2026-01-01 05:47:19;A;81;2;9379109;4076826676
7;4;Where are  you likely to find a hamburger?;A;A;1;0.267;llama3.1:8b;2026-01-01 05:47:19;A;74;2;9542476;265288217
8;4;Where are  you likely to find a hamburger?;A;A;1;0.278;llama3.1:8b;2026-01-01 05:47:19;A;74;2;12627279;276381665
4;4;Where are  you likely to find a hamburger?;A;A;1;0.276;llama3.1:8b;2026-01-01 05:47:19;A;74;2;6919469;274168005
3;4;Where are  you likely to find a hamburger?;A;A;1;0.277;llama3.1:8b;2026-01-01 05:47:19;A;74;2;6425471;275952741
5;3;Where would you find magazines along side many other printed works?;B;B;1;0.323;llama3.1:8b;2026-01-01 05:47:19;B;71;2;10376756;322047027
1;3;Where would you find magazines along side many other printed works?;B;B;1;0.324;llama3.1:8b;2026-01-01 05:47:19;B;71;2;9199878;322044977
9;3;Where would you find magazines along side many other printed works?;B;B;1;0.324;llama3.1:8b;2026-01-01 05:47:19;B;71;2;9178378;323138704
0;2;What do people aim to do at work?;B;A;0;0.316;llama3.1:8b;2026-01-01 05:47:19;B;75;2;10128563;314826772
2;2;What do people aim to do at work?;B;A;0;0.306;llama3.1:8b;2026-01-01 05:47:19;B;75;2;9199178;304948970
6;2;What do people aim to do at work?;B;A;0;0.356;llama3.1:8b;2026-01-01 05:47:19;B;75;2;9233408;354502802
4;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.261;llama3.1:8b;2026-01-01 05:47:19;A;78;2;9666421;259121446
7;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.291;llama3.1:8b;2026-01-01 05:47:19;A;78;2;8290711;288533631
8;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.302;llama3.1:8b;2026-01-01 05:47:19;A;78;2;6987397;300212711
3;5;James was looking for a good place to buy farmland.  Where might he look?;D;A;0;0.283;llama3.1:8b;2026-01-01 05:47:19;D;78;2;6418688;281828610
5;4;Where are  you likely to find a hamburger?;A;A;1;0.34;llama3.1:8b;2026-01-01 05:47:20;A;74;2;9916123;338142969
1;4;Where are  you likely to find a hamburger?;A;A;1;0.34;llama3.1:8b;2026-01-01 05:47:20;A;74;2;9209518;337927268
9;4;Where are  you likely to find a hamburger?;A;A;1;0.34;llama3.1:8b;2026-01-01 05:47:20;A;74;2;9236269;338678473
0;3;Where would you find magazines along side many other printed works?;B;B;1;0.335;llama3.1:8b;2026-01-01 05:47:20;B;71;2;10097713;333580151
4;6;What island country is ferret popular?;C;C;1;0.287;llama3.1:8b;2026-01-01 05:47:20;C;71;2;11565474;285058057
2;3;Where would you find magazines along side many other printed works?;B;B;1;0.327;llama3.1:8b;2026-01-01 05:47:20;B;71;2;9195588;325640201
7;6;What island country is ferret popular?;C;C;1;0.291;llama3.1:8b;2026-01-01 05:47:20;C;71;2;11326110;288042861
6;3;Where would you find magazines along side many other printed works?;B;B;1;0.327;llama3.1:8b;2026-01-01 05:47:20;B;71;2;9265809;325476289
3;6;What island country is ferret popular?;C;C;1;0.29;llama3.1:8b;2026-01-01 05:47:20;C;71;2;6591056;288518653
8;6;What island country is ferret popular?;C;C;1;0.3;llama3.1:8b;2026-01-01 05:47:20;C;71;2;7052902;298415301
5;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.318;llama3.1:8b;2026-01-01 05:47:20;A;78;2;9714861;316473953
1;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.318;llama3.1:8b;2026-01-01 05:47:20;A;78;2;9518069;315548707
9;5;James was looking for a good place to buy farmland.  Where might he look?;D;A;0;0.318;llama3.1:8b;2026-01-01 05:47:20;D;78;2;9697031;316618164
0;4;Where are  you likely to find a hamburger?;A;A;1;0.314;llama3.1:8b;2026-01-01 05:47:20;A;74;2;10360075;312616789
4;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.292;llama3.1:8b;2026-01-01 05:47:20;B;79;2;11973107;290223378
7;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.293;llama3.1:8b;2026-01-01 05:47:20;B;79;2;9480998;291311121
2;4;Where are  you likely to find a hamburger?;A;A;1;0.308;llama3.1:8b;2026-01-01 05:47:20;A;74;2;9295238;306057848
3;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.293;llama3.1:8b;2026-01-01 05:47:20;B;79;2;6530531;291452260
8;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.295;llama3.1:8b;2026-01-01 05:47:20;B;79;2;7028266;293078846
6;4;Where are  you likely to find a hamburger?;A;A;1;0.307;llama3.1:8b;2026-01-01 05:47:20;A;74;2;9234988;305989256
5;6;What island country is ferret popular?;C;C;1;0.331;llama3.1:8b;2026-01-01 05:47:20;C;71;2;10492806;329408335
1;6;What island country is ferret popular?;C;C;1;0.333;llama3.1:8b;2026-01-01 05:47:20;C;71;2;9695991;331410537
