MiB Mem : 128530.7 total,   3757.7 free,  14545.3 used, 110227.7 buff/cache
MiB Mem : 128530.7 total,   3757.7 free,  14545.3 used, 110227.7 buff/cache
MiB Mem : 128530.7 total,   3757.7 free,  14545.3 used, 110227.7 buff/cache
MiB Mem : 128530.7 total,   3093.3 free,  15131.7 used, 110305.8 buff/cache
MiB Mem : 128530.7 total,   3093.3 free,  15131.7 used, 110305.8 buff/cache
MiB Mem : 128530.7 total,   3093.3 free,  15131.7 used, 110305.8 buff/cache
MiB Mem : 128530.7 total,   3058.5 free,  15165.9 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3058.5 free,  15165.9 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3058.5 free,  15165.9 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3021.6 free,  15202.8 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3021.6 free,  15202.8 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3021.6 free,  15202.8 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3011.9 free,  15212.5 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3011.9 free,  15212.5 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   3011.9 free,  15212.5 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   2999.1 free,  15225.2 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   2999.1 free,  15225.2 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   2999.1 free,  15225.2 used, 110306.3 buff/cache
MiB Mem : 128530.7 total,   2930.1 free,  15293.8 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2930.1 free,  15293.8 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2930.1 free,  15293.8 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2997.8 free,  15226.1 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2997.8 free,  15226.1 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2997.8 free,  15226.1 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2978.2 free,  15245.6 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2978.2 free,  15245.6 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2978.2 free,  15245.6 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2950.4 free,  15273.4 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2950.4 free,  15273.4 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2950.4 free,  15273.4 used, 110306.9 buff/cache
MiB Mem : 128530.7 total,   2929.4 free,  15294.3 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2929.4 free,  15294.3 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2929.4 free,  15294.3 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2931.7 free,  15292.0 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2931.7 free,  15292.0 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2931.7 free,  15292.0 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2970.0 free,  15253.8 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2970.0 free,  15253.8 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2970.0 free,  15253.8 used, 110307.0 buff/cache
MiB Mem : 128530.7 total,   2930.0 free,  15293.7 used, 110307.0 buff/cache
