total;free;used;buff/cache;
128530,7;3757,7;14545,3;110227,7;0,11316596
128530,7;3757,7;14545,3;110227,7;0,11316596
128530,7;3757,7;14545,3;110227,7;0,11316596
128530,7;3093,3;15131,7;110305,8;0,117727516
128530,7;3093,3;15131,7;110305,8;0,117727516
128530,7;3093,3;15131,7;110305,8;0,117727516
128530,7;3058,5;15165,9;110306,3;0,117994378
128530,7;3058,5;15165,9;110306,3;0,117994378
128530,7;3058,5;15165,9;110306,3;0,117994378
128530,7;3021,6;15202,8;110306,3;0,118281469
128530,7;3021,6;15202,8;110306,3;0,118281469
128530,7;3021,6;15202,8;110306,3;0,118281469
128530,7;3011,9;15212,5;110306,3;0,118356937
128530,7;3011,9;15212,5;110306,3;0,118356937
128530,7;3011,9;15212,5;110306,3;0,118356937
128530,7;2999,1;15225,2;110306,3;0,118456524
128530,7;2999,1;15225,2;110306,3;0,118456524
128530,7;2999,1;15225,2;110306,3;0,118456524
128530,7;2930,1;15293,8;110306,9;0,118988693
128530,7;2930,1;15293,8;110306,9;0,118988693
128530,7;2930,1;15293,8;110306,9;0,118988693
128530,7;2997,8;15226,1;110306,9;0,118461971
128530,7;2997,8;15226,1;110306,9;0,118461971
128530,7;2997,8;15226,1;110306,9;0,118461971
128530,7;2978,2;15245,6;110306,9;0,118614463
128530,7;2978,2;15245,6;110306,9;0,118614463
128530,7;2978,2;15245,6;110306,9;0,118614463
128530,7;2950,4;15273,4;110306,9;0,118830754
128530,7;2950,4;15273,4;110306,9;0,118830754
128530,7;2950,4;15273,4;110306,9;0,118830754
128530,7;2929,4;15294,3;110307;0,118993361
128530,7;2929,4;15294,3;110307;0,118993361
128530,7;2929,4;15294,3;110307;0,118993361
128530,7;2931,7;15292;110307;0,118975467
128530,7;2931,7;15292;110307;0,118975467
128530,7;2931,7;15292;110307;0,118975467
128530,7;2970;15253,8;110307;0,118677483
128530,7;2970;15253,8;110307;0,118677483
128530,7;2970;15253,8;110307;0,118677483
128530,7;2930;15293,7;110307;0,118988693
128530,7;2930;15293,7;110307;0,118988693
128530,7;2930;15293,7;110307;0,118988693
128530,7;2912,2;15311,5;110307;0,119127181
128530,7;2912,2;15311,5;110307;0,119127181
128530,7;2912,2;15311,5;110307;0,119127181
128530,7;2889,1;15334,5;110307,1;0,119306127
128530,7;2889,1;15334,5;110307,1;0,119306127
128530,7;2889,1;15334,5;110307,1;0,119306127
128530,7;2859,7;15363,9;110307,1;0,119534866
128530,7;2859,7;15363,9;110307,1;0,119534866
128530,7;2859,7;15363,9;110307,1;0,119534866
128530,7;2850,2;15373,4;110307,1;0,119608778
128530,7;2850,2;15373,4;110307,1;0,119608778
128530,7;2850,2;15373,4;110307,1;0,119608778
128530,7;2833,5;15390,1;110307,2;0,11973793
128530,7;2833,5;15390,1;110307,2;0,11973793
128530,7;2833,5;15390,1;110307,2;0,11973793
128530,7;2797,8;15425,7;110307,2;0,120015685
128530,7;2797,8;15425,7;110307,2;0,120015685
128530,7;2797,8;15425,7;110307,2;0,120015685
128530,7;2782,2;15441,3;110307,2;0,120137057
128530,7;2782,2;15441,3;110307,2;0,120137057
128530,7;2782,2;15441,3;110307,2;0,120137057
128530,7;2791,9;15431,1;110307,7;0,120057698
128530,7;2791,9;15431,1;110307,7;0,120057698
128530,7;2762;15461;110307,8;0,12028955
128530,7;2762;15461;110307,8;0,12028955
128530,7;2762;15461;110307,8;0,12028955
128530,7;2745,1;15477,8;110307,8;0,120421036
128530,7;2745,1;15477,8;110307,8;0,120421036
128530,7;2745,1;15477,8;110307,8;0,120421036
128530,7;2726,2;15496,7;110307,8;0,120568082
128530,7;2726,2;15496,7;110307,8;0,120568082
128530,7;2726,2;15496,7;110307,8;0,120568082
128530,7;2726,5;15496,4;110307,8;0,120565748
128530,7;2726,5;15496,4;110307,8;0,120565748
128530,7;2726,5;15496,4;110307,8;0,120565748
128530,7;2719,9;15503;110307,8;0,120617098
128530,7;2719,9;15503;110307,8;0,120617098
128530,7;2719,9;15503;110307,8;0,120617098
128530,7;2714,8;15508,1;110307,9;0,120655999
128530,7;2714,8;15508,1;110307,9;0,120655999
128530,7;2714,8;15508,1;110307,9;0,120655999
128530,7;2691,9;15530,9;110307,9;0,120834166
128530,7;2691,9;15530,9;110307,9;0,120834166
128530,7;2691,9;15530,9;110307,9;0,120834166
128530,7;2646,2;15576,6;110307,9;0,121189724
128530,7;2646,2;15576,6;110307,9;0,121189724
128530,7;2646,2;15576,6;110307,9;0,121189724
128530,7;2691,3;15531,5;110307,9;0,120838835
128530,7;2691,3;15531,5;110307,9;0,120838835
128530,7;2691,3;15531,5;110307,9;0,120838835
128530,7;2690,3;15532,4;110308;0,120845837
128530,7;2690,3;15532,4;110308;0,120845837
128530,7;2690,3;15532,4;110308;0,120845837
128530,7;2682,5;15540,2;110308;0,120906523
128530,7;2682,5;15540,2;110308;0,120906523
128530,7;2682,5;15540,2;110308;0,120906523
128530,7;2672,2;15550,5;110308;0,120986659
128530,7;2672,2;15550,5;110308;0,120986659
128530,7;2672,2;15550,5;110308;0,120986659
128530,7;2675,1;15547,6;110308;0,120964097
128530,7;2675,1;15547,6;110308;0,120964097
128530,7;2675,1;15547,6;110308;0,120964097
128530,7;2669,4;15553,3;110308;0,121008444
128530,7;2669,4;15553,3;110308;0,121008444
128530,7;2669,4;15553,3;110308;0,121008444
128530,7;2673,8;15548,9;110308,1;0,120973433
128530,7;2673,8;15548,9;110308,1;0,120973433
128530,7;2673,8;15548,9;110308,1;0,120973433
128530,7;2689,4;15533,2;110308,1;0,120852061
128530,7;2689,4;15533,2;110308,1;0,120852061
128530,7;2689,4;15533,2;110308,1;0,120852061
128530,7;2653,4;15569,2;110308,1;0,12113215
128530,7;2653,4;15569,2;110308,1;0,12113215
128530,7;2653,4;15569,2;110308,1;0,12113215
128530,7;2600,5;15618,1;110312,1;0,121512604
128530,7;2600,5;15618,1;110312,1;0,121512604
128530,7;2600,5;15618,1;110312,1;0,121512604
128530,7;2647,2;15571,4;110312,2;0,121148488
128530,7;2647,2;15571,4;110312,2;0,121148488
128530,7;2647,2;15571,4;110312,2;0,121148488
128530,7;2650,4;15568,1;110312,2;0,121123591
128530,7;2650,4;15568,1;110312,2;0,121123591
128530,7;2650,4;15568,1;110312,2;0,121123591
128530,7;2608,3;15610,2;110312,2;0,12145114
128530,7;2608,3;15610,2;110312,2;0,12145114
128530,7;2608,3;15610,2;110312,2;0,12145114
128530,7;2617,2;15601,3;110312,2;0,121381896
128530,7;2617,2;15601,3;110312,2;0,121381896
128530,7;2617,2;15601,3;110312,2;0,121381896
128530,7;2612,6;15605,9;110312,3;0,121416907
128530,7;2612,6;15605,9;110312,3;0,121416907
128530,7;2612,6;15605,9;110312,3;0,121416907
128530,7;2610,2;15608,3;110312,3;0,121435579
128530,7;2610,2;15608,3;110312,3;0,121435579
128530,7;2610,2;15608,3;110312,3;0,121435579
128530,7;2585,3;15633,1;110312,3;0,121629307
128530,7;2585,3;15633,1;110312,3;0,121629307
128530,7;2585,3;15633,1;110312,3;0,121629307
128530,7;2566,3;15652,1;110312,3;0,121777132
128530,7;2566,3;15652,1;110312,3;0,121777132
128530,7;2566,3;15652,1;110312,3;0,121777132
128530,7;2557,1;15661,3;110312,3;0,12184871
128530,7;2557,1;15661,3;110312,3;0,12184871
128530,7;2557,1;15661,3;110312,3;0,12184871
128530,7;2509,3;15708,5;110312,9;0,122215938
128530,7;2509,3;15708,5;110312,9;0,122215938
128530,7;2509,3;15708,5;110312,9;0,122215938
128530,7;2508,3;15709,6;110312,9;0,122223718
128530,7;2508,3;15709,6;110312,9;0,122223718
128530,7;2508,3;15709,6;110312,9;0,122223718
128530,7;2511;15706,8;110312,9;0,122202711
128530,7;2511;15706,8;110312,9;0,122202711
