timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/26 09:38:07.624, 0, 0 %, 0 %, 447 MiB, 14.82 W, 30
2025/12/26 09:38:07.625, 1, 0 %, 0 %, 4 MiB, 12.72 W, 26
2025/12/26 09:38:08.626, 0, 0 %, 0 %, 459 MiB, 26.59 W, 31
2025/12/26 09:38:08.633, 1, 0 %, 0 %, 4 MiB, 22.39 W, 28
2025/12/26 09:38:09.634, 0, 10 %, 0 %, 2634 MiB, 57.41 W, 32
2025/12/26 09:38:09.635, 1, 0 %, 0 %, 2633 MiB, 55.49 W, 28
2025/12/26 09:38:10.636, 0, 3 %, 0 %, 3304 MiB, 57.52 W, 32
2025/12/26 09:38:10.636, 1, 0 %, 0 %, 3297 MiB, 64.01 W, 29
2025/12/26 09:38:11.637, 0, 16 %, 9 %, 3310 MiB, 77.85 W, 33
2025/12/26 09:38:11.638, 1, 16 %, 10 %, 3309 MiB, 102.03 W, 31
2025/12/26 09:38:12.638, 0, 15 %, 9 %, 3310 MiB, 79.85 W, 33
2025/12/26 09:38:12.639, 1, 17 %, 10 %, 3309 MiB, 88.64 W, 30
2025/12/26 09:38:13.640, 0, 15 %, 9 %, 3310 MiB, 118.90 W, 34
2025/12/26 09:38:13.640, 1, 23 %, 19 %, 3309 MiB, 145.37 W, 32
2025/12/26 09:38:14.641, 0, 16 %, 9 %, 3310 MiB, 81.83 W, 34
2025/12/26 09:38:14.641, 1, 16 %, 10 %, 3309 MiB, 104.75 W, 32
2025/12/26 09:38:15.642, 0, 16 %, 9 %, 3310 MiB, 81.83 W, 34
2025/12/26 09:38:15.643, 1, 18 %, 10 %, 3309 MiB, 93.17 W, 31
2025/12/26 09:38:16.643, 0, 14 %, 7 %, 3310 MiB, 80.50 W, 34
2025/12/26 09:38:16.644, 1, 13 %, 7 %, 3309 MiB, 79.14 W, 32
2025/12/26 09:38:17.645, 0, 8 %, 4 %, 3310 MiB, 78.66 W, 35
2025/12/26 09:38:17.645, 1, 9 %, 5 %, 3309 MiB, 81.14 W, 32
2025/12/26 09:38:18.646, 0, 10 %, 6 %, 3310 MiB, 80.15 W, 35
2025/12/26 09:38:18.646, 1, 11 %, 7 %, 3309 MiB, 82.68 W, 32
2025/12/26 09:38:19.647, 0, 10 %, 6 %, 3310 MiB, 80.60 W, 35
2025/12/26 09:38:19.648, 1, 14 %, 9 %, 3309 MiB, 81.30 W, 32
2025/12/26 09:38:20.648, 0, 16 %, 9 %, 3310 MiB, 81.25 W, 35
2025/12/26 09:38:20.649, 1, 18 %, 10 %, 3309 MiB, 81.68 W, 32
2025/12/26 09:38:21.649, 0, 17 %, 9 %, 3312 MiB, 82.09 W, 35
2025/12/26 09:38:21.650, 1, 19 %, 11 %, 3311 MiB, 80.57 W, 32
2025/12/26 09:38:22.651, 0, 16 %, 8 %, 3312 MiB, 80.31 W, 35
2025/12/26 09:38:22.652, 1, 17 %, 10 %, 3311 MiB, 78.76 W, 32
2025/12/26 09:38:23.652, 0, 14 %, 7 %, 3312 MiB, 80.97 W, 36
2025/12/26 09:38:23.653, 1, 10 %, 6 %, 3311 MiB, 79.89 W, 33
2025/12/26 09:38:24.654, 0, 8 %, 4 %, 3312 MiB, 79.68 W, 36
2025/12/26 09:38:24.655, 1, 9 %, 5 %, 3311 MiB, 82.70 W, 33
2025/12/26 09:38:25.655, 0, 10 %, 6 %, 3312 MiB, 80.03 W, 36
2025/12/26 09:38:25.656, 1, 11 %, 7 %, 3311 MiB, 82.58 W, 34
2025/12/26 09:38:26.657, 0, 11 %, 6 %, 3312 MiB, 81.89 W, 36
