timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/26 06:47:03.428;0;0%;0%; 447 MiB; 14.81 W;30
2025/12/26 06:47:03.429;1;0%;0%; 4 MiB; 12.69 W;26
2025/12/26 06:47:04.430;0;0%;0%; 447 MiB; 23.67 W;31
2025/12/26 06:47:04.430;1;0%;0%; 4 MiB; 19.75 W;28
2025/12/26 06:47:05.431;0;4%;0%; 1452 MiB; 57.49 W;32
2025/12/26 06:47:05.432;1;0%;0%; 1329 MiB; 55.85 W;28
2025/12/26 06:47:06.432;0;36%;21%; 2012 MiB; 76.08 W;34
2025/12/26 06:47:06.433;1;41%;29%; 1929 MiB; 100.85 W;33
2025/12/26 06:47:07.433;0;35%;20%; 2014 MiB; 110.32 W;34
2025/12/26 06:47:07.434;1;39%;27%; 1931 MiB; 169.76 W;34
2025/12/26 06:47:08.435;0;37%;22%; 2016 MiB; 109.31 W;35
2025/12/26 06:47:08.435;1;41%;29%; 1933 MiB; 165.53 W;34
2025/12/26 06:47:09.436;0;37%;22%; 2016 MiB; 112.03 W;35
2025/12/26 06:47:09.437;1;43%;31%; 1933 MiB; 171.51 W;36
2025/12/26 06:47:10.437;0;37%;22%; 2016 MiB; 114.68 W;36
2025/12/26 06:47:10.438;1;43%;31%; 1933 MiB; 179.10 W;36
2025/12/26 06:47:11.438;0;37%;22%; 2016 MiB; 114.92 W;36
2025/12/26 06:47:11.439;1;43%;31%; 1933 MiB; 178.98 W;37
2025/12/26 06:47:12.439;0;38%;22%; 2016 MiB; 115.94 W;36
2025/12/26 06:47:12.440;1;43%;31%; 1933 MiB; 180.23 W;38
2025/12/26 06:47:13.441;0;37%;22%; 2016 MiB; 115.23 W;37
2025/12/26 06:47:13.442;1;43%;31%; 1933 MiB; 178.84 W;38
2025/12/26 06:47:14.442;0;37%;22%; 2016 MiB; 115.01 W;37
2025/12/26 06:47:14.443;1;43%;31%; 1933 MiB; 178.54 W;38
2025/12/26 06:47:15.444;0;38%;22%; 2016 MiB; 115.37 W;38
2025/12/26 06:47:15.444;1;43%;31%; 1933 MiB; 179.43 W;39
2025/12/26 06:47:16.445;0;34%;20%; 2016 MiB; 113.38 W;38
2025/12/26 06:47:16.446;1;40%;28%; 1933 MiB; 175.36 W;39
2025/12/26 06:47:17.447;0;34%;20%; 2016 MiB; 110.54 W;38
2025/12/26 06:47:17.447;1;39%;28%; 1933 MiB; 161.29 W;39
2025/12/26 06:47:18.448;0;38%;22%; 2016 MiB; 113.48 W;38
2025/12/26 06:47:18.448;1;44%;31%; 1933 MiB; 169.67 W;40
2025/12/26 06:47:19.449;0;37%;22%; 2016 MiB; 115.80 W;39
2025/12/26 06:47:19.450;1;43%;31%; 1933 MiB; 180.02 W;41
2025/12/26 06:47:20.450;0;36%;20%; 2016 MiB; 114.31 W;39
2025/12/26 06:47:20.451;1;43%;30%; 1933 MiB; 177.19 W;41
2025/12/26 06:47:21.451;0;37%;22%; 2016 MiB; 116.29 W;39
2025/12/26 06:47:21.452;1;43%;31%; 1933 MiB; 181.44 W;42
2025/12/26 06:47:22.452;0;37%;22%; 2016 MiB; 116.35 W;40
2025/12/26 06:47:22.453;1;43%;31%; 1933 MiB; 181.88 W;42
2025/12/26 06:47:23.453;0;38%;22%; 2016 MiB; 116.82 W;40
2025/12/26 06:47:23.454;1;43%;31%; 1933 MiB; 182.03 W;43
2025/12/26 06:47:24.455;0;38%;22%; 2016 MiB; 115.26 W;40
2025/12/26 06:47:24.455;1;44%;31%; 1933 MiB; 176.69 W;43
2025/12/26 06:47:25.456;0;36%;21%; 2016 MiB; 116.70 W;41
2025/12/26 06:47:25.456;1;44%;31%; 1933 MiB; 181.40 W;44
2025/12/26 06:47:26.457;0;37%;22%; 2016 MiB; 117.00 W;41
2025/12/26 06:47:26.458;1;42%;30%; 1933 MiB; 182.08 W;44
2025/12/26 06:47:27.458;0;36%;21%; 2016 MiB; 117.26 W;41
2025/12/26 06:47:27.459;1;44%;31%; 1933 MiB; 182.60 W;45
2025/12/26 06:47:28.460;0;36%;21%; 2016 MiB; 116.27 W;41
2025/12/26 06:47:28.461;1;41%;28%; 1933 MiB; 179.84 W;45
2025/12/26 06:47:29.461;0;34%;19%; 2016 MiB; 112.07 W;41
2025/12/26 06:47:29.462;1;40%;27%; 1933 MiB; 165.50 W;44
2025/12/26 06:47:30.463;0;32%;19%; 2016 MiB; 111.63 W;42
2025/12/26 06:47:30.463;1;40%;27%; 1933 MiB; 160.90 W;45
2025/12/26 06:47:31.464;0;34%;19%; 2016 MiB; 112.95 W;42
2025/12/26 06:47:31.464;1;40%;27%; 1933 MiB; 169.41 W;45
