Time;CPU Usage
29/12/2025 10:21;1,67%
29/12/2025 10:22;1,26%
29/12/2025 10:22;2,32%
29/12/2025 10:23;3,66%
29/12/2025 10:23;3,78%
29/12/2025 10:24;3,79%
29/12/2025 10:24;3,88%
29/12/2025 10:25;3,73%
29/12/2025 10:25;3,77%
29/12/2025 10:26;3,70%
29/12/2025 10:26;3,97%
29/12/2025 10:27;3,70%
29/12/2025 10:27;3,89%
29/12/2025 10:28;3,59%
29/12/2025 10:28;3,81%
29/12/2025 10:29;3,69%
29/12/2025 10:29;3,79%
29/12/2025 10:30;3,76%
29/12/2025 10:30;3,69%
29/12/2025 10:31;3,76%
29/12/2025 10:31;3,80%
29/12/2025 10:32;3,72%
29/12/2025 10:32;3,91%
29/12/2025 10:33;3,81%
29/12/2025 10:33;3,96%
29/12/2025 10:34;3,74%
29/12/2025 10:34;3,81%
29/12/2025 10:35;4,00%
29/12/2025 10:35;3,76%
29/12/2025 10:36;4,07%
29/12/2025 10:36;3,80%
29/12/2025 10:37;3,68%
29/12/2025 10:37;3,68%
29/12/2025 10:38;3,81%
29/12/2025 10:38;3,71%
29/12/2025 10:39;3,63%
29/12/2025 10:39;3,93%
29/12/2025 10:40;3,71%
29/12/2025 10:40;3,71%
29/12/2025 10:41;3,76%
29/12/2025 10:41;3,68%
29/12/2025 10:42;3,77%
29/12/2025 10:42;3,63%
29/12/2025 10:43;3,80%
29/12/2025 10:43;3,61%
29/12/2025 10:44;3,92%
29/12/2025 10:44;4,25%
29/12/2025 10:45;3,83%
29/12/2025 10:45;3,74%
29/12/2025 10:46;3,80%
29/12/2025 10:46;3,72%
29/12/2025 10:47;3,76%
29/12/2025 10:47;3,76%
29/12/2025 10:48;3,79%
29/12/2025 10:48;3,85%
29/12/2025 10:49;3,73%
29/12/2025 10:49;3,67%
29/12/2025 10:50;3,87%
29/12/2025 10:50;3,90%
29/12/2025 10:51;3,94%
29/12/2025 10:51;3,93%
29/12/2025 10:52;3,93%
29/12/2025 10:52;3,73%
29/12/2025 10:53;4,00%
